contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Het Dok,0014::SB222,9733 CA,1518,1687,0,7,0,0,2,1568,124,0,0,0,0,0,0,1694,139,163,256,351,94,177,73,238,11,80,37,6,5,18,0,24,0,0,0,7,4,2,1,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Mercator,0014::SB223,9733 HH,1244,822,1,0,0,2,0,760,65,0,0,0,2,0,0,825,75,90,83,140,66,84,22,161,6,37,39,0,0,0,0,11,0,0,0,4,3,0,1,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Driebond,0014::SB230,9734 AA,1671,1094,3,0,0,2,0,1003,96,0,0,0,2,0,0,1099,156,125,85,159,88,130,45,195,6,38,31,0,2,2,2,19,1,0,0,5,0,2,0,3
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum 't Heerdenhoes,0014::SB260,9737 LK,1358,1109,1,7,0,3,7,1058,55,0,0,0,3,0,0,1120,80,110,83,191,66,112,76,242,6,87,13,0,1,1,1,25,1,2,1,7,3,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Beijum,0014::SB261,9737 BV,1097,560,0,3,1,0,0,533,29,0,0,1,0,0,0,562,35,32,77,114,57,47,28,95,4,42,12,0,3,2,0,8,0,0,0,4,0,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Activiteitencentrum Trefpunt,0014::SB262,9737 AB,1025,597,0,0,0,0,2,553,42,0,0,0,0,0,0,597,38,49,54,96,29,80,44,122,3,39,14,2,4,4,0,7,0,0,0,9,2,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kentalis Tine Marcusschool,0014::SB263,9737 HK,894,760,1,0,0,0,0,715,46,0,0,0,0,0,0,761,68,85,81,149,33,88,18,136,3,50,23,0,4,3,0,7,2,0,0,7,1,1,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum De Kleihorn,0014::SB264,9736 CT,1108,814,2,2,0,1,0,755,64,0,0,0,1,0,0,819,52,70,73,160,47,96,56,163,7,42,20,0,2,5,2,9,0,0,2,4,1,2,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Expeditie,0014::SB266,9736 PB,1392,849,3,3,0,0,1,799,55,0,0,0,0,0,0,855,46,53,128,184,32,89,50,140,4,48,29,2,6,4,1,8,2,2,2,10,6,2,1,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Heerdstee,0014::SB267,9736 EA,1084,680,1,2,0,0,1,644,42,0,0,0,4,0,4,687,38,50,83,131,30,66,36,126,5,68,15,1,0,3,2,13,1,0,1,5,5,0,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gymlokaal,0014::SB268,9737 TJ,1356,1427,1,4,0,0,1,1330,101,0,0,0,0,0,0,1432,82,111,180,305,72,153,64,255,8,77,43,1,2,1,1,31,4,0,2,18,12,3,1,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Selwerd,0014::SB300,9741 EW,2956,881,2,3,0,1,3,836,48,0,0,0,1,0,0,887,89,72,95,129,41,143,42,149,2,52,24,0,1,22,2,8,0,0,1,5,2,2,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Selwerd,0014::SB301,9741 EW,1,870,3,3,0,1,5,822,50,0,0,0,1,0,0,877,98,60,81,98,45,188,25,180,2,35,8,0,4,26,0,9,0,1,1,8,1,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ZINN-locatie De Es,0014::SB302,9741 HM,957,802,1,0,0,0,4,747,52,0,0,0,0,0,0,803,57,53,88,149,81,80,71,123,9,34,27,1,1,7,2,7,1,0,0,1,8,0,1,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Wegwijzer,0014::SB304,9741 LE,990,839,2,4,0,0,1,795,49,0,0,0,0,0,0,845,67,57,66,130,87,121,83,125,5,27,19,2,1,8,3,20,0,0,0,13,2,1,1,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Fontein,0014::SB305,9741 EZ,1308,872,4,0,0,0,8,802,66,0,0,0,0,0,0,876,94,68,85,115,85,119,57,143,5,49,21,0,2,5,0,12,2,0,0,9,0,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis 't Blauwbörgje,0014::SB311,9742 BL,1782,1288,0,5,0,3,3,1216,71,0,0,3,0,0,0,1290,167,117,92,188,77,262,53,195,2,45,31,1,6,12,0,29,0,0,0,4,2,2,0,3
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bao Trieu sportcentrum,0014::SB312,9742 LZ,1194,621,2,0,0,0,6,582,35,0,0,0,0,0,0,623,64,47,61,88,54,88,34,108,2,23,24,2,1,10,1,11,0,0,0,3,0,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bisschop Bekkersschool,0014::SB313,9742 KT,1234,710,0,4,0,2,1,656,59,0,0,0,2,0,0,716,73,60,83,141,45,78,46,98,2,11,30,0,0,28,1,4,1,0,0,4,3,1,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Bernlef,0014::SB314,9742 KP,1367,952,0,5,0,2,2,903,56,0,2,0,4,0,0,961,86,112,144,185,86,103,27,100,3,37,33,1,2,17,0,6,1,0,2,4,1,0,0,2
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Plutozaal,0014::SB316,9742 GK,1306,938,0,3,0,1,0,892,48,0,0,1,0,0,0,940,109,89,77,134,86,150,41,141,5,33,24,1,2,5,0,20,2,4,0,11,1,0,1,2
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Vinkhuys,0014::SB320,9743 BJ,1403,1063,3,3,0,6,2,992,81,0,0,0,6,0,0,1075,101,89,169,167,73,128,52,162,3,41,31,0,4,13,0,14,1,2,0,6,4,1,0,2
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau CBS Aquamarijn,0014::SB321,9746 RS,1063,1134,0,2,0,2,3,1034,101,0,0,0,2,0,0,1138,257,91,57,98,92,236,56,166,1,36,17,1,1,3,5,10,0,0,2,4,0,0,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Sterrensteen,0014::SB322,9743 SP,1148,639,0,3,0,0,0,591,51,0,0,0,0,0,0,642,40,50,134,125,48,54,33,65,4,16,29,2,2,20,0,6,1,1,0,1,3,4,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ZINN-locatie Platina,0014::SB323,9743 GN,1117,797,0,1,0,4,1,740,61,0,0,0,4,0,0,802,63,99,136,154,108,51,35,66,4,15,43,0,4,6,0,8,0,0,0,4,0,0,1,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Veldspaat,0014::SB324,9743 XV,0,304,2,3,0,0,1,289,20,0,0,0,0,0,0,310,29,43,41,78,26,19,25,16,2,9,11,0,0,0,2,2,1,0,0,0,0,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Vensterschool Vinkhuizen,0014::SB325,9743 EZ,1166,1012,0,6,0,3,0,947,74,0,0,0,3,0,0,1021,93,104,154,173,93,97,80,117,5,26,40,0,1,2,0,14,0,0,1,4,3,0,2,3
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum De Wende,0014::SB326,9743 CP,1337,1019,1,2,0,0,1,944,77,0,0,0,0,0,0,1022,100,58,131,148,86,132,99,140,14,35,16,0,3,19,2,25,0,0,0,10,0,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dagverblijf Ilmarinen,0014::SB327,9743 JK,1643,991,1,4,1,0,1,936,60,0,0,0,1,0,0,997,59,65,101,116,92,106,197,138,15,35,25,1,1,6,1,17,1,0,0,9,0,3,0,3
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kinderdagverblijf De Kleine Held,0014::SB328,9745 CP,1564,1078,1,2,0,0,3,1004,74,0,0,0,0,0,0,1081,189,89,84,148,84,164,51,157,4,30,34,0,7,5,1,18,2,0,1,5,2,2,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Goudvink,0014::SB329,9743 CH,826,626,3,2,0,0,2,594,35,0,0,0,0,0,0,631,60,64,96,108,29,73,45,64,2,24,29,0,3,12,0,8,0,0,0,4,2,2,1,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Strinke,0014::SB331,9727 AS,1636,963,2,6,0,0,2,886,83,0,0,0,0,0,0,971,168,68,142,88,73,149,62,129,7,36,20,2,2,2,0,10,0,0,0,4,1,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rehobothschool,0014::SB332,9744 CL,1334,970,0,2,0,1,1,908,64,0,0,0,1,0,0,973,103,52,167,178,101,62,132,53,12,28,41,0,4,2,3,19,0,1,2,6,0,1,0,3
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Anne Frankschool,0014::SB334,9744 HW,1196,1021,1,2,0,1,2,939,84,0,0,0,1,0,0,1025,96,84,129,238,123,90,83,91,10,15,36,4,2,1,0,11,0,0,1,3,0,0,0,4
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Aquamarijn,0014::SB335,9746 BJ,1517,1223,0,1,0,0,2,1126,96,0,0,0,0,0,0,1224,286,107,87,108,109,204,83,133,10,38,26,1,0,4,2,17,1,0,1,3,2,0,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw,0014::SB340,9745 CJ,1518,1000,0,2,0,1,3,902,96,0,0,1,0,0,0,1001,105,69,209,160,110,83,78,78,7,35,35,4,6,2,0,11,0,0,0,5,2,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Recreatiezaal Ruskenborg,0014::SB341,9744 DA,1017,776,1,1,0,4,1,735,46,0,0,0,4,0,0,782,117,75,84,96,97,106,64,57,6,14,30,2,6,1,0,16,0,0,0,2,1,2,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gabriëlflat,0014::SB342,9744 KC,768,730,2,0,3,0,0,681,54,0,0,0,3,0,0,735,70,68,100,102,95,87,68,58,7,22,21,1,4,1,1,20,1,0,0,1,1,0,0,2
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw De Hoeksteen,0014::SB350,9746 TN,944,279,1,1,0,1,0,244,36,0,0,1,0,0,0,280,58,19,12,20,29,46,12,48,7,11,5,2,0,4,0,4,0,0,0,2,0,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Tijdelijke kantoorunit 1 bij het Hoofdstation,0014::SB400,,0,991,3,3,0,1,26,931,41,0,0,0,1,0,0,998,116,69,34,66,64,279,37,221,2,53,6,2,3,3,1,14,0,2,0,10,6,1,0,2
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,0014::SB401,9712 HN,0,1862,2,3,0,6,34,1731,108,0,0,0,6,0,0,1873,295,111,31,103,81,560,45,452,1,122,4,3,1,2,0,29,1,1,0,19,1,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau DUO/Belastingdienst,0014::SB404,9722 TB,0,621,0,0,0,0,8,580,33,0,0,0,0,0,0,621,82,57,10,57,40,149,18,120,0,47,6,0,1,0,2,14,0,0,1,15,0,1,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Tijdelijke kantoorunit 2 bij het Hoofdstation,0014::SB405,,0,1268,0,2,0,0,43,1175,52,0,0,0,0,0,0,1270,151,66,40,95,66,333,53,308,1,87,6,2,1,6,1,34,1,0,1,10,3,3,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Hanzehogeschool, Van Olst-toren",0014::SB410,9747 AS,0,1673,6,3,7,0,32,1577,80,0,0,0,7,0,0,1689,279,47,24,71,99,592,50,348,8,77,1,3,3,4,0,38,1,1,0,26,0,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Provinciehuis,0014::SB415,9712 JN,1240,1080,1,3,0,2,13,999,70,0,0,2,0,0,0,1082,148,73,26,92,61,262,32,270,4,69,8,1,3,5,0,16,0,0,0,6,0,3,1,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Universitair Medisch Centrum Groningen,0014::SB430,9713 GZ,0,1923,4,2,1,7,23,1771,143,0,0,0,8,0,0,1937,296,135,45,103,128,610,89,381,4,74,14,0,3,7,1,21,0,0,0,7,3,0,0,2
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Universitair Medisch Centrum Groningen,0014::SB431,9713 GZ,0,1249,2,3,0,0,43,1127,84,0,0,0,0,0,0,1254,200,97,38,80,79,377,51,235,4,52,8,0,2,0,0,17,0,0,0,7,0,1,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Martini Ziekenhuis,0014::SB440,9728 NT,0,819,3,1,0,1,12,737,73,0,0,1,0,0,0,822,150,67,39,71,61,180,34,141,3,37,16,1,0,0,1,7,1,0,1,5,0,3,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Harmoniecomplex RUG,0014::SB450,9712 EK,0,1198,0,0,0,0,22,1161,16,0,0,0,1,1,0,1199,197,63,13,40,59,380,30,318,0,62,4,0,3,2,1,16,0,0,0,5,2,2,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Centrale Bibliotheek Groningen,0014::SB451,9712 GH,0,806,1,0,0,1,10,750,46,0,0,1,0,0,0,806,102,38,16,46,30,222,24,235,2,63,3,2,2,2,0,9,0,0,0,7,3,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bureau Meerstad,0014::SB457,9613 BH,697,572,0,0,0,0,2,514,56,0,0,0,0,0,0,572,120,41,36,54,40,100,42,93,3,28,6,0,0,0,0,4,0,0,1,3,0,0,0,1
