contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,GROENLINKS,Partij voor het Noorden,Partij voor de Dieren,50PLUS,Groninger Belang,Red het Noorden,Grunnegers veur Stad en Ommelaand,Seniorenpartij Groningen,Verenigde Communistische Partij,Partij voor Mens en Spirit (MenS),Vrij Mandaat,Groningen Centraal!
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Wijkcentrum Het Dok,0014::SB222,9733 CA,1493,883,3,4,0,1,0,823,68,0,0,0,1,0,0,891,118,34,248,56,71,97,56,60,22,40,15,37,2,3,10,2,2,0,10
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Zorgcentrum Mercator,0014::SB223,9733 HH,1239,603,3,0,1,0,0,555,52,0,0,0,1,0,0,607,89,35,140,38,55,51,29,73,16,44,8,9,0,3,9,0,2,1,1
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Basisschool De Driebond,0014::SB230,9734 AA,1670,694,3,0,0,0,0,626,70,0,0,0,0,0,0,696,95,47,145,52,64,48,54,48,26,29,18,36,2,7,7,3,5,0,8
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Buurtcentrum 't Heerdenhoes,0014::SB260,9737 LK,1385,740,4,3,0,1,0,706,42,0,0,0,1,0,0,748,116,16,187,46,62,43,60,99,13,57,12,16,0,0,8,0,3,1,1
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Sporthal Beijum,0014::SB261,9737 BV,1128,396,2,2,0,0,0,371,29,0,0,0,0,0,0,400,45,13,82,42,38,29,41,32,8,28,3,17,1,5,3,3,2,0,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Activiteitencentrum Trefpunt,0014::SB262,9737 AB,1039,387,1,1,0,0,0,359,30,0,0,0,0,0,0,389,43,12,120,15,25,24,31,56,8,26,6,10,1,0,1,0,5,1,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Kentalis Tine Marcusschool,0014::SB263,9737 HK,904,502,0,2,0,0,0,460,44,0,0,0,0,0,0,504,84,18,116,31,36,44,23,46,18,27,12,16,0,4,11,1,5,1,9
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Buurtcentrum De Kleihorn,0014::SB264,9736 CT,1120,549,1,1,0,2,0,501,48,0,0,0,0,0,0,549,76,17,134,28,42,29,53,68,14,46,8,15,1,2,3,0,3,3,7
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Expeditie,0014::SB266,9736 PB,1414,502,10,1,0,0,0,486,27,0,0,0,0,0,0,513,59,6,144,22,30,46,53,46,9,34,9,13,5,6,5,1,2,0,12
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Heerdstee,0014::SB267,9736 EA,1118,380,1,0,0,1,0,364,18,0,0,0,1,0,0,382,37,12,76,17,37,24,39,40,9,45,6,7,4,6,6,2,9,0,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gymlokaal Stoepemaheerd,0014::SB268,9737 TJ,1363,844,2,1,0,2,1,793,55,0,0,0,2,0,0,849,93,21,243,34,59,91,50,102,21,44,16,36,3,6,10,0,7,1,7
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Sporthal Selwerd 1,0014::SB300,9741 EW,1434,477,1,2,0,0,0,450,28,0,0,2,0,0,0,478,72,28,86,47,58,38,32,47,5,27,3,21,1,2,3,2,3,0,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Sporthal Selwerd 2,0014::SB301,9741 EW,1475,538,3,1,0,0,0,525,19,0,0,0,2,0,0,544,80,47,96,34,70,37,31,56,10,24,7,24,2,2,6,0,4,1,7
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Huize Patrimonium,0014::SB302,9741 HM,970,412,4,4,0,0,0,404,17,1,0,0,1,0,0,421,46,12,106,57,24,30,69,19,6,14,5,9,0,2,7,0,2,0,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Basisschool de Wegwijzer,0014::SB304,9741 LE,1044,601,1,3,0,0,0,578,28,0,1,0,1,0,0,606,59,34,127,89,67,27,70,46,6,23,8,23,2,5,3,1,1,2,8
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Fontein,0014::SB305,9741 EZ,1351,524,3,1,0,0,0,498,30,0,0,0,0,0,0,528,58,41,83,59,52,60,49,31,11,19,11,26,2,1,6,2,8,0,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Verpleeghuis 't Blauwbörgje,0014::SB311,9742 BL,1564,751,5,3,0,0,0,696,63,0,0,0,0,0,0,759,126,59,142,56,120,51,38,76,17,17,13,21,3,0,3,2,4,0,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Bao Trieu sportcentrum,0014::SB312,9742 LZ,1253,419,3,1,0,0,0,399,24,0,0,0,0,0,0,423,55,32,73,34,55,27,44,42,8,20,4,13,0,0,4,0,2,1,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Bisschop Bekkersschool,0014::SB313,9742 KT,1183,435,1,0,0,0,0,391,45,0,0,0,0,0,0,436,59,34,97,33,36,42,36,27,8,8,20,20,1,2,4,2,2,0,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Zaal Trefpunt bij aanleunwoningen,0014::SB314,9742 KP,1357,621,1,1,0,0,0,597,27,0,0,0,1,0,1,624,90,37,166,51,43,66,36,38,18,20,12,22,0,0,17,2,1,0,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Plutozaal,0014::SB316,9742 GK,1338,597,4,1,0,0,0,575,26,0,0,1,0,0,0,601,74,39,115,69,67,49,53,37,16,15,15,18,0,4,13,1,5,1,6
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau 't Vinkhuys,0014::SB320,9743 BJ,1454,584,2,4,0,0,0,546,44,0,0,0,0,0,0,590,86,32,136,46,47,50,57,47,14,29,8,11,1,4,5,1,4,0,6
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau CBS Aquamarijn,0014::SB321,9746 RS,1049,691,0,1,0,0,0,632,60,0,0,0,0,0,0,692,112,107,64,71,112,33,46,65,13,19,10,23,0,1,2,0,1,0,12
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Basisschool De Sterrensteen,0014::SB322,9743 SP,1157,393,6,2,0,0,0,363,38,0,0,0,0,0,0,401,40,14,102,27,41,60,46,15,7,10,9,7,0,1,4,1,4,0,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Platina Zorgcentrum,0014::SB323,9743 GN,1150,571,4,2,0,3,0,536,44,0,0,0,3,0,0,580,99,23,156,61,26,72,59,10,8,12,17,12,0,2,12,0,1,0,1
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Veldspaat,0014::SB324,9743 XV,1073,472,2,5,0,0,0,454,25,0,0,0,0,0,0,479,81,21,118,42,28,39,45,13,13,9,25,17,1,6,5,1,5,0,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Vensterschool Vinkhuizen,0014::SB325,9743 EZ,732,530,3,5,0,4,0,490,44,0,0,4,0,0,0,534,81,31,120,34,52,49,46,35,12,16,18,14,0,6,8,0,2,0,6
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Wende,0014::SB326,9743 CP,1411,617,3,0,0,0,0,580,40,0,0,0,0,0,0,620,54,31,102,66,67,79,95,42,11,22,6,23,0,3,4,0,2,1,9
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dagverblijf Ilmarinen,0014::SB327,9743 JK,1404,626,1,2,1,2,0,602,30,0,0,0,3,0,0,632,41,24,124,76,45,44,161,38,3,22,11,17,3,2,6,0,6,3,0
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Kleine Held,0014::SB328,9745 CP,1570,667,0,2,0,0,0,617,52,0,0,0,0,0,0,669,82,68,115,60,87,45,49,71,14,16,12,27,2,2,10,0,1,2,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Goudvink,0014::SB329,9743 CH,840,366,6,1,0,0,0,343,30,0,0,0,0,0,0,373,47,20,92,28,41,43,34,15,9,14,6,7,0,1,4,3,2,0,0
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Strinke,0014::SB331,9727 AS,1594,592,0,0,0,0,0,535,59,0,2,0,2,0,0,594,74,79,79,32,93,36,53,59,10,29,14,18,0,0,6,0,4,0,6
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Rehobothschool,0014::SB332,9744 CL,1302,596,2,2,0,0,0,555,45,0,0,0,0,0,0,600,46,26,113,54,23,79,140,19,18,16,18,20,0,2,9,1,4,0,8
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Anne Frankschool,0014::SB334,9744 HW,1192,594,3,0,0,0,0,558,39,0,0,0,0,0,0,597,67,31,148,67,28,71,72,18,15,17,16,21,0,0,7,3,3,1,9
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau CBS Aquamarijn,0014::SB335,9746 BH,1476,718,0,0,0,0,0,647,71,0,0,0,0,0,0,718,87,91,91,72,124,46,62,59,14,21,8,27,0,4,4,1,3,0,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Verenigingsgebouw NH-kerk,0014::SB340,9745 CJ,1500,610,4,4,0,0,0,561,57,0,0,0,0,0,0,618,70,42,114,55,27,93,82,26,8,31,29,17,0,0,9,0,5,2,0
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Recreatiezaal Ruskenborg,0014::SB341,9744 DA,1003,509,1,1,0,0,0,482,29,0,0,0,0,0,0,511,61,39,86,56,47,46,75,20,12,11,13,20,2,3,9,0,4,1,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gabriëlflat,0014::SB342,9744 KJ,780,462,1,2,0,0,0,430,35,0,0,0,0,0,0,465,61,24,78,51,26,44,62,16,20,20,21,20,1,1,10,0,1,0,6
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Verenigingsgebouw De Hoeksteen,0014::SB350,9746 TN,655,232,0,1,0,0,0,198,35,0,0,0,0,0,0,233,33,29,34,17,45,7,14,36,1,6,0,3,0,2,2,1,0,0,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Kantoorunit 1 bij het Hoofdstation,0014::SB400,,0,746,4,2,0,0,1,730,21,0,0,0,0,0,0,752,96,66,98,48,188,30,40,87,6,50,2,18,0,1,3,3,3,1,6
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Felicitatieruimte trouwzaal,0014::SB401,9712 HN,0,834,5,1,0,0,1,804,35,0,0,0,0,0,0,840,112,122,72,77,209,24,41,103,2,36,8,10,0,3,4,4,1,2,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Bovenkamer van Groningen,0014::SB403,9712 XB,0,473,2,0,0,0,0,451,25,0,0,0,1,0,0,476,74,33,63,16,95,7,19,100,8,25,2,13,0,3,4,1,4,2,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau DUO/Belastingdienst,0014::SB404,9722 TB,0,340,0,1,0,0,0,323,18,0,0,0,0,0,0,341,64,30,38,21,63,11,9,55,5,18,7,11,0,0,3,1,1,1,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Kantoorunit 2 bij Hoofdstation,0014::SB405,,0,515,5,2,0,0,4,506,12,0,0,0,0,0,0,522,53,47,59,52,131,16,27,72,3,24,0,17,1,2,3,1,3,0,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau Hanzehogeschool, Van Olst-toren",0014::SB410,9747 AS,0,537,3,0,0,1,0,516,23,0,0,1,0,0,0,539,64,76,43,47,149,19,24,68,2,21,2,10,0,2,3,0,3,0,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Provinciehuis,0014::SB415,9712 JG,1045,777,2,1,1,0,3,743,35,0,0,0,1,0,0,781,128,93,104,54,149,28,29,114,7,31,5,13,0,3,2,3,6,6,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau UMCG,0014::SB430,9713 GZ,0,933,0,10,0,1,1,901,42,0,0,0,1,0,0,944,144,101,93,81,233,20,53,114,10,41,2,22,1,2,3,1,7,1,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau UMCG,0014::SB431,9713 GZ,0,567,1,3,0,1,2,530,38,0,0,1,0,0,0,570,79,62,63,47,144,14,18,86,6,29,2,11,1,0,1,0,2,0,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Martini Ziekenhuis,0014::SB440,9728 NT,0,364,0,1,0,2,0,340,27,0,0,0,2,0,0,367,52,40,49,32,75,18,16,41,10,11,5,6,1,0,6,0,0,2,0
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Harmoniecomplex R.U.G.Expositiezaal,0014::SB450,9712 EK,0,954,5,0,1,0,0,919,41,0,0,0,1,0,0,960,93,131,79,62,312,17,21,144,8,52,0,15,1,1,2,6,5,3,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Centrale Bibliotheek Groningen,0014::SB451,9712 GH,0,379,2,0,0,2,0,367,12,0,0,2,0,0,0,379,37,40,52,21,85,12,11,72,9,22,2,6,0,0,2,1,5,1,1
