contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Oostzeedijk Beneden 5,0599::SB85,3062 VJ,818,734,1,3,0,0,0,671,67,0,0,0,0,0,0,738,262,53,53,49,22,172,51,11,3,20,30,3,3,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zeilmakersstraat 59,0599::SB86,3025 NV,1312,239,0,5,0,0,0,208,36,0,0,0,0,0,0,244,15,26,43,13,40,47,25,9,1,6,12,1,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hendrick Staetsweg 15,0599::SB87,3067 VM,1093,588,1,2,0,4,0,542,53,0,0,0,4,0,0,595,68,61,113,68,53,57,33,47,25,44,17,2,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rendierstraat 3,0599::SB88,3064 AX,1266,495,5,2,0,0,0,438,64,0,0,0,0,0,0,502,65,36,137,30,51,44,32,18,35,26,20,0,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rozenlaan 20 (links),0599::SB89,3051 LS,1221,747,3,5,0,0,0,678,77,0,0,0,0,0,0,755,103,89,102,54,67,137,78,25,18,23,44,2,3,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Johan de Wittlaan 5-9 (links),0599::SB90,3051 HE,1239,562,0,0,0,0,0,500,63,0,1,0,1,0,0,563,119,63,45,25,33,159,65,6,7,9,26,2,0,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bilderdijkstraat 322,0599::SB91,3027 SH,1625,334,1,2,0,0,0,269,68,0,0,0,0,0,0,337,22,62,24,30,75,60,26,21,4,3,7,0,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Schouwburgplein 25 (rechts),0599::SB92,3012 CL,868,339,5,1,0,1,0,321,25,0,0,0,1,0,0,346,55,37,28,22,39,87,41,5,0,3,16,0,4,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Corverstraat 15,0599::SB93,3025 TA,1340,378,5,3,0,0,0,330,56,0,0,0,0,0,0,386,20,67,52,24,72,61,51,5,2,7,9,8,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Adenstraat 25,0599::SB94,3067 MN,1632,587,4,4,0,6,0,532,57,0,0,6,0,0,0,589,66,87,129,54,86,61,14,20,15,28,23,1,1,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Korne 180,0599::SB95,3068 GN,1234,410,3,7,0,2,0,370,52,0,0,0,2,0,0,422,53,49,102,28,69,40,17,12,2,14,20,3,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rösener Manzstraat 80 (links),0599::SB96,3026 TV,1404,368,2,3,0,0,0,311,61,0,1,0,1,0,0,372,11,59,34,33,73,63,35,30,5,5,15,1,0,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Korfmakersstraat 139,0599::SB97,3026 XG,1031,200,2,5,1,0,0,182,24,0,0,1,0,0,0,206,11,29,33,11,31,23,17,14,2,8,18,1,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Prinses Margrietlaan 6,0599::SB98,3051 AT,1312,664,0,4,0,0,0,593,75,0,0,0,0,0,0,668,172,65,64,42,46,132,64,17,2,18,41,1,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Oude Raadhuislaan 86,0599::SB99,3054 NT,646,484,0,0,0,0,0,425,59,0,0,0,0,0,0,484,201,42,42,29,12,86,34,10,3,11,13,1,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zernikeplaats 500,0599::SB100,3068 JB,1570,633,0,1,0,2,0,586,50,0,0,0,2,0,0,636,57,68,144,68,97,59,17,16,3,73,29,0,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Schiedamse Vest 188 (rechts),0599::SB101,3011 BH,1090,302,6,0,0,1,0,283,24,0,0,1,0,0,0,307,42,44,22,26,31,74,24,1,0,7,28,0,1,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rijnwaterstraat 11 (rechts),0599::SB102,3063 HC,1748,653,1,0,0,0,0,602,52,0,0,0,0,0,0,654,70,92,103,40,94,108,49,27,7,27,32,0,3,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Grindweg 100,0599::SB103,3055 VD,1243,719,1,2,0,0,0,641,81,0,0,0,0,0,0,722,240,58,69,60,40,139,32,20,5,26,27,0,0,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Landstraat 9,0599::SB104,3056 LR,1139,475,0,1,0,0,0,430,46,0,0,0,0,0,0,476,97,34,72,46,66,44,36,12,6,28,30,3,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zevenkampse Ring 301,0599::SB105,3068 HG,1630,480,1,3,0,1,0,442,41,0,0,1,0,0,0,483,41,34,116,23,106,48,19,19,3,31,36,0,1,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Taandersplein 3,0599::SB106,3027 AR,1262,345,5,3,0,0,0,293,60,0,0,0,0,0,0,353,18,43,33,37,75,68,31,20,6,5,4,5,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Fresiastraat 18,0599::SB107,3053 VH,1165,471,0,3,0,0,0,430,44,0,0,0,0,0,0,474,54,51,61,36,53,95,49,20,0,18,31,1,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Larikslaan 200 (midden),0599::SB108,3053 LG,1031,670,1,4,0,0,1,609,64,0,0,1,0,1,0,674,116,74,72,52,47,143,83,17,5,17,42,0,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Delftweg 46,0599::SB109,3043 CH,1231,357,1,1,0,0,0,312,47,0,0,0,0,0,0,359,64,41,69,34,32,59,22,10,2,7,14,2,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Kobehof 5,0599::SB110,3067 MC,1232,380,0,3,0,0,0,329,54,0,0,0,0,0,0,383,44,28,88,30,75,46,12,18,3,20,15,0,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Mendelssohnlaan 11,0599::SB111,3055 HH,691,613,3,6,0,2,0,541,79,0,0,2,0,0,0,620,221,30,59,68,18,127,27,4,4,20,32,0,0,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Goudkruid 107,0599::SB112,3068 SV,993,521,1,3,0,1,0,479,47,0,0,0,1,0,0,526,73,55,94,57,61,60,25,31,4,26,29,4,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Mercatorweg 50 (links),0599::SB113,3151 CJ,1062,603,0,1,0,0,0,537,67,0,0,0,0,0,0,604,102,46,142,87,64,42,24,20,13,29,31,2,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Burg. de Josselin de Jonglaan 27,0599::SB114,3042 NC,977,361,1,2,0,0,0,317,47,0,0,0,0,0,0,364,37,47,69,20,66,44,19,3,2,24,25,1,1,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nieuwe Ommoordseweg 89,0599::SB115,3068 BS,918,293,1,1,0,0,0,268,27,0,0,0,0,0,0,295,30,35,55,29,30,23,16,28,11,15,19,1,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Merkelbachstraat 2 (rechts),0599::SB116,3067 AL,1595,401,2,7,0,0,0,377,33,0,0,0,0,0,0,410,38,56,76,47,59,33,12,5,5,40,27,1,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zuiderlaan 10,0599::SB117,3043 XM,857,218,0,4,0,0,5,189,28,0,0,0,0,0,0,222,26,17,79,11,19,17,9,5,1,10,23,0,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Kipstraat 37 (links),0599::SB118,3011 RS,1466,568,0,1,1,0,0,517,53,0,0,0,1,0,0,570,122,63,63,47,52,124,43,10,1,12,22,1,7,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Mombassaplaats 2,0599::SB119,3067 GZ,1098,325,0,1,0,0,0,304,22,0,0,0,0,0,0,326,25,42,78,18,74,24,5,16,1,24,17,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Eudokiaplein 35 (links),0599::SB120,3037 BT,613,393,3,13,13,0,0,376,46,0,0,0,13,0,0,422,27,69,38,18,63,83,47,13,2,3,30,0,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Clara Egginkstraat 4 (links),0599::SB121,3066 JG,1172,491,0,0,0,0,0,436,54,0,0,1,0,0,0,490,80,57,93,34,65,71,30,9,3,18,27,1,1,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gijsingstraat 51,0599::SB122,3026 RH,976,273,2,5,0,1,0,233,48,0,0,0,1,0,0,281,16,54,22,35,44,40,26,11,1,7,11,4,2,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hoogstraat 110 (midden),0599::SB123,3011 PV,1822,893,8,1,7,0,0,830,79,0,0,0,7,0,0,909,254,97,74,43,81,206,60,13,5,19,31,1,7,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Lisplein 31,0599::SB124,3037 AS,1726,563,2,3,0,0,0,513,54,0,0,1,0,1,0,567,76,88,37,19,71,105,66,40,5,7,44,1,2,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Tidemanstraat 80 (links),0599::SB125,3022 SM,1594,361,5,9,0,0,0,318,57,0,0,0,0,0,0,375,22,61,23,22,63,77,56,10,4,8,13,1,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Varnasingel 600,0599::SB126,3067 EZ,1492,514,2,5,0,0,0,488,33,0,0,0,0,0,0,521,35,67,130,36,80,33,14,13,1,71,30,2,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Van der Sasstraat 61,0599::SB127,3042 NM,893,369,0,0,0,0,0,328,41,0,0,0,0,0,0,369,30,67,76,46,34,30,21,15,6,22,19,1,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Aar 193,0599::SB128,3068 HA,1441,381,0,6,0,1,0,362,26,0,0,0,1,0,0,388,29,53,104,23,55,37,18,12,0,24,22,3,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Barbarakruid 24,0599::SB129,3068 SB,1235,429,2,0,0,0,0,386,45,0,0,0,0,0,0,431,54,46,69,44,73,46,13,16,12,28,27,0,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Oostervantstraat 25 (links),0599::SB130,3021 PT,1524,567,3,2,0,1,0,518,55,0,0,0,1,0,0,573,50,93,27,13,57,146,100,17,4,8,52,0,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Burgemeester de Villeneuvesingel 1,0599::SB131,3055 AK,1031,685,0,4,0,0,1,591,97,0,0,0,0,0,0,689,287,36,39,62,13,166,31,6,4,12,24,2,0,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Robert van 't Hoffstraat 10 (links),0599::SB132,3059 PN,1575,932,1,3,0,2,0,776,162,0,0,0,2,0,0,938,293,61,149,92,60,118,37,46,9,30,28,5,2,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Meidoornsingel 181,0599::SB133,3053 BP,1219,695,3,2,0,0,0,660,40,0,0,0,0,0,0,700,72,72,84,100,88,104,56,37,8,34,37,1,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Kelloggplaats 664,0599::SB134,3068 XK,789,348,1,4,0,1,0,333,21,0,0,0,1,0,0,354,39,37,71,34,54,27,9,10,4,40,22,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wilgenplaslaan 196 (rechts),0599::SB135,3052 SL,1048,350,1,2,0,0,0,316,37,0,0,0,0,0,0,353,41,48,38,27,49,63,25,17,2,11,25,0,1,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rauwenhoffstraat 42,0599::SB136,3022 RP,1310,273,2,1,0,1,1,244,32,0,0,0,1,0,0,277,17,42,11,14,45,68,34,17,1,6,16,1,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rammelandstraat 4,0599::SB137,3042 EZ,1410,413,0,4,0,0,0,367,50,0,0,0,0,0,0,417,32,74,94,23,68,55,21,3,4,18,15,4,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Tidemanstraat 59,0599::SB138,3022 SE,1490,523,7,6,0,0,0,466,70,0,0,0,0,0,0,536,39,91,30,34,88,112,72,12,8,6,23,5,1,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Jagerstraat 42,0599::SB139,3022 VR,1484,480,2,3,1,0,0,414,70,0,0,1,0,0,0,484,44,50,31,16,84,102,95,10,6,4,31,5,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nozemanstraat 75,0599::SB140,3023 TM,1475,592,4,2,0,0,0,530,68,0,0,0,0,0,0,598,55,81,43,21,83,142,105,14,5,9,28,4,2,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Varenhof 1,0599::SB141,3069 KG,945,576,1,3,1,0,0,544,35,0,0,1,0,0,0,579,127,45,81,84,40,59,30,10,27,49,23,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Oudedijk 15,0599::SB142,3062 AB,1153,870,4,5,0,1,1,771,106,0,0,1,0,0,0,878,313,75,49,86,46,179,40,19,6,7,42,1,6,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Pinkstraat 10,0599::SB143,3028 XX,1116,321,1,4,0,3,0,300,23,0,0,3,0,0,0,323,23,35,67,18,59,49,19,10,0,18,21,0,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Piccolo 50,0599::SB144,3068 HR,1355,445,1,0,1,0,0,401,46,0,0,0,1,0,0,447,49,48,105,39,61,40,12,23,11,33,24,0,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Crooswijksestraat 93,0599::SB145,3034 AE,1651,387,10,3,0,0,0,336,63,0,0,1,0,1,0,399,20,60,71,19,96,53,29,3,4,6,24,1,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Robert Kochplaats 348,0599::SB146,3068 JD,823,337,2,3,0,0,0,317,25,0,0,0,0,0,0,342,27,43,71,25,74,22,12,7,2,31,20,2,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Van Beethovenlaan 60,0599::SB147,3055 JD,1072,699,0,0,0,1,0,598,102,0,0,0,1,0,0,700,247,35,99,49,27,125,39,12,5,22,34,1,4,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gerdesiaweg 494,0599::SB148,3031 BR,1080,368,2,0,0,0,0,337,33,0,0,0,0,0,0,370,58,34,59,17,50,57,20,21,5,16,23,3,2,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Provenierssingel 55,0599::SB149,3033 EH,1058,486,6,3,0,0,0,444,51,0,0,0,0,0,0,495,62,64,35,14,49,116,84,11,3,9,34,3,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Abtsweg 4,0599::SB150,3042 GD,1263,583,3,5,1,0,0,529,61,0,0,1,0,0,0,590,34,72,160,37,98,69,21,15,6,26,33,6,1,5
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Klein-Coolstraat 37,0599::SB151,3033 XR,1171,433,6,1,0,1,0,406,33,0,0,1,0,0,0,439,49,60,35,20,43,107,70,12,0,2,28,3,2,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Kastanjeplein 8,0599::SB152,3053 CD,1555,479,1,2,0,2,0,427,57,0,0,0,2,0,0,484,60,59,80,28,55,94,38,15,5,18,27,0,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Jaap Valkhoffplein 5,0599::SB153,3027 PV,1434,491,2,7,0,0,0,420,79,0,0,1,0,1,0,499,30,92,33,32,102,101,47,16,1,9,21,5,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hammarskjöldplaats 103,0599::SB154,3069 RA,1008,428,4,4,0,0,0,413,23,0,0,0,0,0,0,436,53,28,94,39,66,34,15,20,6,41,29,1,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bok de Korverweg 1,0599::SB155,3056 PD,1124,419,3,0,0,1,0,373,48,0,0,1,0,0,0,421,33,47,40,25,53,94,62,15,5,10,31,1,3,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Lieve Verschuierstraat 62,0599::SB156,3021 ZH,1374,419,3,0,0,1,0,373,48,0,0,1,0,0,0,421,33,47,40,25,53,94,62,15,5,10,31,1,3,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nansenplaats 2 (links),0599::SB157,3069 CV,825,395,1,3,0,0,1,360,38,0,0,0,0,0,0,399,55,44,68,35,61,59,14,12,2,27,15,0,1,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Curieplaats 24,0599::SB158,3069 HA,1170,537,2,3,0,0,0,487,56,0,0,0,1,0,1,543,79,73,97,38,53,57,61,17,4,24,31,2,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bertrand Russellplaats 20,0599::SB159,3069 CA,1323,745,4,3,0,7,0,678,67,0,0,7,0,0,0,745,80,104,127,48,88,109,32,36,10,60,46,1,1,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hoekse Brink 219,0599::SB160,3151 GB,1299,762,0,5,0,2,0,675,90,0,0,2,0,0,0,765,186,80,141,113,59,72,13,17,7,41,27,1,1,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Oostervantstraat 25 (rechts),0599::SB161,3021 PT,1574,481,5,7,0,0,0,442,52,0,1,0,1,0,0,494,50,72,22,14,54,134,85,8,1,6,24,5,4,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Kolkmanstraat 8,0599::SB162,3039 PH,1668,390,2,3,0,0,0,362,33,0,0,0,0,0,0,395,51,42,28,14,40,111,55,18,0,2,25,0,4,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Prins Hendrikstraat H.v.H. 161,0599::SB163,3151 AE,1355,416,1,0,0,2,0,368,51,0,0,0,2,0,0,419,57,39,105,46,68,22,6,4,6,23,33,2,1,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Coolsingel 40 (midden),0599::SB164,3011 AD,817,450,0,5,0,1,0,416,40,0,0,0,1,0,0,456,91,52,54,28,46,93,41,4,4,9,20,4,4,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Looiershof 1 (midden),0599::SB165,3024 CZ,1180,530,2,5,1,0,0,483,55,0,0,0,1,0,0,538,47,84,54,15,70,123,63,16,6,13,31,4,3,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Vliegerstraat 55 (rechts),0599::SB166,3021 ZN,1499,492,8,3,0,0,0,455,49,0,1,0,1,0,0,504,50,90,20,28,58,107,82,11,0,7,32,4,2,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Engelsestraat 40 (rechts),0599::SB167,3028 CH,1213,352,0,3,0,0,0,320,35,0,0,0,0,0,0,355,26,54,72,29,56,39,16,13,8,17,20,0,2,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Tidemanstraat 80 (rechts),0599::SB168,3022 SM,1627,424,6,8,1,0,0,373,64,0,0,1,0,0,0,437,22,88,22,38,74,67,63,9,2,5,25,1,3,5
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rozenlaan 20 (rechts),0599::SB169,3051 LS,1239,563,1,1,0,5,1,503,66,0,0,0,5,0,0,570,58,67,92,40,75,88,65,20,10,16,26,0,3,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Johan de Wittlaan 5-9 (rechts),0599::SB170,3051 HE,1292,579,2,5,0,0,0,524,62,0,0,0,0,0,0,586,127,81,52,40,31,133,57,15,6,13,22,1,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Mercatorweg 50 (midden),0599::SB171,3151 CJ,1068,634,3,1,0,0,0,560,76,0,0,2,0,2,0,636,120,58,124,84,57,64,21,31,8,31,33,3,0,0
