contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Florence Woonzorgcentrum Uitzicht,0518::SB316,,620,380,0,0,0,0,0,347,33,0,0,0,0,0,0,380,95,41,20,43,17,79,21,9,6,15,31,0,2,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sporthal Loosduinen,0518::SB317,,817,307,1,2,0,0,0,277,33,0,0,0,0,0,0,310,78,29,47,39,22,42,11,8,3,6,19,2,0,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau RKBS de Parkiet,0518::SB318,,594,347,0,1,0,0,0,306,42,0,0,0,0,0,0,348,98,36,34,35,14,69,20,7,8,9,16,0,1,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau CBS de Elout,0518::SB322,,1503,617,2,1,0,0,0,559,61,0,0,0,0,0,0,620,83,101,35,34,47,147,89,9,1,21,41,2,1,6
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau CBS de Vliermeent,0518::SB323,,1523,805,4,1,0,0,0,707,101,0,0,2,0,0,0,808,153,91,82,73,60,168,65,26,5,19,62,0,1,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Florence - Woonzorgcentrum Jonker Frans,0518::SB325,,2216,623,4,4,0,0,0,565,67,0,1,0,1,0,0,632,61,90,77,31,88,115,66,12,0,18,61,0,2,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stichting Federatie Eekta,0518::SB326,,808,295,2,1,0,0,0,272,26,0,0,0,0,0,0,298,24,53,38,11,28,60,35,7,5,6,27,1,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bibliotheek Segbroek,0518::SB327,,1040,690,11,5,0,0,0,647,59,0,0,0,0,0,0,706,63,109,55,39,79,140,118,20,1,14,45,1,5,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Goede Herder Kapel,0518::SB328,,1858,536,2,0,0,0,2,488,47,0,0,1,0,1,0,537,50,58,112,31,62,83,58,10,8,11,48,2,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Theater ""Zaal 3""",0518::SB332,,368,258,1,2,1,0,1,239,20,0,0,1,0,0,0,260,26,37,18,2,12,80,55,2,1,5,20,0,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dienstencentrum Copernicus,0518::SB333,,1078,411,5,0,0,0,0,382,34,0,0,0,0,0,0,416,37,64,16,20,42,127,60,7,2,3,31,0,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool Toermalijn,0518::SB335,,1556,457,0,4,0,0,0,413,48,0,0,0,0,0,0,461,42,78,69,19,51,99,42,13,1,5,33,0,3,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum De Regenvalk,0518::SB336,,2691,1099,14,10,0,0,0,1020,104,0,0,0,1,0,1,1124,113,154,81,39,110,290,188,17,5,26,70,3,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Chr. Basisschool de Elout,0518::SB337,,1065,568,0,1,0,0,0,503,66,0,0,0,0,0,0,569,72,98,31,19,74,122,99,1,1,13,36,0,2,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Het Zamen,0518::SB339,,1549,330,4,4,0,0,0,310,28,0,0,0,0,0,0,338,27,39,47,22,28,71,46,3,1,22,21,1,2,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stichting Wijkberaad Vruchtenbuurt,0518::SB340,,2913,1161,4,1,0,0,0,1072,105,0,0,0,11,0,0,1177,227,156,107,108,89,233,130,12,3,35,56,1,1,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Vóór Welzijn,0518::SB341,,2417,822,4,2,0,0,0,742,88,0,1,0,2,1,0,830,72,120,129,43,106,134,96,12,4,32,64,2,5,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau O.G. Heldringschool,0518::SB343,,995,834,2,0,0,0,3,723,110,0,0,0,0,0,0,836,287,68,61,81,10,222,43,19,3,14,22,1,0,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bewonersver. Noordelijk Scheveningen,0518::SB402,,2411,1109,6,5,0,0,0,1001,119,0,0,0,0,0,0,1120,298,101,184,96,80,164,46,29,11,40,48,3,2,7
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Verpleeghuis De Eshoeve,0518::SB403,,512,381,0,0,0,0,0,331,51,1,0,0,1,0,0,382,112,37,26,32,21,90,16,6,6,6,26,1,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum Oldeslo,0518::SB405,,738,509,0,1,0,0,0,451,59,0,0,0,0,0,0,510,226,37,44,44,14,96,13,3,2,12,16,0,2,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Verzorgingshuis Duinrust,0518::SB406,,592,392,0,0,0,0,0,340,52,0,0,0,0,0,0,392,143,24,29,35,6,99,22,7,11,5,8,1,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Buurtcentrum Kommunika,0518::SB407,,983,516,4,1,1,0,0,463,57,0,0,1,0,0,0,520,55,45,134,41,48,63,31,23,12,24,37,1,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS Het Volle Leven,0518::SB408,,1395,597,5,0,1,0,0,534,69,0,0,0,1,0,0,603,128,45,103,35,35,118,34,16,12,23,45,0,2,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Muzee Scheveningen,0518::SB410,,1269,727,0,1,0,0,0,655,73,0,0,0,0,0,0,728,160,82,122,55,35,135,34,19,8,26,41,2,3,5
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stichting De Thuishaven,0518::SB411,,783,400,0,2,0,0,0,367,35,0,0,0,0,0,0,402,72,49,66,42,30,57,14,9,10,21,26,2,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum Het Kalhuis,0518::SB412,,1878,849,2,1,0,0,0,770,82,0,0,0,0,0,0,852,117,75,201,58,83,114,54,27,12,24,74,3,1,6
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum Het Uiterjoon,0518::SB415,,1713,690,0,3,0,0,0,618,76,0,1,0,1,0,0,694,91,52,205,85,31,70,37,35,24,19,37,1,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Chr. Basisschool De Meerpaal,0518::SB418,,1652,823,3,1,0,0,0,717,110,0,0,0,0,0,0,827,74,46,333,58,91,49,23,37,42,26,40,0,0,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum Het Trefpunt,0518::SB419,,2842,610,1,5,0,0,0,538,78,0,0,0,0,0,0,616,47,36,280,42,53,35,16,33,16,27,16,3,3,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Willem de Zwijgerschool,0518::SB420,,1533,914,2,4,0,0,0,811,109,0,0,0,0,0,0,920,292,84,48,87,31,238,35,22,8,20,45,1,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nutsschool Boldingh,0518::SB421,,373,348,0,0,0,0,0,311,37,0,0,0,0,0,0,348,69,35,31,21,31,74,36,4,2,14,29,0,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkgebouw Thabor,0518::SB423,,1850,704,0,1,0,0,0,632,73,0,0,0,0,0,0,705,107,57,143,88,37,101,35,36,44,20,34,1,0,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Deutsche Internationale Schule,0518::SB425,,1061,689,0,2,0,0,0,607,84,0,0,0,0,0,0,691,187,85,43,49,27,181,51,13,7,4,33,0,4,5
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentemuseum,0518::SB426,,606,405,2,0,0,0,1,377,29,0,0,0,0,0,0,407,104,49,32,32,17,92,36,8,2,8,23,0,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Chr. Basisschool Het Mozaïek,0518::SB427,,780,260,0,1,0,0,0,236,25,0,0,0,0,0,0,261,63,26,23,21,17,59,21,4,3,9,12,0,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nowmotion psycholoog Den Haag,0518::SB428,,680,349,0,0,0,0,0,317,32,0,0,0,0,0,0,349,90,37,25,17,27,102,19,3,0,4,25,0,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Chr. Basisschool Het Mozaiek,0518::SB429,,935,469,1,1,0,0,0,428,43,0,0,0,0,0,0,471,125,48,40,44,22,99,33,11,2,10,30,0,1,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Oranjeschool,0518::SB430,,2579,905,0,5,0,1,0,793,118,0,0,0,1,0,0,911,135,52,223,83,48,117,36,61,57,33,51,2,3,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Verpleegcentrum Mechropa,0518::SB433,,1672,888,0,1,0,0,0,796,93,0,0,0,0,0,0,889,191,104,61,65,58,226,85,19,10,23,38,1,5,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum Groot Hertoginneduin,0518::SB435,,885,530,1,1,0,0,0,483,50,0,1,0,1,0,0,533,95,70,33,21,29,136,76,17,4,9,38,0,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bowling Scheveningen,0518::SB436,,1686,720,3,7,0,0,0,651,79,0,0,0,0,0,0,730,233,71,132,45,40,97,20,15,3,28,33,3,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Arubahuis,0518::SB437,,182,173,0,0,0,0,0,158,15,0,0,0,0,0,0,173,61,16,12,10,2,51,7,2,0,2,8,1,1,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau YMCA Scheveningen,0518::SB440,,1638,651,2,2,0,0,0,590,65,0,0,0,0,0,0,655,138,40,134,56,44,87,37,27,19,14,48,2,2,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Nieuwe Haven,0518::SB441,,1089,384,0,2,0,0,0,360,26,0,0,0,0,0,0,386,45,42,89,53,31,37,13,16,23,16,14,1,0,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum 't Klokhuis,0518::SB501,,611,522,1,1,0,0,2,467,55,0,0,0,0,0,0,524,155,58,19,31,22,147,35,8,1,7,34,1,2,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum 't Klokhuis,0518::SB503,,925,574,2,1,0,0,0,510,68,0,0,0,1,0,0,578,190,44,26,51,23,144,39,10,3,9,34,0,0,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Chr. Basisschool De Spiegel,0518::SB504,,1274,660,3,0,0,0,1,618,44,0,0,0,0,0,0,663,113,81,34,18,44,187,80,18,2,16,66,0,1,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Institute of Social Studies,0518::SB505,,866,413,0,0,0,0,0,382,32,0,1,0,1,0,0,414,77,54,38,16,32,109,43,0,1,4,35,0,0,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Café De Vriendenkring,0518::SB506,,1106,497,5,0,0,0,0,462,40,0,0,0,0,0,0,502,91,62,20,18,36,138,82,2,0,8,39,0,0,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijk- en dienstencentrum De Heldenhoek,0518::SB507,,2027,1081,10,5,0,0,0,1000,96,0,0,0,0,0,0,1096,121,139,129,48,158,220,120,18,2,22,92,2,2,8
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum Op de Laan,0518::SB509,,3631,1162,11,8,0,0,0,1087,94,0,0,0,0,0,0,1181,202,136,89,55,96,318,138,15,3,17,86,2,2,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Da Costaschool,0518::SB510,,2478,1035,4,0,0,0,0,921,118,0,0,0,0,0,0,1039,224,121,38,57,62,314,119,12,3,13,64,2,2,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum Rivierenbuurt,0518::SB512,,2713,837,9,6,0,0,0,759,93,0,0,0,0,0,0,852,102,150,114,42,91,171,73,13,2,21,51,3,1,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Staatsloterij,0518::SB516,,649,309,2,0,0,0,1,275,35,0,0,0,0,0,0,311,101,19,17,27,17,80,17,2,0,6,23,0,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stadhuis,0518::SB517,,640,720,7,6,0,0,2,676,58,0,3,0,3,0,0,736,111,115,72,41,68,155,83,8,0,20,42,1,0,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS Zuidwalschool,0518::SB519,,1364,427,6,2,0,0,0,400,35,0,0,0,0,0,0,435,42,62,55,17,74,91,49,8,1,3,22,1,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Opvoedpoli,0518::SB521,,1484,544,7,2,0,0,0,513,40,0,0,0,0,0,0,553,84,64,51,18,57,121,75,12,1,12,46,1,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijk- en Dienstencentrum De Kronkel,0518::SB522,,862,452,0,0,0,0,0,410,47,0,0,0,5,0,0,457,46,77,79,19,50,86,45,5,1,7,31,0,2,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau R.K. Basisschool St. Carolus,0518::SB523,,1460,465,1,4,0,0,0,420,50,0,0,0,0,0,0,470,62,53,94,18,53,90,47,4,2,5,31,3,0,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau PEP Den Haag,0518::SB524,,299,235,4,0,0,0,0,225,14,0,0,0,0,0,0,239,41,26,16,17,15,59,31,3,0,3,22,0,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS De Voorsprong,0518::SB525,,1629,347,4,3,0,0,0,298,49,0,0,7,0,0,0,347,21,73,73,15,43,62,19,7,0,14,15,2,0,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Verpleeghuis De Schildershoek,0518::SB527,,2350,404,9,8,0,0,0,339,82,0,0,0,0,0,0,421,14,104,46,19,66,85,23,5,0,12,23,4,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sporthal Oranjeplein,0518::SB528,,2367,559,4,5,0,0,0,475,93,0,0,0,0,0,0,568,34,132,53,23,60,111,70,19,1,6,40,7,2,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Chr. Koningin Beatrixschool,0518::SB531,,796,187,2,3,0,0,0,158,34,0,0,0,0,0,0,192,17,44,25,12,21,45,7,6,0,3,3,2,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nationaal Toneel oefenruimte,0518::SB532,,1394,746,3,2,0,12,3,688,74,0,2,0,14,0,0,765,217,63,54,42,35,195,57,14,2,9,55,0,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Shri Vishnu Basisschool,0518::SB533,,1226,195,0,1,0,0,0,149,47,0,0,0,0,0,0,196,10,59,30,10,23,36,4,7,3,3,6,4,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Buurtcentrum Octopus,0518::SB535,,1641,330,1,3,0,0,0,266,68,0,0,0,0,0,0,334,37,92,24,38,54,50,12,4,0,5,8,6,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Buurtcentrum De Burcht,0518::SB536,,1532,334,2,11,0,0,0,285,62,0,0,0,0,0,0,347,22,76,47,16,54,74,17,2,0,6,2,13,0,5
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS De Springbok,0518::SB537,,2664,501,5,6,0,0,0,428,84,0,0,0,0,0,0,512,51,125,80,34,70,74,23,5,0,11,18,8,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Buurthuis Boerenplein,0518::SB539,,1785,332,1,4,0,0,0,268,69,0,0,0,0,0,0,337,16,83,59,22,36,83,9,4,0,10,10,0,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sportcafé Transvaal,0518::SB541,,3026,362,1,2,0,0,0,304,61,0,0,0,0,0,0,365,48,57,93,20,46,53,16,5,2,13,6,1,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Buurt- en Kerkhuis De Paardenberg,0518::SB543,,1654,249,4,2,0,0,0,202,53,0,0,0,0,0,0,255,12,46,38,19,34,51,14,7,0,10,10,6,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Buurtcentrum Octopus,0518::SB546,,1130,336,4,4,0,0,2,271,71,0,0,0,0,0,0,344,38,71,34,28,54,71,17,0,0,6,10,4,0,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Chr. Koningin Beatrixschool,0518::SB548,,1144,228,3,3,0,0,0,181,53,0,0,0,0,0,0,234,24,43,36,14,33,42,17,3,0,9,5,1,1,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Het Schakelpunt,0518::SB550,,1592,966,3,1,0,0,0,894,76,0,0,0,0,0,0,970,238,104,87,70,68,198,54,21,2,37,79,1,4,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stayokay,0518::SB551,,1221,183,0,0,0,0,0,176,7,0,0,0,0,0,0,183,13,29,19,7,24,51,24,6,0,2,6,0,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Johan de Witt Scholengroep,0518::SB554,,940,265,1,7,2,0,1,231,43,0,0,0,2,0,0,275,24,63,40,15,34,44,17,7,1,5,15,0,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau D'ROEM,0518::SB555,,1483,500,2,2,0,0,0,447,57,0,0,0,0,0,0,504,43,81,24,20,47,121,98,6,1,10,48,0,1,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau MOC,0518::SB557,,2090,322,5,11,0,0,0,277,61,0,0,0,0,0,0,338,31,86,48,22,38,65,8,4,0,5,8,3,2,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Museum voor Communicatie,0518::SB558,,122,133,0,0,0,0,0,120,14,0,1,0,1,0,0,134,32,11,4,7,10,40,15,3,0,1,7,0,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Paard van Troje (7.30 tot 19.00uur),0518::SB559,,828,410,5,0,0,0,0,382,33,0,0,0,0,0,0,415,59,57,22,15,35,114,60,5,0,1,39,0,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Haagse Hogeschool,0518::SB601,,1682,710,8,4,0,3,0,676,49,0,0,0,3,0,0,725,79,86,58,40,72,197,95,18,1,10,46,3,3,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stadsdeelkantoor Laak,0518::SB603,,2382,518,8,5,0,1,0,460,72,0,0,0,1,0,0,532,40,124,87,24,87,71,23,9,1,23,19,5,3,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Esloo College,0518::SB605,,1403,281,0,2,0,0,0,236,47,0,0,0,0,0,0,283,16,56,64,16,26,63,12,6,1,8,11,0,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Cooperatief Eigenwijzer,0518::SB606,,1188,202,1,4,0,0,0,174,33,0,0,0,0,0,0,207,14,35,26,18,41,37,15,3,1,9,3,0,0,0
