contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Opstandingskerk,0599::SB124,3037 AS,1023,789,2,3,0,1,0,726,67,0,1,0,0,0,793,86,25,24,240,94,25,28,21,70,5,1,30,20,19,18,1,59,16,6,0,0,0,0,0,0,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk Post West,0599::SB125,3022 SM,1175,1245,1,10,0,2,1,1003,254,0,0,2,0,0,1258,98,35,18,162,137,67,89,22,59,10,8,321,29,58,6,1,31,77,5,1,0,3,0,3,1,0,0,4,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk Zevenkamp,0599::SB128,3068 GV,1170,792,4,7,0,1,2,715,87,0,0,1,0,0,804,93,85,21,95,61,72,69,27,36,7,4,37,61,56,25,9,7,8,3,0,2,3,0,1,0,0,3,2,4,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sport010,0599::SB129,3068 SB,1211,501,1,1,0,0,1,444,58,0,0,0,0,0,503,86,67,30,76,34,35,18,20,24,6,5,14,36,9,23,1,7,3,2,1,0,0,2,0,1,0,1,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Recreatiecentrum Oostervant,0599::SB130,3021 PT,1283,984,4,15,0,0,1,859,145,2,0,2,0,0,1005,96,35,25,211,117,53,52,12,52,2,1,161,30,49,8,1,51,19,2,0,0,4,0,0,0,0,0,0,3,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Wilgenplaslaan,0599::SB135,3052 SL,1419,850,4,6,0,0,2,731,127,0,0,0,0,0,860,92,86,24,110,59,53,35,29,39,5,1,166,47,28,15,0,6,43,2,2,0,2,0,0,0,0,1,2,3,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Rauwenhoffstraat,0599::SB136,3022 RP,1295,773,4,9,0,0,6,655,125,0,0,0,0,0,786,52,12,12,172,93,19,37,18,48,1,5,167,8,39,6,2,48,28,2,1,1,1,0,0,0,0,1,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Rammelandstraat,0599::SB137,3042 EZ,1181,1011,3,7,0,0,0,851,170,0,0,0,0,0,1021,99,127,22,138,54,60,65,13,26,7,0,202,30,24,40,5,11,73,4,0,1,1,0,0,2,2,2,1,1,1,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal de Jagerstraat,0599::SB139,3022 VR,1136,871,0,5,0,1,2,784,91,0,0,1,0,0,877,67,29,22,200,134,17,27,14,62,2,2,129,22,34,12,1,56,27,2,1,1,8,0,0,0,0,0,0,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk De Put,0599::SB143,3028 XX,1755,789,1,6,0,1,1,720,76,0,0,1,0,0,797,84,65,21,104,80,48,57,20,32,9,3,83,33,50,25,4,32,24,3,1,1,2,0,0,4,1,0,3,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wartburg College,0599::SB144,3068 HR,1237,714,4,1,0,0,2,656,61,0,0,0,0,0,719,117,107,34,90,35,39,35,28,38,3,22,22,37,31,30,11,9,6,3,1,2,1,1,2,1,0,0,3,4,0,2,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk de Propeller,0599::SB149,3033 RD,821,758,4,8,0,0,1,682,87,0,0,0,0,0,770,68,25,11,147,99,24,39,9,36,6,0,134,22,43,8,3,45,31,4,1,0,1,1,0,0,1,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Goede Herderkerk,0599::SB152,3053 CD,1207,711,0,4,0,1,1,640,75,0,0,1,0,0,716,122,71,30,138,51,45,49,30,30,7,4,22,39,13,25,2,18,5,1,2,1,2,0,1,1,0,0,1,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalvereniging Sparta,0599::SB155,3056 PD,1161,878,1,0,0,2,0,788,93,0,0,2,0,0,881,219,69,33,234,53,35,33,17,42,5,6,13,24,5,48,4,32,0,1,1,0,3,0,0,0,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Curieplaats,0599::SB158,3069 HA,1509,716,1,4,0,2,2,661,60,0,0,2,0,0,723,149,64,26,122,57,53,31,17,33,1,9,9,54,5,48,10,15,0,0,0,1,1,2,4,0,4,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Serviceflat Bertrand Russell,0599::SB159,3069 CA,1514,653,0,5,0,2,1,592,67,0,0,2,0,0,660,104,95,29,104,33,48,51,19,37,5,7,7,43,13,30,7,12,0,3,0,1,1,2,0,1,0,1,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool De Driemaster,0599::SB163,3151 CB,934,441,0,4,0,0,1,400,44,0,0,0,0,0,445,92,59,36,60,10,16,12,14,20,10,8,2,40,2,22,16,8,0,2,1,2,3,2,1,1,0,0,1,0,1,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Noorderhavenkade,0599::SB175,3038 XG,1280,561,0,1,0,0,3,531,28,0,0,0,0,0,562,69,17,15,182,65,17,17,8,44,2,1,11,19,23,14,1,49,2,2,0,0,1,0,1,0,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Jan Greshoffstraat,0599::SB176,3069 WG,1221,638,0,1,0,0,3,569,67,0,0,0,0,0,639,113,88,22,120,37,47,38,14,37,10,4,11,33,14,30,4,6,1,2,1,0,0,2,0,0,1,0,0,3,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Prinsekerk,0599::SB177,3039 LN,1273,803,0,3,0,1,2,756,47,0,1,0,0,0,805,103,20,22,247,102,25,39,13,85,3,0,14,13,24,8,1,72,1,5,1,0,1,0,2,1,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Snelleman,0599::SB182,3035 VL,1167,467,0,3,0,0,1,415,54,0,0,0,0,0,470,33,29,11,90,35,31,28,7,26,1,1,84,21,21,0,3,19,16,6,0,0,0,2,0,1,0,0,1,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dansschool Meyer et Fils,0599::SB183,3021 CS,961,393,3,2,0,1,1,363,35,0,0,1,0,0,399,45,13,13,95,48,10,26,5,23,2,3,16,11,31,10,1,27,9,3,0,0,2,0,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Marcel Duchampplein,0599::SB185,3059 RD,1177,352,0,0,0,0,1,309,44,2,0,2,0,0,354,98,31,16,78,18,9,11,11,7,3,3,6,16,7,27,0,7,0,1,0,0,3,0,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Nieuwe Ommoordseweg,0599::SB188,3068 BS,922,775,0,5,0,0,1,660,119,0,0,0,0,0,780,144,123,33,88,45,47,37,22,36,7,10,23,63,9,55,6,13,4,2,0,2,1,1,0,1,0,3,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau In de Lugt,0599::SB191,3043 CJ,1064,731,4,2,0,1,0,661,77,0,0,1,0,0,738,86,122,12,137,61,37,36,8,54,3,6,12,44,23,38,3,25,5,4,2,2,5,2,1,1,0,0,0,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Joliottoren,0599::SB193,3069 JJ,1683,857,1,4,0,2,1,770,93,0,0,2,0,0,864,140,137,20,105,55,61,47,12,44,8,14,45,72,14,37,9,6,8,2,0,3,3,1,2,0,2,1,3,6,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk De Banier,0599::SB195,3032 PA,1183,676,2,4,0,3,1,595,89,0,0,3,0,0,685,50,24,9,121,70,30,49,4,48,1,0,112,16,51,2,1,27,39,10,2,0,1,1,0,0,0,1,1,5,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Publiekslocatie Hillegersberg-Schiebroek,0599::SB197,3054 RP,1236,1110,3,4,0,1,1,1011,107,1,0,2,0,0,1119,277,119,55,202,46,55,40,7,52,10,5,35,64,22,35,4,46,19,1,0,5,4,2,3,0,0,0,1,0,1,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk Westervolkshuis,0599::SB202,3027 ER,1321,488,3,3,0,0,0,392,102,0,0,0,0,0,494,33,22,3,39,35,26,23,8,17,2,1,191,8,23,4,1,7,39,0,0,1,0,1,2,0,0,0,0,1,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Marcel Duchampplein,0599::SB205,3059 RD,1292,404,0,0,0,0,0,353,51,0,0,0,0,0,404,143,32,11,81,27,7,10,9,5,2,4,5,17,6,20,1,10,4,3,0,1,2,0,1,0,0,0,0,3,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Leeszaal Rotterdam West,0599::SB206,3014 TZ,1185,1040,3,10,0,2,3,934,118,0,0,2,0,0,1055,97,30,24,250,106,49,76,7,74,6,0,108,35,54,11,0,68,36,4,0,2,1,0,0,0,0,0,0,0,1,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Kralingen,0599::SB209,3061 CR,1156,632,2,2,0,0,2,555,79,0,0,0,0,0,636,83,31,11,130,54,34,41,7,28,2,1,88,27,26,11,1,32,20,1,0,1,1,0,0,0,0,0,0,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Apostolisch Genootschap,0599::SB219,3065 SC,1739,748,1,2,0,1,2,669,81,0,0,1,0,0,752,234,47,39,200,32,8,17,16,27,10,3,1,30,10,38,0,28,0,1,2,2,1,0,0,2,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Erasmus Universiteit Rotterdam,0599::SB242,3062 PA,686,346,0,2,0,1,3,319,27,0,0,1,0,0,349,70,7,13,97,33,6,9,2,20,2,2,12,6,13,6,0,41,2,2,0,0,3,0,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hogeschool Rotterdam,0599::SB248,3015 CA,1215,539,2,0,0,2,1,495,47,0,0,2,0,0,543,51,9,13,163,70,22,21,5,34,2,4,25,19,33,13,0,33,9,1,1,1,6,1,1,0,0,1,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zadkine Noord,0599::SB249,3032 CC,1095,219,0,1,0,0,0,199,21,0,0,0,0,0,220,30,11,5,51,19,8,13,1,14,0,1,18,6,20,4,0,12,3,0,0,0,2,0,0,0,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Magneet,0599::SB301,3077 LA,1150,987,2,1,0,0,2,860,128,0,0,0,0,0,990,155,150,30,118,40,92,40,30,43,18,24,41,91,22,62,2,6,4,6,1,3,2,2,0,3,1,0,0,0,1,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Speeltuin Varkenoord,0599::SB302,3078 WP,1179,944,3,2,0,4,2,853,98,0,0,4,0,0,953,118,195,40,83,39,91,58,26,44,6,8,24,87,22,60,10,11,11,3,0,0,2,1,0,0,1,1,0,2,1,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Max Havelaarweg,0599::SB304,3193 VA,1120,698,0,1,0,0,0,611,88,0,0,0,0,0,699,100,127,11,89,38,78,62,8,19,10,0,39,51,18,21,7,7,6,1,0,0,2,0,0,0,2,2,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk 't Steiger Katendrecht,0599::SB306,3072 WK,1099,723,3,8,0,6,4,648,88,0,0,6,0,0,740,94,70,30,141,79,52,39,7,36,1,1,55,29,27,19,1,26,3,3,0,1,2,1,0,0,0,1,1,4,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportvereniging Atomium '61,0599::SB311,3075 ZK,940,590,1,3,0,1,1,531,63,0,0,1,0,0,595,40,152,12,46,33,75,28,10,40,8,1,22,44,3,38,4,6,10,4,0,2,5,0,0,1,0,1,1,1,2,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Jeugdcentrum C.J.V. Feijenoord,0599::SB314,3071 JJ,1183,804,3,11,0,2,4,675,141,0,0,2,0,0,820,67,46,4,89,66,49,34,8,20,9,1,248,22,55,9,1,16,34,7,1,1,1,1,1,1,0,6,4,3,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Enk,0599::SB315,3075 VC,1034,455,5,0,0,0,0,416,45,0,0,0,0,1,461,38,119,18,44,20,53,21,2,18,5,3,26,32,9,22,4,4,6,2,0,0,1,0,0,3,2,1,1,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool De Nieuwe Haven,0599::SB316,3071 LE,1307,734,0,0,0,1,1,688,46,0,0,1,0,0,735,87,40,24,193,78,26,39,12,59,5,1,27,29,27,24,1,39,2,3,1,1,6,1,3,0,0,2,0,4,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportspeeltuin Hillesluis,0599::SB321,3074 WX,1018,531,2,7,0,0,2,450,89,1,0,1,0,0,541,30,60,6,34,21,27,22,6,15,9,0,203,23,9,5,4,6,48,2,0,0,0,0,0,0,0,0,1,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huiskamer Riederkwartier,0599::SB323,3074 TN,976,402,0,2,0,0,0,317,87,0,0,0,0,0,404,32,28,3,18,16,8,15,3,10,1,1,214,4,15,0,4,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Nieuwe Persoonsdam,0599::SB324,3071 EE,1123,162,0,2,0,0,0,135,29,0,0,0,0,0,164,12,3,2,13,6,15,12,0,5,0,1,50,3,12,1,0,2,22,0,0,0,0,0,0,0,0,0,2,0,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Open Hofkerk Charlois,0599::SB325,3086 GJ,612,711,2,10,0,0,0,613,110,0,0,0,0,0,723,55,91,15,53,40,54,46,12,19,6,6,161,54,41,8,2,4,32,1,0,2,2,0,0,0,0,3,2,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Koningskerk,0599::SB326,3071 JX,1116,868,3,2,0,1,1,789,84,0,0,1,0,0,874,161,54,43,204,71,40,58,17,31,0,3,32,35,28,32,2,42,6,5,0,1,0,0,1,1,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Herkingenstraat,0599::SB329,3086 BJ,966,729,2,2,0,0,1,626,106,0,0,0,0,0,733,85,61,18,69,47,57,55,20,11,3,6,155,26,44,14,4,4,41,0,0,3,0,0,0,0,0,4,2,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bethelkerk Langenhorst,0599::SB330,3085 HR,1257,883,0,5,0,4,0,759,133,0,0,4,0,0,892,115,142,26,77,42,50,41,30,42,5,11,125,68,22,23,4,3,40,1,0,1,2,1,0,2,2,3,1,4,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Krabbendijkestraat,0599::SB332,3086 LW,1221,934,2,13,0,0,3,791,155,0,0,0,0,0,949,114,88,34,95,39,54,46,13,28,3,3,222,59,40,24,3,7,45,2,1,1,2,2,1,1,1,1,2,2,1,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk 't Klooster,0599::SB337,3072 EA,923,702,2,7,0,0,1,572,138,0,0,0,0,0,711,44,25,5,76,38,37,33,13,16,3,1,251,14,48,7,0,16,65,1,0,1,1,0,0,0,0,4,2,0,1,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Herenoord,0599::SB338,3079 JJ,1176,769,0,4,0,0,0,683,90,0,0,0,0,0,773,110,142,24,69,41,57,32,34,23,9,16,38,75,17,48,5,5,9,5,0,2,2,1,2,1,0,0,0,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Drakenstein,0599::SB341,3085 NN,968,389,0,0,0,0,1,339,49,0,0,0,0,0,389,40,60,3,27,27,41,22,5,13,6,2,70,19,17,10,1,2,13,5,0,0,1,0,1,0,0,0,0,4,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Hijkerveld,0599::SB345,3085 PA,922,645,3,8,0,2,0,583,75,0,0,2,0,0,658,86,77,13,44,26,53,35,13,26,3,5,146,23,17,15,2,3,38,6,0,2,1,0,0,5,0,0,6,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Laantjesweg,0599::SB347,3074 SZ,1064,800,9,1,0,0,4,652,154,0,0,0,0,0,810,44,44,10,89,52,30,31,12,26,5,0,291,32,30,7,4,18,64,3,2,0,2,0,0,2,0,0,2,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maranathakerk,0599::SB349,3074 XT,1121,346,0,4,0,0,0,291,59,0,0,0,0,0,350,18,27,5,22,27,14,27,8,12,3,4,109,12,14,7,2,4,26,0,1,0,0,0,0,0,2,1,1,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Boomgaardshoek,0599::SB353,3191 RA,1259,817,4,5,0,0,1,737,88,0,0,0,0,0,826,169,159,34,89,35,59,38,19,38,11,3,5,75,7,41,11,10,0,3,0,2,0,6,1,0,0,0,0,1,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk Irene,0599::SB354,3073 LJ,1051,954,1,10,0,2,1,832,130,0,2,0,0,0,963,80,219,11,70,45,99,53,16,27,8,1,128,76,38,34,4,9,21,4,1,1,2,3,0,0,0,1,1,0,0,2,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau IJsselburgh,0599::SB357,3077 CJ,1203,785,1,8,0,3,1,699,98,1,0,4,0,0,798,98,170,13,70,33,75,51,11,21,10,5,79,47,41,18,3,11,11,1,1,1,2,3,1,0,0,3,4,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Noval Cultura,0599::SB359,3192 ED,1260,398,1,2,0,1,0,358,44,0,0,1,0,0,402,56,66,10,37,14,32,20,9,16,7,1,30,62,7,8,2,3,7,2,0,0,2,2,0,4,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stichting De Wereld op Zuid,0599::SB360,3085 DT,1138,750,3,13,1,1,3,677,92,4,0,6,0,0,772,75,94,10,79,38,84,40,12,19,7,4,152,24,31,21,5,6,34,3,0,2,0,1,0,0,3,0,3,2,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Jan Ligthartstraat,0599::SB363,3083 AM,882,657,0,6,0,1,2,568,94,0,0,1,0,0,664,62,139,14,46,35,56,26,4,23,6,2,92,47,26,26,0,6,33,3,0,5,0,0,0,0,1,0,1,3,1,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk De Focus,0599::SB364,3077 RE,1279,554,0,4,0,2,0,478,82,0,0,2,0,0,560,90,95,4,71,36,42,34,19,10,7,0,41,47,21,15,1,5,6,1,1,0,0,3,1,1,1,2,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Steven Stemerdingschool,0599::SB366,3085 TG,1025,255,1,1,0,0,0,234,23,0,0,0,0,0,257,29,57,14,17,6,19,14,6,12,2,1,25,18,6,12,2,6,4,0,0,2,0,1,0,0,0,1,1,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Basisschool de Wissel,0599::SB367,3071 ZG,1237,1099,1,12,0,0,1,909,203,1,0,1,0,0,1113,129,79,23,179,94,61,72,20,20,3,2,220,38,45,20,4,19,53,1,1,4,2,0,0,0,0,2,6,2,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Villa Vonk,0599::SB370,3194 GS,1146,378,2,3,0,0,3,344,36,0,0,0,0,0,383,42,71,7,35,18,29,27,2,15,3,0,33,56,15,8,4,2,6,0,0,1,0,1,1,0,1,1,0,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk de Zevensprong,0599::SB373,3193 EL,1173,609,5,2,0,2,0,546,72,0,0,2,0,0,618,81,117,24,70,19,54,29,6,19,10,8,40,74,13,17,7,3,5,4,1,0,1,1,0,1,3,0,1,0,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk Millinxparkhuis,0599::SB378,3081 PE,1258,665,1,12,0,1,2,602,75,0,0,1,0,0,679,56,47,21,78,75,38,35,18,21,3,6,121,38,57,6,0,21,9,1,0,0,1,0,0,0,0,1,3,8,0,1,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Zwartewaalstraat,0599::SB380,3081 HZ,1102,750,0,8,0,5,1,640,122,0,0,5,0,0,763,79,90,19,75,45,35,49,7,19,9,5,175,34,28,9,4,18,33,2,0,1,5,2,0,1,0,0,6,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk Oud-Charlois,0599::SB382,3082 CE,1286,1038,8,7,3,2,0,876,182,0,0,5,0,0,1058,87,107,14,70,91,85,61,12,46,9,4,273,43,46,18,2,10,48,3,0,0,2,1,0,2,1,2,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Senioren Vereniging Zalmplaat,0599::SB383,3192 GE,1231,435,0,1,0,1,0,398,39,0,0,1,0,0,437,59,67,15,59,14,45,15,15,20,4,12,17,40,13,21,1,5,6,1,0,1,0,1,1,2,0,0,0,1,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Islemunda,0599::SB386,3078 AK,804,506,0,0,0,2,0,448,60,0,0,2,0,0,508,87,92,17,44,23,60,34,6,22,6,1,20,38,19,13,1,7,7,2,0,0,1,0,0,0,0,3,1,1,1,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Wijk Lombardijen,0599::SB387,3076 AG,923,634,3,11,0,0,0,553,95,0,0,0,0,0,648,58,93,10,48,41,46,42,11,18,5,5,150,28,21,6,3,0,34,3,0,0,0,0,1,2,1,3,5,0,0,0,,
Rotterdam,Rotterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Bassischool De Klaver,0599::SB389,3081 ZD,1241,528,2,5,0,0,0,478,57,0,0,0,0,0,535,37,61,6,53,43,36,40,25,17,7,3,98,22,20,6,1,14,24,2,0,1,3,0,0,1,2,2,2,1,1,0,,
