contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,Partij van de Eenheid,Vrij en Sociaal Nederland,De Groenen,Partij voor de Republiek,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Noorderspeeltuin,0363::SB80,1015 LH,968,927,4,1,0,3,1,876,58,0,0,3,0,0,935,97,69,20,212,97,56,91,3,97,6,0,9,47,35,18,2,59,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau OBA Javaplein,0363::SB81,1094 HW,1093,983,3,8,0,5,4,907,88,0,0,5,0,0,999,57,31,12,228,172,51,72,11,72,1,0,81,28,69,6,3,67,7,4,0,2,6,0,0,0,0,0,0,2,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kindervreugd,0363::SB82,1095 JS,1219,874,4,10,0,0,2,797,91,0,0,2,0,0,890,65,48,11,140,117,54,68,22,57,5,1,133,29,47,9,0,41,14,5,0,1,2,1,1,1,0,0,0,2,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Leonardo Royal Hotel Amsterdam,0363::SB83,1096 BK,1323,546,0,0,0,0,7,516,24,0,0,1,0,0,547,93,14,9,179,59,10,28,6,37,3,0,3,7,18,12,1,54,0,7,0,1,3,1,0,0,1,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Flevoparkschool,0363::SB84,1095 VX,1118,965,3,8,0,0,3,856,118,1,0,1,0,0,977,84,25,8,182,141,47,53,8,65,3,1,170,10,68,4,0,61,19,6,1,1,3,0,0,0,0,0,3,0,2,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Verenigingsgebouw Batavia,0363::SB87,1095 KS,1121,1023,5,10,0,0,4,891,143,0,0,0,0,0,1038,56,22,7,143,150,46,60,10,72,1,2,242,18,77,5,0,57,42,6,1,1,2,0,1,0,0,0,0,1,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Havo De Hof,0363::SB88,1093 BS,1066,606,1,4,2,0,2,564,47,0,0,4,0,0,613,47,22,7,125,76,28,37,9,44,7,0,70,16,51,6,0,40,12,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Loods 6,0363::SB91,1019 LB,1163,928,0,0,0,0,3,850,75,0,0,0,0,0,928,97,19,23,235,173,46,82,8,79,3,0,9,11,48,5,0,73,6,4,1,1,2,1,1,0,0,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Biko,0363::SB93,1092 GN,1133,1065,1,6,0,0,2,951,122,3,0,3,0,0,1075,86,22,12,295,138,34,72,7,60,4,0,152,7,59,11,2,72,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Nieuwe KHL,0363::SB94,1019 BN,1289,1223,5,1,0,3,4,1125,101,0,0,1,0,0,1230,146,33,25,317,170,66,77,8,97,1,1,26,30,100,18,1,87,3,6,1,1,2,1,1,0,1,0,0,3,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Jungle Amsterdam,0363::SB95,1093 VS,1125,758,2,2,0,0,3,696,63,0,0,0,0,0,762,36,19,9,140,97,37,54,12,86,0,0,78,19,87,2,2,57,11,5,1,1,2,0,0,0,0,1,0,1,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oase Zorg,0363::SB97,1093 LA,1095,238,2,2,0,0,0,215,27,0,0,0,0,0,242,11,1,0,41,37,11,21,3,16,1,0,39,3,32,0,0,13,4,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau BAC,0363::SB98,1019 WL,1294,853,3,2,0,1,3,811,45,0,0,1,0,0,859,86,8,21,291,115,17,68,8,70,1,0,15,19,36,6,1,79,0,5,2,1,3,0,1,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Eester,0363::SB100,1019 JR,1110,969,1,6,0,0,1,873,102,0,0,0,0,0,976,71,21,8,202,159,55,82,10,83,2,1,76,15,97,3,2,40,22,7,2,3,3,0,1,0,0,1,0,2,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stichting Meevaart,0363::SB101,1094 JN,1086,826,2,2,0,0,2,745,83,0,0,0,0,0,830,65,17,13,193,105,27,61,4,68,1,1,86,12,78,5,2,68,13,2,0,0,3,0,0,0,0,0,0,1,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal 8e montessorischool Zeeburg,0363::SB102,1019 KZ,1207,662,0,4,0,0,1,612,53,0,0,0,0,0,666,44,6,9,166,129,31,68,11,46,0,0,25,12,59,2,1,37,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Obiplein,0363::SB103,1094 RB,1194,517,2,4,0,10,1,442,90,0,0,10,0,0,533,39,20,6,95,51,19,40,4,24,1,0,104,15,45,2,0,28,19,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stayokay Amsterdam Oost,0363::SB104,1094 CC,1247,828,5,5,0,0,1,768,69,0,0,0,0,0,838,61,24,8,197,148,33,54,4,80,0,1,58,17,69,6,1,54,6,2,0,0,2,0,1,1,0,1,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Obiplein,0363::SB105,1094 RB,1194,558,0,4,0,0,0,484,78,0,0,0,0,0,562,42,21,7,80,81,25,44,2,41,1,0,93,14,44,0,1,25,29,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stayokay Amsterdam Oost,0363::SB106,1094 CC,1247,837,1,2,0,0,4,765,71,0,0,0,0,0,840,72,19,7,232,136,22,55,7,74,2,1,46,15,73,5,2,51,8,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Basisschool De Archipel,0363::SB110,1087 HN,1131,839,2,4,0,1,1,753,92,0,0,1,0,0,846,114,29,19,220,69,31,43,14,52,5,0,76,29,52,11,1,33,31,4,2,0,1,0,1,0,0,0,1,0,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau OBA IJburg,0363::SB111,1087 GN,1119,1195,4,4,0,1,5,1090,107,0,1,0,0,0,1202,199,34,26,346,108,43,56,10,84,3,0,77,38,47,17,3,75,13,7,1,0,1,0,1,1,1,0,2,1,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Montessorischool Steigereiland,0363::SB112,1086 ZT,1070,1266,3,4,0,0,2,1165,106,0,0,0,0,0,1273,160,41,28,398,118,39,76,19,92,4,2,50,36,62,12,5,85,17,8,2,2,4,1,1,0,0,0,1,1,1,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau abbs De Zuiderzee,0363::SB113,1086 VB,1223,780,2,1,0,0,0,722,62,1,0,1,0,0,784,112,20,19,214,65,21,54,13,63,3,0,30,32,51,14,1,47,10,1,3,0,4,1,0,0,1,0,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stichting Meevaart,0363::SB114,1094 JN,1086,860,0,2,0,0,0,778,84,0,0,0,0,0,862,60,20,4,198,143,24,52,9,83,0,1,111,24,58,4,1,53,4,3,1,1,2,0,1,0,0,1,0,1,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau IJburg College,0363::SB115,1087 HP,1059,1334,2,7,0,7,2,1214,134,0,0,7,0,0,1350,224,46,25,324,89,53,64,22,75,4,6,114,53,108,14,8,60,24,5,2,0,8,0,1,0,1,0,2,1,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Grand Café Genieten,0363::SB119,1093 NG,1137,1228,5,9,0,1,3,1147,91,0,1,0,0,0,1241,160,24,15,374,182,48,76,8,98,4,1,51,24,60,8,1,78,6,1,0,0,5,0,0,0,0,0,0,0,4,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kinderboerderij De Werf,0363::SB123,1098 PX,1090,836,0,2,0,0,0,794,45,1,0,1,0,0,839,72,25,17,238,160,31,65,3,73,2,0,10,14,37,9,2,66,0,5,1,1,4,0,1,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Ouder- en Kindteam Oud Oost en Watergraafsmeer,0363::SB124,1093 SH,1144,495,0,6,0,0,0,453,48,0,0,0,0,0,501,39,16,5,108,71,22,26,4,32,3,1,65,4,43,3,2,32,11,3,0,1,1,1,1,0,0,1,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau The Student Hotel Amsterdam City,0363::SB125,1091 GL,1224,1131,1,1,0,0,3,1076,54,0,0,0,0,0,1133,146,14,22,359,137,38,59,7,85,0,0,26,31,64,12,1,99,8,7,2,1,9,1,1,0,0,0,0,1,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Hogeschool van Amsterdam, Wibauthuis",0363::SB126,1091GH,1201,894,2,5,0,0,1,842,58,0,0,0,0,0,901,84,13,14,241,106,36,76,2,75,3,2,41,20,56,10,2,83,18,5,3,0,1,0,1,1,0,1,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Ouderencentrum De Gooyer,0363::SB128,1093 BJ,1288,678,1,2,3,0,1,631,52,0,0,3,0,0,684,65,32,12,147,79,42,50,9,53,4,1,49,12,61,8,0,32,10,1,2,3,1,0,0,1,0,0,1,3,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal J.F. van Hengelstraat,0363::SB130,1019 DC,1279,499,0,0,0,0,0,468,31,0,0,0,0,0,499,49,1,15,180,80,17,32,1,36,2,0,9,10,18,3,1,41,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Servicepunt Kraaipan,0363::SB134,1091 LX,1064,378,0,1,0,0,1,353,25,0,0,0,0,0,379,44,11,5,78,63,12,30,3,27,1,0,37,5,18,0,1,24,13,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sport- en Ontspanningsvereniging Pontania,0363::SB136,1093 TD,1234,385,1,3,0,0,2,356,31,0,0,0,0,0,389,32,16,2,68,41,19,43,6,29,0,1,63,8,31,3,1,12,3,1,2,0,0,0,0,1,1,0,2,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Metis Montessori Lyceum,0363::SB137,1091 HV,1233,452,1,6,0,0,1,421,37,0,0,0,0,0,459,52,10,7,78,87,19,28,0,29,0,0,49,7,40,3,0,28,8,0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Hofkerk,0363::SB138,1098 KT,1223,1229,1,0,0,0,6,1128,96,0,0,0,0,0,1230,109,20,21,441,176,51,90,21,102,4,0,4,21,46,15,1,97,0,4,0,0,5,0,0,1,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Metis Montessori Lyceum,0363::SB139,1091 HV,1204,472,2,5,0,0,3,438,38,0,0,0,0,0,479,36,13,2,94,67,24,34,2,36,3,0,45,11,51,3,2,27,10,2,0,0,0,1,0,0,0,2,0,0,5,2,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Wethouder Verheij,0363::SB140,1093 KP,1171,580,1,3,1,0,2,521,60,0,1,0,0,0,583,45,25,3,156,91,22,47,6,44,2,1,23,17,27,2,0,49,11,4,1,0,3,0,0,0,0,0,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Servicepunt Het Brinkhuis,0363::SB141,1097 TM,1233,630,2,4,0,0,1,601,34,0,0,0,0,0,636,58,75,7,91,69,47,44,4,72,6,0,27,32,34,15,2,23,3,7,1,0,6,0,3,2,1,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Servicepunt Het Brinkhuis,0363::SB142,1097 TM,1202,672,1,2,0,0,2,626,47,0,0,0,0,0,675,54,83,14,111,78,73,39,9,76,2,1,18,31,31,9,1,24,4,6,0,1,0,1,0,0,0,0,4,1,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Café Restaurant Polder,0363::SB144,1098 XH,1217,915,1,1,0,0,9,870,38,0,0,0,0,0,917,54,8,12,280,182,17,69,4,62,0,0,2,31,72,6,2,99,0,6,1,2,3,1,0,0,0,0,1,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kerk de Bron,0363::SB145,1097 ED,1237,1078,2,1,0,0,4,1002,75,0,0,0,0,0,1081,130,37,17,359,160,34,73,9,93,5,1,16,21,43,4,2,66,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau UvA Science Park,0363::SB147,1098 XH,1395,369,1,0,0,0,7,353,10,0,0,0,0,0,370,9,4,2,94,89,3,17,0,32,0,1,4,8,46,0,1,52,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Koningskerk,0363::SB148,1097 EP,1121,787,3,3,0,0,3,753,40,0,0,3,0,0,796,65,39,21,215,92,37,66,3,65,3,0,28,24,50,5,1,43,8,7,1,2,7,1,0,1,0,0,0,0,1,2,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gebouw Tugela 85,0363::SB152,1091 VN,1350,575,2,4,1,0,1,530,49,0,1,0,0,0,580,50,15,3,117,88,35,28,4,41,3,0,49,24,51,3,1,31,22,5,0,1,2,0,0,0,0,0,2,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum Oosterpark,0363::SB153,1092 CW,1320,977,6,7,0,2,6,900,86,0,0,2,0,0,992,88,29,12,226,153,36,72,6,74,0,3,83,13,81,6,0,67,11,5,0,1,5,0,1,0,0,0,0,4,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Scouting Oost 1,0363::SB154,1098 SM,1346,611,3,2,0,0,13,556,48,1,0,1,0,0,617,74,22,20,164,74,37,51,8,45,2,0,7,16,23,7,1,50,0,3,1,0,4,1,1,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkservicepunt Hoekhuis,0363::SB156,1097 SC,1078,866,3,5,0,2,0,819,57,0,0,2,0,0,876,83,68,29,180,93,68,73,14,67,4,1,40,25,43,13,4,38,6,7,2,1,2,0,1,0,0,1,0,3,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Meininger Hotel Amsterdam Amstel,0363::SB158,1097 DN,1078,655,0,1,0,1,4,618,33,0,1,0,0,0,655,94,24,16,192,73,15,31,8,50,0,1,20,13,33,6,3,63,3,5,0,0,2,0,1,0,0,0,0,0,0,0,2,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Hogeschool van Amsterdam, Leeuwenburg",0363::SB159,1097 DZ,1085,594,1,2,0,0,9,546,42,0,0,0,0,0,597,63,23,14,162,60,21,24,6,55,1,0,38,5,35,9,1,62,11,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Waternet,0363::SB160,1096 AC,1118,840,0,0,0,1,6,767,66,0,1,0,0,0,839,153,16,32,278,90,13,29,5,36,0,0,6,21,33,12,4,102,1,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Grand Café Frankendael,0363::SB162,1097 BT,1280,815,1,3,1,0,1,754,63,0,1,0,0,0,818,88,25,26,269,102,41,56,6,65,2,1,8,21,27,6,2,55,1,5,0,3,3,2,0,0,0,0,0,0,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oosterparkkerk,0363::SB164,1091 AC,1068,1174,1,4,0,1,6,1086,86,0,1,0,0,0,1178,98,17,17,318,219,49,67,16,120,3,1,30,18,91,6,1,91,2,4,1,0,3,0,1,0,0,0,0,0,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Muiderkerk,0363::SB166,1093 EG,1130,1327,3,6,0,0,5,1245,86,0,0,0,0,0,1336,115,29,19,380,204,49,67,14,121,3,1,54,36,82,9,0,116,9,5,0,1,7,0,0,1,1,1,0,1,1,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau BOOST Transvaal,0363::SB167,1091 XX,1210,583,1,6,0,0,2,547,41,0,0,0,0,0,590,30,17,4,144,102,25,29,8,44,2,2,48,15,49,1,1,42,8,1,1,1,1,1,0,0,0,2,0,4,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Het Parkhuis,0363::SB169,1098 WD,1190,923,3,1,0,5,1,855,66,0,5,0,0,0,922,87,48,27,241,134,41,100,8,51,1,2,37,16,47,18,1,51,7,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal J.F. van Hengelstraat,0363::SB170,1019 DC,1279,493,0,2,0,0,1,462,32,0,0,0,0,0,495,58,1,9,181,75,13,44,1,38,0,1,3,2,13,6,1,44,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Laterna Magica,0363::SB171,1087 LG,1057,846,4,1,0,2,5,756,92,0,0,2,0,0,853,145,12,18,253,76,22,40,9,57,0,1,47,25,48,14,1,62,12,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Laterna Magica,0363::SB172,1087 LG,1056,1005,6,13,0,1,3,925,95,0,1,0,0,0,1023,199,20,21,313,72,18,51,13,72,0,1,63,23,44,14,0,51,13,5,3,1,3,0,0,0,0,4,0,0,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal 4e Montessorischool De Pinksterbloem,0363::SB173,1091 EG,1390,584,0,4,0,1,3,548,36,0,1,0,0,0,587,68,6,12,186,86,18,37,2,50,1,0,14,12,21,4,0,53,4,3,1,1,2,1,1,0,0,1,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal 4e Montessorischool De Pinksterbloem,0363::SB174,1091 EG,1389,583,1,2,0,3,1,540,48,0,0,3,0,0,589,63,15,5,210,67,23,35,2,46,1,0,14,3,30,6,1,53,2,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Panama Amsterdam,0363::SB175,1019 BM,1137,971,1,3,0,1,5,893,78,0,0,1,0,0,976,131,26,16,292,121,23,60,4,64,0,0,16,27,63,11,1,89,4,7,5,1,5,1,2,0,0,0,1,0,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Wethouder Verheij,0363::SB177,1093 KP,1170,546,4,1,0,1,2,510,40,0,0,1,0,0,552,47,15,4,151,67,31,53,2,52,2,0,23,13,33,4,1,37,5,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Lidwinaschool,0363::SB178,1097 CA,1071,600,0,0,0,2,1,560,41,0,0,2,0,0,602,69,7,9,206,107,16,37,1,40,0,0,22,5,20,3,0,48,2,2,2,0,3,0,0,0,0,0,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Lidwinaschool,0363::SB179,1097 CA,1070,606,1,1,0,0,1,556,51,0,0,0,0,0,608,59,14,10,180,102,21,58,4,44,2,1,21,11,26,5,0,36,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Hotel Jakarta Amsterdam,0363::SB180,1019 SH,1109,1684,2,4,0,3,11,1567,115,0,0,3,0,0,1693,199,30,32,533,240,54,148,13,128,5,3,20,31,73,12,8,131,3,5,3,2,7,0,0,1,0,2,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal CVT,0363::SB181,1087 EJ,1297,711,2,6,0,1,0,646,74,0,0,1,0,0,720,88,9,11,199,68,19,42,12,54,2,0,85,18,35,8,1,44,6,0,2,1,1,0,0,0,1,1,0,4,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal CVT,0363::SB182,1087 EJ,1311,720,0,2,0,0,0,650,72,0,0,0,0,0,722,93,19,10,238,55,21,44,7,50,1,0,56,13,39,7,1,44,11,3,1,0,5,0,0,0,0,1,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportgebouw Zeeburgereiland,0363::SB183,1095 MK,1230,856,1,0,0,2,4,803,48,0,2,0,0,0,855,87,21,17,250,112,16,33,6,71,2,0,19,20,95,12,2,74,6,6,0,0,2,1,1,0,0,0,2,0,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportgebouw Zeeburgereiland,0363::SB184,1095 MK,1229,905,2,1,0,0,2,863,43,0,0,0,0,0,908,124,9,24,255,127,15,42,8,73,0,0,22,28,69,7,4,77,0,8,1,0,8,2,0,0,0,0,1,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal CVT,0363::SB185,1087 EJ,1278,709,3,3,0,2,0,643,70,0,2,0,0,0,713,129,26,14,191,67,15,34,10,51,5,0,56,15,40,4,0,33,10,0,0,0,1,1,0,0,1,0,0,3,2,0,1,0,,
