contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Drive-Through De Steiger,0034::SB166,,1371,1108,2,3,0,0,3,1010,100,0,0,0,0,0,1113,207,174,50,139,61,54,46,18,54,7,2,36,104,47,25,8,32,13,11,2,3,5,4,0,0,1,3,2,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Bierfabriek,0034::SB167,,1281,849,3,2,0,0,5,781,68,0,0,0,0,0,854,173,77,34,155,51,49,41,12,46,15,2,17,81,36,11,4,26,0,4,0,5,3,1,2,2,0,0,2,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Portocabin Cezannestr./hoek Renoirstr.,0034::SB168,,3967,1420,3,2,2,0,2,1221,204,0,0,2,0,0,1427,335,138,61,238,113,63,69,34,57,12,7,75,61,52,30,12,28,10,5,3,2,2,5,4,2,0,2,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Blaashal Almere Poort,0034::SB169,,2733,618,5,2,0,0,1,546,78,0,0,0,0,0,625,199,38,21,134,28,22,25,7,25,2,0,10,28,19,16,1,27,1,5,0,3,2,3,0,1,0,0,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1,0034::SB701,,0,5382,14,11,0,0,,,,,0,18,,,0,1300,858,546,438,132,473,547,133,246,247,19,29,46,36,138,13,135,6,2,1,0,4,7,6,18,1,0,1,0,0,0
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2,0034::SB702,,0,1431,3,4,0,0,,,,,0,0,,,1438,286,246,153,142,45,108,164,40,58,65,0,14,30,10,44,3,14,2,0,0,1,0,1,0,3,1,1,0,0,0,0
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkcentrum Goede Rede,0034::SB286,,0,796,1,0,0,0,4,722,70,0,1,0,1,0,796,174,119,50,106,31,84,69,14,40,22,0,8,19,2,28,3,15,0,2,0,0,1,0,0,6,1,2,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkcentrum Goede Rede,0034::SB386,,0,772,3,1,1,0,3,674,100,0,0,1,0,0,777,173,120,55,80,21,74,54,11,40,13,3,10,31,12,49,6,10,4,1,0,0,0,2,0,2,1,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Buurtschuur,0034::SB268,,0,226,0,1,0,0,0,205,22,0,0,0,0,0,227,67,22,10,45,13,15,10,5,19,1,1,0,5,2,5,0,4,0,1,0,0,0,0,0,1,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Buurtschuur,0034::SB368,,0,325,1,1,0,0,1,291,35,0,0,0,0,0,327,88,26,23,53,27,15,7,1,31,4,1,0,14,3,12,2,11,0,0,2,1,2,1,0,0,0,1,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis 2,0034::SB300,,0,557,1,1,0,0,3,495,61,0,0,0,0,0,559,108,82,36,66,15,48,55,22,30,3,1,6,26,16,15,1,15,4,1,0,2,1,1,0,2,0,1,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis 2,0034::SB400,,0,660,1,3,0,0,1,594,70,1,0,1,0,0,665,120,77,36,79,35,55,49,5,34,14,2,35,36,22,19,2,13,14,2,0,1,4,0,0,2,2,0,2,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Pijnackerpad,0034::SB329,,0,234,0,1,0,0,0,224,11,0,0,0,0,0,235,33,52,15,22,11,31,25,4,14,6,1,2,6,0,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Pijnackerpad,0034::SB429,,0,287,0,1,0,0,1,245,42,0,0,0,0,0,288,66,43,14,32,15,35,21,2,12,9,2,6,12,7,2,3,3,1,0,0,0,0,1,1,0,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Cranberrylaan,0034::SB337,,0,447,1,1,0,0,0,408,41,0,0,0,0,0,449,103,54,25,66,18,40,46,14,16,5,3,1,13,8,20,1,8,0,2,0,1,1,1,1,0,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Cranberrylaan,0034::SB437,,0,503,0,1,1,0,0,456,49,0,0,1,0,0,505,128,64,32,69,16,29,30,4,12,13,2,22,27,10,21,2,14,3,0,0,1,0,0,3,1,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal Basilicumweg 1,0034::SB342,,0,489,0,1,0,0,0,446,44,0,0,0,0,0,490,109,81,25,54,16,64,41,7,26,6,2,2,14,9,13,3,10,2,0,0,0,2,0,0,2,0,0,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal Basilicumweg 1,0034::SB442,,0,473,0,1,0,0,1,414,60,1,0,1,0,0,475,94,79,20,74,17,49,30,4,24,12,0,13,23,3,18,2,2,6,0,0,1,0,0,0,1,0,0,0,1,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Luitstraat,0034::SB335,,0,557,1,0,0,0,0,500,58,0,0,0,0,0,558,152,81,27,53,20,60,46,16,22,11,3,5,16,2,25,2,6,3,0,0,1,1,1,4,0,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Luitstraat,0034::SB435,,0,627,0,2,0,0,2,553,74,0,0,0,0,0,629,159,96,21,76,30,46,51,10,38,11,0,17,19,11,22,1,10,5,1,0,0,1,0,0,2,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis De Cartoon,0034::SB281,,0,406,0,1,0,0,1,365,42,1,0,1,0,0,408,95,45,18,61,25,25,34,13,22,9,2,9,13,9,8,3,11,1,0,0,0,1,0,0,0,1,0,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis De Cartoon,0034::SB381,,0,463,1,2,0,0,0,414,52,0,0,0,0,0,466,92,66,30,67,33,38,22,9,20,17,6,14,13,11,8,1,12,0,2,0,1,0,1,0,0,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Drive-Through bij Doemere,0034::SB323,,0,1070,1,5,0,0,4,967,106,1,0,1,0,0,1077,277,183,55,117,47,92,80,16,38,18,3,16,52,19,24,8,10,2,0,0,1,3,3,2,4,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Drive-Through bij Doemere,0034::SB423,,0,1156,2,5,0,0,0,1016,147,0,0,0,0,0,1163,292,170,49,134,43,72,60,28,48,25,5,39,89,26,28,4,20,11,1,0,3,5,1,0,3,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Blaashal Almere Poort,0034::SB369,,0,303,0,1,0,0,1,274,29,0,0,0,0,0,304,111,31,11,40,12,18,19,9,11,5,0,2,10,2,7,2,11,0,0,0,0,0,0,0,1,0,0,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Blaashal Almere Poort,0034::SB469,,0,377,1,1,0,0,47,331,0,0,1,0,1,0,378,117,38,19,54,20,16,17,9,11,2,1,7,18,15,5,4,14,6,0,1,1,1,0,0,0,0,1,0,0,,
