contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,Partij van de Eenheid,Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau HKV Ons eibernest,0518::SB290,2541 RL,2186,536,2,3,0,2,0,467,76,0,0,2,0,0,543,89,70,4,52,34,30,19,6,18,4,0,140,20,8,2,7,7,20,2,0,1,1,0,0,0,0,1,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau S.V. Wateringse Veld Kranenburg,0518::SB293,2548 ZS,3770,838,1,5,0,3,2,722,123,0,0,3,0,0,847,198,126,30,123,36,32,37,14,31,6,3,46,62,15,30,17,17,2,2,1,5,3,0,2,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalvereniging SVH,0518::SB295,2548 AC,1779,619,0,1,1,0,0,542,77,0,1,0,0,0,619,163,115,29,76,24,18,19,3,13,2,0,60,37,0,19,10,9,15,0,0,0,2,0,0,0,1,4,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hart van Moerwijk,0518::SB296,2531 KA,2663,1006,6,8,0,1,0,878,141,0,1,0,0,0,1019,132,122,24,113,56,58,54,21,43,4,2,223,43,20,16,12,14,33,3,1,1,3,2,2,0,1,2,1,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS De Klimop,0518::SB303,2562 SK,2357,1072,1,1,0,1,3,920,150,0,1,0,0,0,1073,129,101,26,188,96,70,66,8,85,7,2,113,52,20,10,25,45,16,6,0,1,3,0,0,0,0,1,0,2,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau SBO De Bonte Vlinder,0518::SB304,2565 XD,1692,1232,0,1,0,10,4,1118,101,0,10,0,0,0,1223,186,61,29,341,168,51,68,17,125,3,5,10,46,15,13,12,61,0,6,2,6,6,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Eltheto,0518::SB305,2565 CE,2105,1172,3,5,0,3,3,1085,95,0,0,3,0,0,1183,224,80,47,269,82,50,60,41,77,3,8,10,60,13,29,23,63,7,10,0,3,8,1,0,1,1,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Hyacint,0518::SB308,2565 DD,2291,1326,7,1,0,0,4,1212,118,0,0,0,0,0,1334,265,111,59,321,117,51,60,19,103,13,4,5,52,13,29,26,44,1,9,1,0,18,2,1,1,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS Houtrust,0518::SB311,2566 JP,1595,1100,2,9,0,1,2,1007,101,0,1,0,0,0,1110,303,49,53,316,68,14,37,19,82,4,9,0,42,7,24,11,52,0,3,0,0,2,0,0,0,0,1,0,0,4,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Loosduinen,0518::SB317,2555 LZ,676,377,0,0,0,0,2,345,30,0,0,0,0,0,377,71,67,16,60,26,20,10,4,24,1,3,5,23,7,12,13,11,0,2,0,0,1,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Gaslaan,0518::SB321,2562 LN,1273,325,1,1,0,1,4,286,36,0,1,0,0,0,326,45,9,2,59,57,12,15,3,31,2,0,19,16,6,2,11,31,1,1,1,1,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stichting Federatie Eekta,0518::SB326,2563 EK,0,1085,2,5,0,3,4,962,129,0,0,3,0,0,1095,119,85,28,260,116,55,68,7,94,5,4,58,44,24,13,10,56,18,6,2,1,6,2,2,2,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek Segbroek,0518::SB327,2562 HL,5347,1314,3,4,0,2,0,1167,156,0,0,2,0,0,1323,158,112,35,277,178,70,98,20,80,5,2,65,56,22,13,21,60,15,6,1,1,11,0,0,1,4,3,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Goede Herder Kapel,0518::SB328,2563 GD,0,987,2,3,0,0,1,918,76,0,0,3,0,0,995,111,125,45,186,92,42,37,17,89,7,2,12,82,18,18,29,41,6,10,0,1,8,3,1,2,0,2,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Houtrust,0518::SB330,2566 EC,0,404,1,0,0,0,1,361,43,0,0,0,0,0,405,88,30,12,108,34,15,10,12,27,0,1,2,21,1,7,6,27,1,2,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Theater ""Zaal 3""",0518::SB332,2518 RA,384,729,1,3,0,2,2,685,49,1,0,3,0,0,736,82,29,13,210,104,21,34,6,74,3,0,11,32,23,7,6,53,6,2,1,1,7,1,2,0,0,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dienstencentrum Copernicus,0518::SB333,2561 TT,2839,1482,3,2,0,2,6,1362,122,1,0,3,0,0,1490,199,54,43,423,215,56,89,27,130,7,2,22,40,41,13,11,90,4,3,0,2,10,0,0,0,1,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau HSV Duno,0518::SB334,2555 XX,363,322,0,0,0,0,1,290,31,0,0,0,0,0,322,86,37,23,52,24,10,11,5,20,0,0,0,19,2,3,12,9,2,1,0,1,2,0,0,0,0,3,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maris College Bohemen,0518::SB346,2555 XZ,244,263,1,1,0,0,2,241,22,0,0,0,0,0,265,57,21,16,56,14,12,21,3,18,2,1,4,13,0,2,5,10,4,0,0,4,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek Bomenbuurt,0518::SB347,2561 DE,3039,1508,2,2,0,2,6,1370,138,0,0,2,0,0,1514,232,81,64,404,173,71,72,35,112,7,10,15,60,28,27,23,72,0,8,1,1,6,0,2,1,1,1,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Svv Scheveningen,0518::SB348,2566 EC,1192,532,0,0,0,0,0,487,45,0,0,0,0,0,532,115,48,28,137,35,9,23,8,35,2,2,4,19,3,20,15,25,0,1,0,1,0,1,0,0,0,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WHC Den Haag,0518::SB350,2565 RT,769,635,3,0,0,0,2,593,43,0,0,0,0,0,638,171,33,32,172,49,23,21,2,40,2,2,2,26,7,14,8,27,0,0,0,1,2,0,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Theater De Nieuwe Regentes,0518::SB353,2562 GR,2430,1762,6,5,0,1,13,1629,133,1,0,2,0,0,1775,190,57,34,516,292,47,88,36,183,8,3,35,58,59,13,8,106,8,5,3,0,5,4,0,2,0,0,0,0,2,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hagukumi Aikido,0518::SB354,2564 KM,1405,659,1,3,0,0,0,616,47,0,0,0,0,0,663,86,40,15,150,105,26,28,10,68,4,3,13,26,10,13,26,22,5,2,1,0,3,1,1,0,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS De Vlierboom,0518::SB355,2564 JJ,2424,916,0,3,1,0,4,819,97,0,0,1,0,0,920,199,71,52,214,84,21,46,18,56,8,1,4,46,2,31,13,35,1,1,0,3,6,1,1,1,1,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RKBS De Drie Linden,0518::SB356,2563 HJ,1762,755,1,3,0,0,4,678,77,0,0,0,0,0,759,70,91,21,161,94,41,38,10,69,5,4,15,46,12,8,10,32,4,5,2,0,5,1,0,0,1,2,0,3,5,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Milieu Educatief Centrum Kornoelje,0518::SB359,2564 LP,1424,731,2,0,0,2,3,671,57,0,2,0,0,0,731,149,42,24,204,70,29,45,12,65,2,1,3,24,9,3,15,25,0,0,0,0,6,0,3,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hofstad Havo Mavo,0518::SB360,2555 XP,844,360,0,0,0,0,1,321,38,0,0,0,0,0,360,68,46,12,46,30,26,25,8,21,3,3,20,20,7,3,7,9,1,1,0,0,2,0,1,0,0,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Algemen Hindoe Basisschool,0518::SB364,2571 AR,1315,731,0,3,0,1,6,629,98,0,1,0,0,0,733,99,40,19,149,90,44,37,13,40,4,3,70,30,29,3,5,29,9,7,3,1,2,1,0,1,3,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau SV Dunas,0518::SB365,2565 RT,188,433,0,1,0,0,1,398,35,0,0,0,0,0,434,140,8,11,121,28,4,28,3,36,4,1,0,12,1,9,3,15,0,3,0,0,4,0,0,1,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Scouting De Mohicanen,0518::SB368,2565 AB,1140,668,1,0,0,0,4,610,55,0,0,0,0,0,669,178,22,27,212,54,12,29,9,40,3,0,0,12,7,10,7,37,0,0,0,0,5,3,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Gaslaan,0518::SB372,2562 LN,0,343,1,1,0,0,1,309,36,1,0,1,0,0,346,38,16,8,76,47,18,20,4,25,0,0,33,12,4,2,4,30,1,1,0,1,2,0,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS De Vlierboom,0518::SB373,2564 JJ,0,838,1,0,1,0,0,763,77,0,0,1,0,0,840,207,47,30,229,65,24,35,13,81,5,0,4,26,3,13,13,29,0,2,0,1,7,1,0,0,0,3,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RKBS De Drie Linden,0518::SB374,2563 HJ,2056,645,2,1,0,0,4,586,58,0,0,0,0,0,648,77,79,15,135,72,40,37,8,52,7,1,20,42,10,8,7,25,1,3,0,0,3,1,0,1,0,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Notenplein (stemtent),0518::SB375,2564 BM,2266,945,3,3,0,2,3,880,71,1,0,3,0,0,954,182,117,28,194,76,25,38,18,85,4,2,15,58,18,20,20,24,0,0,2,4,9,0,1,1,0,3,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stichting Sporthal Hellas,0518::SB376,2566 DA,1034,939,4,1,0,1,3,835,105,0,1,0,0,0,943,296,30,42,314,59,12,30,15,38,2,7,2,19,4,12,4,43,0,1,1,0,1,0,2,0,1,1,0,0,3,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek Scheveningen,0518::SB404,2584 AA,1665,871,2,1,0,1,3,787,83,0,1,0,0,0,873,139,160,48,158,63,42,23,20,59,4,8,8,43,6,8,24,40,4,2,2,0,4,3,2,0,0,0,1,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurtcentrum Kommunika,0518::SB407,2586 SH,2237,626,2,4,1,6,4,573,62,0,0,7,0,0,639,94,149,28,94,36,22,17,13,54,3,6,1,35,10,7,29,16,2,1,0,0,3,1,0,1,2,1,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Het Trefpunt,0518::SB419,2583 JH,3460,1591,0,4,0,3,1,1346,251,0,0,3,0,0,1598,220,667,53,97,34,51,38,29,53,16,21,2,142,9,31,83,22,1,1,1,5,5,1,1,5,0,2,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Willem de Zwijgerschool,0518::SB420,2587 HP,916,802,0,8,0,0,4,731,75,0,0,0,0,0,810,245,58,47,222,49,12,16,13,34,1,5,8,30,5,6,8,34,1,0,0,2,3,1,0,1,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nutsschool M. M. Boldingh,0518::SB421,2517 SC,1777,696,3,2,0,2,3,638,62,0,0,2,0,0,703,136,44,30,213,58,23,46,6,54,0,2,11,9,6,12,2,36,4,0,1,0,1,1,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgebouw Thabor,0518::SB423,2581 BC,2217,819,1,0,0,0,1,740,79,0,0,0,0,0,820,150,159,55,134,20,20,19,39,35,7,35,3,39,5,30,27,25,3,5,0,2,3,0,2,0,0,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentemuseum,0518::SB426,2517 HV,966,1473,4,2,0,0,10,1381,89,0,0,1,0,0,1480,252,23,59,522,168,23,68,23,111,4,6,4,21,46,11,4,111,6,0,0,1,7,0,1,0,0,1,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Oranjeschool,0518::SB430,2583 AA,2013,377,0,1,1,0,1,338,40,0,0,1,0,0,379,75,63,16,71,18,11,10,9,24,1,18,2,17,1,7,14,15,0,2,0,1,1,0,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS Annie M.G. Schmidt,0518::SB431,2517 JM,189,385,0,1,0,1,2,358,27,0,0,1,0,0,387,94,12,18,122,26,12,17,3,25,0,0,0,16,4,10,1,22,2,0,0,0,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau de Eerste Nederlandse Buitenschool,0518::SB434,2587 XM,529,419,0,3,0,0,1,378,43,0,0,0,0,0,422,120,19,18,124,25,6,11,5,24,1,1,1,22,1,3,1,23,1,2,0,0,2,4,0,2,0,0,0,0,3,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau HLTC De Metselaars,0518::SB444,2586 HG,294,403,0,0,0,0,0,375,28,0,0,0,0,0,403,115,46,19,95,20,5,10,0,17,3,0,5,21,2,10,3,28,0,0,0,0,1,0,1,1,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadsboerderij 't Waaygat,0518::SB445,2586 TW,1757,1263,3,2,0,0,6,1165,97,0,0,0,0,0,1268,213,190,52,253,88,30,40,19,152,2,4,8,77,8,15,33,56,3,6,3,1,5,2,0,0,0,0,0,0,3,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Blinkerd,0518::SB446,2586 HC,671,530,0,14,1,0,2,498,45,0,0,1,0,0,545,105,81,17,111,32,14,16,6,34,3,6,2,49,10,10,10,16,0,4,0,1,2,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Couvéehuis,0518::SB447,2582 HJ,1366,876,1,0,0,3,5,801,74,0,0,3,0,0,880,231,60,44,238,50,27,40,18,42,0,2,2,34,4,21,3,48,0,1,0,1,6,2,1,0,1,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Korfbalvereniging KVS,0518::SB449,2597 LS,1082,201,0,0,0,0,0,182,19,0,0,0,0,0,201,76,11,13,43,12,4,6,1,8,0,2,0,5,1,5,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Pier,0518::SB450,2586 JW,8,314,0,0,0,0,3,296,15,0,0,0,0,0,314,73,15,11,73,29,7,13,4,22,0,0,4,19,7,8,3,23,0,1,0,1,0,0,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bilderberg Europa Hotel Scheveningen,0518::SB451,2587 VJ,2371,764,2,1,0,4,2,706,63,0,0,4,0,0,771,222,100,26,167,24,26,18,12,31,3,1,3,41,6,31,11,31,1,2,0,0,4,1,0,0,1,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kurhaus,0518::SB452,2586 CK,302,900,3,2,0,4,7,846,56,0,0,4,0,0,909,243,73,45,200,51,23,32,11,41,6,2,4,50,10,32,20,48,1,2,0,2,2,0,0,0,0,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Blauwe Loods,0518::SB456,2583 ER,659,585,1,0,0,0,5,522,59,0,0,0,0,0,586,117,115,19,119,30,11,24,15,30,5,2,1,21,4,18,11,26,1,2,1,0,3,4,1,0,0,3,0,0,2,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgebouw Rehoboth,0518::SB459,2584 RV,336,786,1,3,0,1,3,720,68,0,0,1,0,0,791,162,158,26,104,56,14,11,13,66,8,12,2,58,9,19,24,30,0,3,0,2,2,1,2,2,0,1,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau See Lab,0518::SB461,2584 AW,1392,588,0,0,0,1,0,540,49,0,0,1,0,0,589,85,129,23,97,39,19,9,18,49,5,9,1,37,10,10,9,26,0,3,0,0,7,2,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vrijzinnig-Christelijk Lyceum,0518::SB463,2585 JN,756,449,1,0,0,0,3,421,26,0,0,0,0,0,450,134,15,12,156,19,8,12,4,23,1,2,0,12,0,3,5,35,0,2,2,1,2,0,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau HLTC Leimonias,0518::SB464,2597 KA,631,333,1,1,0,0,1,303,31,0,0,0,0,0,335,138,11,13,92,12,3,11,4,14,1,0,1,5,0,11,2,13,0,1,0,0,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau AFAS Circustheater,0518::SB465,2586 CZ,1383,744,2,4,0,0,1,685,64,0,0,0,0,0,750,181,95,38,147,53,19,25,6,46,2,3,3,43,5,11,14,33,1,3,2,0,4,2,3,0,0,1,2,1,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Leonardo Royal Hotel Den Haag Promenade,0518::SB468,2585 JL,151,279,0,0,0,0,1,260,18,0,0,0,0,0,279,95,12,13,69,18,3,8,7,12,0,0,2,7,5,3,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Indoor Beach Centrum Lindobeach,0518::SB469,2583 BG,586,326,1,0,0,0,1,292,34,0,0,0,0,0,327,38,102,13,50,14,9,7,5,23,3,4,0,19,4,8,9,11,0,1,0,0,3,0,0,0,0,3,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Madurodam,0518::SB470,2584 RZ,0,625,0,0,0,0,3,578,44,0,0,0,0,0,625,173,27,27,201,35,17,17,8,38,0,1,2,18,10,3,10,33,1,0,0,1,1,0,1,0,0,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau The Hague Marriott Hotel,0518::SB471,2517 JR,0,302,0,0,0,0,2,279,21,0,0,0,0,0,302,74,10,9,94,21,8,13,7,21,0,4,1,11,1,7,2,15,1,1,0,0,1,0,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Mallemok,0518::SB478,2583 EH,587,1051,10,10,0,5,4,941,121,0,5,0,0,0,1066,157,324,45,124,55,28,22,26,41,7,21,3,79,13,27,26,41,0,2,0,1,1,2,2,2,1,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haagsche Rugby Club,0518::SB479,2597 HM,163,518,0,2,0,1,1,479,41,0,0,1,0,0,521,199,40,29,130,17,7,11,3,15,2,4,0,10,1,12,6,27,0,1,0,0,1,2,0,0,0,0,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Praktijkschool De Poort,0518::SB480,2517 HB,1239,888,0,3,1,0,2,811,79,0,0,1,0,0,892,222,47,30,244,75,16,43,14,54,6,0,3,24,14,12,20,53,2,1,0,3,3,2,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Eben-Haëzerschool,0518::SB482,2582 CH,433,234,0,1,0,0,1,212,22,0,0,0,0,0,235,55,11,2,51,22,4,13,17,12,0,18,1,3,3,7,0,11,0,1,0,0,1,1,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Paul van Vliet Academie,0518::SB484,2587 SX,2045,657,1,2,0,0,2,595,63,0,0,0,0,0,660,143,106,31,130,36,18,12,12,45,4,2,3,46,3,13,14,26,3,1,3,0,1,0,1,0,0,2,0,0,2,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS Annie M.G. Schmidtschool depandance,0518::SB485,2582 RA,1244,468,0,1,0,2,0,419,48,0,2,0,0,0,467,118,21,26,134,34,13,22,10,24,0,5,0,11,3,13,0,27,0,0,1,0,3,0,0,0,0,0,0,1,2,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maris College Statenkwartier,0518::SB486,2582 TR,1277,553,1,0,0,1,2,521,32,0,0,1,0,0,555,126,29,15,173,41,6,27,12,47,5,2,4,15,2,11,4,32,0,0,0,1,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Oranjeschool,0518::SB487,2583 AA,0,300,0,0,0,1,2,260,37,0,1,0,0,0,299,51,62,17,37,19,8,9,11,15,4,7,1,25,2,6,10,8,0,2,0,2,3,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Plantsoen Frederik Hendrikplein,0518::SB488,2582 AT,0,1444,2,2,0,0,6,1336,107,1,0,1,0,0,1449,382,78,64,398,101,18,58,11,100,4,6,7,67,10,28,24,70,1,2,2,1,7,2,2,0,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vergaderlocatie Om de Hoek,0518::SB489,2517 XG,844,910,1,1,0,2,4,833,73,0,2,0,0,0,910,191,30,25,306,99,17,40,3,55,1,0,1,32,15,16,9,55,1,2,1,1,8,0,1,0,0,0,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijk- en dienstencentrum het Klokhuis,0518::SB501,2585 TJ,2231,1088,1,1,0,5,5,990,90,0,5,0,0,0,1085,285,52,58,297,56,24,46,13,86,5,2,10,40,8,18,6,68,5,2,0,1,3,1,0,1,0,0,0,0,1,,
