contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),P.v.d.A./Europese Sociaaldemocraten,VVD,Democraten 66 (D66) - ALDE,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Artikel50,"IQ, de Rechten-Plichten-Partij",Piratenpartij,50PLUS,De Groenen,Anti  EU(ro)  Partij,Liberaal Democratische Partij,JEZUS LEEFT,ikkiesvooreerlijk.eu,Partij voor de Dieren,Aandacht en Eenvoud,uncounted_geen briefstembiljetten,uncounted_te veel briefstembiljetten
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau CBS de Vliermeent,0518::SB323,,1534,736,4,0,0,1,1,654,86,0,0,0,1,0,0,741,60,83,80,91,184,93,65,21,5,0,6,4,3,0,0,4,2,35,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Restaurant 't Drieluik,0518::SB324,,541,130,1,0,0,0,18,113,0,0,0,0,0,0,0,131,4,12,21,6,29,24,15,4,1,0,1,4,0,0,0,0,0,8,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Florence - Woonzorgcentrum Jonker Frans,0518::SB325,,2098,494,0,4,0,0,2,495,1,0,0,0,0,0,0,498,24,72,79,27,96,76,45,15,2,0,8,12,1,0,1,0,3,32,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Stichting Federatie Eekta,0518::SB326,,914,290,3,1,0,0,1,257,36,0,0,0,0,0,0,294,15,29,27,13,85,37,34,8,1,1,7,8,1,1,1,4,1,15,2,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Bibliotheek Segbroek,0518::SB327,,1030,587,9,3,0,1,1,526,73,0,0,0,1,0,0,600,29,52,68,26,158,96,76,11,2,0,10,4,3,1,2,4,2,43,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau De Goede Herder Kapel,0518::SB328,,1855,399,2,1,1,0,2,356,45,0,0,0,1,0,0,403,22,93,32,33,61,52,43,7,2,0,11,3,2,3,0,3,1,30,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum De Luifel,0518::SB331,,949,280,1,2,0,0,0,252,31,0,0,0,0,0,0,283,20,43,17,16,54,44,25,9,1,0,5,13,1,1,0,4,2,25,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Theater ""Zaal 3""",0518::SB332,,532,244,1,1,0,0,0,220,26,0,0,0,0,0,0,246,5,24,23,13,69,72,6,2,0,0,6,4,3,2,0,0,0,15,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Bewonerscentrum REVA,0518::SB333,,499,306,3,0,0,0,0,284,26,0,0,0,1,0,0,310,7,11,46,34,89,59,21,3,3,0,8,3,3,1,0,0,0,18,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool Toermalijn,0518::SB335,,1512,432,1,0,0,0,0,396,37,0,0,0,0,0,0,433,29,54,80,17,88,55,45,13,5,0,10,3,4,2,0,0,3,24,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum De Regenvalk,0518::SB336,,2485,959,5,5,0,0,0,887,82,0,0,0,0,0,0,969,42,87,92,82,266,189,69,20,7,1,19,17,3,4,0,0,1,59,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Chr. Basisschool de Elout,0518::SB337,,1051,549,1,0,0,0,1,483,66,0,0,0,0,0,0,550,17,38,42,43,162,133,48,9,1,0,8,13,0,0,0,0,2,33,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Het Zamen,0518::SB339,,2213,300,1,2,0,0,0,270,33,0,0,0,0,0,0,303,25,50,44,21,66,22,27,6,5,0,4,12,2,0,0,0,0,15,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Stichting Wijkberaad Vruchtenbuurt,0518::SB340,,2931,857,1,0,0,2,1,820,35,0,0,2,0,0,0,856,91,94,76,115,208,99,54,12,3,1,9,19,2,1,1,3,1,63,5,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau vóór Welzijn,0518::SB341,,1461,387,3,1,0,0,2,353,38,0,2,0,2,0,0,393,26,76,49,18,55,46,53,16,2,0,3,8,0,1,0,1,2,31,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau vóór Welzijn,0518::SB342,,701,274,1,0,0,0,4,241,30,0,0,0,0,0,0,275,15,30,29,19,57,50,27,4,3,0,8,0,1,0,1,2,1,27,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkwinkel Noord Scheveningen,0518::SB402,,1920,854,1,2,0,9,0,770,96,0,0,0,9,0,0,866,73,174,58,145,175,54,64,27,5,0,8,29,7,3,0,0,1,31,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Verpleeghuis De Eshoeve,0518::SB403,,533,367,0,0,0,0,2,319,46,0,0,0,0,0,0,367,37,27,22,95,107,17,16,9,4,0,3,10,0,1,0,0,0,19,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Woonzorgcentrum Oldeslo,0518::SB405,,785,514,1,0,0,0,3,467,45,0,0,0,0,0,0,515,54,43,17,172,135,26,12,8,7,0,4,8,1,0,2,0,1,23,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Verzorgingshuis Duinrust,0518::SB406,,617,356,1,0,0,0,3,297,57,0,0,0,0,0,0,357,30,35,16,108,98,27,5,18,0,0,2,8,1,0,3,0,0,5,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Buurtcentrum Kommunika,0518::SB407,,1411,559,5,4,0,0,3,505,57,0,0,0,0,3,0,565,63,109,44,56,84,43,23,37,1,0,4,37,1,3,1,4,6,43,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau OBS Het Volle Leven,0518::SB408,,902,272,1,0,0,0,2,246,25,0,0,0,0,0,0,273,25,42,19,35,64,20,16,13,4,0,3,11,1,0,1,0,2,16,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau OBS Het Volle Leven,0518::SB409,,1224,353,0,1,0,0,3,322,29,0,0,0,0,0,0,354,28,57,28,57,71,30,17,9,2,0,8,14,1,0,0,0,0,30,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Muzee Scheveningen,0518::SB410,,1287,626,1,1,0,0,0,555,74,0,1,0,1,0,0,629,39,104,62,106,154,37,34,22,4,0,9,20,3,0,1,2,0,29,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Stichting De Thuishaven,0518::SB411,,852,340,0,2,0,0,38,304,0,0,0,0,0,0,0,342,53,56,26,49,50,15,22,19,3,0,3,14,0,1,0,0,0,29,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum Het Kalhuis,0518::SB412,,2235,833,3,3,0,0,4,750,87,0,2,0,2,0,0,841,66,191,47,78,155,69,66,38,3,2,17,26,0,4,1,3,1,65,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Buurtcentrum Mallemok,0518::SB414,,2066,601,1,1,0,0,3,513,87,0,0,0,0,0,0,603,42,201,23,70,79,35,34,60,4,0,8,15,1,1,0,4,3,21,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Woonzorgcentrum Het Uiterjoon,0518::SB415,,1593,526,1,1,0,0,4,464,60,0,0,0,0,0,0,528,48,173,36,42,68,27,27,47,3,0,7,8,0,2,2,1,0,34,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkgebouw Rehoboth,0518::SB417,,1655,556,1,3,0,0,4,503,53,0,0,0,0,0,0,560,39,161,30,73,72,33,38,38,11,0,6,20,1,3,0,1,2,28,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Chr. Basisschool De Meerpaal,0518::SB418,,2244,744,5,0,0,0,2,623,124,0,0,0,0,0,0,749,57,343,26,35,52,33,68,65,2,1,9,15,1,3,0,3,1,29,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum Het Trefpunt,0518::SB419,,2155,477,1,0,0,0,2,393,83,0,0,0,0,0,0,478,35,224,22,28,29,15,41,31,0,1,2,24,0,1,0,0,1,22,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Willem de Zwijgerschool,0518::SB420,,1556,773,1,2,0,0,1,723,52,0,0,0,0,0,0,776,81,38,46,183,276,51,12,17,4,0,4,24,4,3,2,0,1,26,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Nutsschool Boldingh,0518::SB421,,371,308,1,0,0,0,0,275,34,0,0,0,0,0,0,309,23,35,16,39,78,37,26,4,1,0,4,13,0,1,0,0,1,30,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkgebouw Thabor,0518::SB423,,1550,567,4,0,0,0,500,0,74,0,0,0,3,0,0,574,62,166,29,41,78,21,36,80,0,0,3,18,0,2,0,2,1,28,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Deutsche Internationale Schule,0518::SB425,,1043,661,0,2,0,0,2,582,79,0,0,0,0,0,0,663,68,47,65,126,215,53,23,9,4,0,3,8,3,1,3,0,0,32,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Gemeentemuseum,0518::SB426,,475,326,2,0,0,0,1,304,23,0,0,0,0,0,0,328,22,26,41,66,91,33,13,6,2,0,4,3,0,0,0,0,0,19,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Chr. Basisschool Het Mozaïek,0518::SB427,,813,302,3,0,0,0,0,275,30,0,0,0,0,0,0,305,31,29,28,51,87,21,22,4,1,0,1,8,2,0,0,0,0,17,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Psycholoog Den Haag,0518::SB428,,579,317,0,2,0,0,0,284,35,0,0,0,0,0,0,319,11,33,28,61,99,28,15,6,1,0,3,5,1,0,2,0,0,24,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Chr. Basisschool Het Mozaiek,0518::SB429,,1274,393,0,0,0,1,1,344,49,0,0,0,1,0,0,394,36,26,32,67,123,35,24,11,2,1,1,7,1,0,0,1,0,26,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau De Oranjeschool,0518::SB430,,808,239,3,0,0,0,3,207,32,0,0,0,0,0,0,242,24,47,11,17,39,21,10,49,0,0,0,5,1,1,0,3,0,10,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Serviceflat Haghesteyn,0518::SB432,,2092,595,4,2,0,0,0,554,47,0,0,0,0,0,0,601,22,25,52,83,214,97,29,6,0,0,11,5,2,1,0,1,3,44,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Verpleegcentrum Mechropa,0518::SB433,,1727,741,2,1,1,0,2,644,99,0,0,0,1,0,0,745,73,47,60,116,239,86,30,31,6,0,4,15,1,2,2,0,1,28,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Woonzorgcentrum Groot Hertoginneduin,0518::SB435,,892,485,2,0,0,0,3,450,34,0,0,0,0,0,0,487,27,25,46,57,167,74,22,13,3,0,7,11,3,0,2,1,0,24,3,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Bowling Scheveningen,0518::SB436,,1647,550,1,2,0,0,5,489,59,0,0,0,0,0,0,553,37,116,40,135,102,21,28,6,3,0,3,17,0,1,3,0,0,38,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Arubahuis,0518::SB437,,267,193,0,0,0,0,3,165,25,0,0,0,0,0,0,193,18,6,12,50,69,19,4,4,1,0,4,1,0,0,2,0,1,2,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Strandclub Wij (9.00 tot 17.00uur),0518::SB438,,0,19,2,0,0,0,0,21,0,0,0,0,0,0,0,21,0,4,1,3,1,2,2,1,0,0,0,2,1,0,0,0,0,2,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Strandpaviljoen Copacabana,0518::SB439,,0,89,1,0,0,0,3,81,6,0,0,0,0,0,0,90,1,10,8,13,23,14,8,1,2,0,0,0,0,0,0,0,0,9,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum 't Klokhuis,0518::SB501,,638,519,0,3,1,0,0,469,53,0,0,0,0,0,0,522,44,19,42,106,185,43,17,7,4,0,4,8,1,1,1,0,0,37,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum 't Klokhuis,0518::SB503,,934,516,1,0,0,0,0,445,72,0,0,0,0,0,0,517,40,20,39,117,180,45,14,4,7,0,2,10,4,0,0,1,1,32,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Chr. Basisschool De Spiegel,0518::SB504,,1023,530,1,1,0,0,1,484,47,0,0,0,0,0,0,532,21,32,49,52,159,82,37,12,5,0,8,9,3,0,1,2,3,55,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Institute of Social Studies,0518::SB505,,909,407,1,0,0,0,0,370,38,0,0,0,0,0,0,408,18,29,44,69,126,42,27,3,6,0,5,7,2,0,0,0,0,29,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Café De Vriendenkring,0518::SB506,,987,427,2,1,0,0,0,383,47,0,0,0,0,0,0,430,15,15,34,59,148,69,28,4,1,0,14,6,2,0,0,0,1,30,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijk- en dienstencentrum De Heldenhoek,0518::SB507,,2009,920,2,4,0,1,4,828,95,0,0,0,1,0,0,927,44,126,91,61,204,133,111,23,3,0,13,18,4,2,3,2,2,80,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Woonzorgcentrum Op de Laan,0518::SB509,,1461,647,2,1,0,0,1,600,50,0,0,0,1,0,0,651,31,40,51,88,218,72,42,8,12,0,9,7,2,0,3,1,1,60,2,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Da Costaschool,0518::SB510,,2495,887,2,1,0,0,3,771,117,0,1,0,1,0,0,891,40,43,87,142,305,132,31,16,5,0,11,11,0,0,4,0,2,58,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Woonzorgcentrum Rivierenbuurt,0518::SB512,,2378,323,1,1,1,0,1,279,44,0,0,1,0,1,0,324,11,38,35,22,100,35,22,15,3,1,8,3,2,0,0,0,1,26,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Woonzorgcentrum Rivierenbuurt,0518::SB513,,532,410,1,0,0,0,1,371,39,0,0,0,0,0,0,411,12,65,50,33,115,46,29,10,0,1,8,11,2,1,0,0,1,25,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Staatsloterij,0518::SB516,,668,251,2,1,0,0,3,227,24,0,0,0,0,0,0,254,22,14,20,46,87,22,14,7,3,0,2,2,0,3,2,0,0,7,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Stadhuis,0518::SB517,,911,674,7,5,0,0,4,618,63,0,0,1,0,0,0,685,22,62,79,76,215,84,56,20,7,0,10,9,1,1,0,0,3,29,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau OBS Zuidwalschool,0518::SB519,,1862,478,6,1,0,0,0,429,56,0,0,0,0,0,0,485,17,49,52,36,119,69,50,11,3,0,17,6,1,0,0,0,4,44,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Opvoedpoli,0518::SB521,,1698,573,1,3,0,0,4,540,33,0,0,0,0,0,0,577,22,52,49,66,165,94,50,11,3,0,14,4,4,1,0,0,0,37,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijk- en Dienstencentrum De Kronkel,0518::SB522,,905,404,1,0,0,0,0,353,52,0,0,0,0,0,0,405,19,94,36,24,82,35,48,5,7,0,8,8,3,0,1,1,2,31,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau R.K. Basisschool St. Carolus,0518::SB523,,1642,419,0,2,0,0,0,363,58,0,0,0,0,0,0,421,19,81,35,40,106,52,42,3,3,0,11,6,0,0,1,1,0,19,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau PEP Den Haag,0518::SB524,,546,307,1,1,0,0,1,286,22,0,0,0,0,0,0,309,12,29,26,43,88,35,20,6,1,0,4,6,0,2,1,0,0,34,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau OBS De Voorsprong,0518::SB525,,1816,267,0,2,0,2,0,230,37,0,0,2,0,0,0,267,22,54,56,5,48,15,34,9,1,0,2,6,1,1,0,2,0,11,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Verpleeghuis De Schildershoek,0518::SB527,,2609,379,3,8,0,6,1,296,87,0,0,6,0,0,0,384,21,49,113,5,80,19,59,7,0,0,4,14,1,0,0,0,1,6,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Sporthal Oranjeplein,0518::SB528,,1086,280,2,5,0,0,2,247,38,0,0,0,0,0,0,287,12,39,62,12,66,23,34,4,0,0,4,6,0,2,0,0,0,16,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Chr. Koningin Beatrixschool,0518::SB531,,827,112,0,2,0,0,0,84,30,0,0,0,0,0,0,114,5,10,40,2,34,2,14,3,0,0,1,0,0,0,0,1,0,0,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Nationaal Toneel oefenruimte,0518::SB532,,1550,693,3,1,0,0,0,618,79,0,0,0,0,0,0,697,50,43,50,146,224,52,39,15,3,0,4,24,0,0,1,0,0,42,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Shri Vishnu Basisschool,0518::SB533,,1346,186,1,0,0,0,2,141,44,0,0,0,0,0,0,187,14,39,48,1,35,6,31,2,1,0,3,1,0,0,0,0,0,5,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Buurtcentrum Octopus,0518::SB535,,1458,207,1,2,0,0,0,163,47,0,0,0,0,0,0,210,34,13,41,0,52,13,37,1,0,0,2,1,0,3,1,0,1,8,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Buurtcentrum De Burcht,0518::SB536,,1510,224,0,2,0,0,0,170,56,0,0,0,0,0,0,226,29,21,80,1,42,10,31,2,0,0,1,0,1,2,0,1,0,3,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau OBS De Springbok,0518::SB537,,1630,196,7,1,0,0,0,179,25,0,0,0,0,0,0,204,24,33,40,6,31,13,29,3,2,0,1,0,0,1,0,1,2,9,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau OBS De Springbok,0518::SB538,,1097,213,0,0,0,0,1,172,40,0,0,0,0,0,0,213,19,27,45,11,32,9,37,9,4,0,2,2,0,2,1,1,0,11,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Buurthuis Boerenplein,0518::SB539,,1767,305,2,10,0,0,1,245,71,0,0,0,0,0,0,317,37,62,90,2,52,8,45,1,1,0,0,3,0,0,0,0,0,4,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Sportcafé Transvaal,0518::SB541,,3178,292,1,4,0,0,4,239,54,0,0,0,0,0,0,297,26,71,56,5,44,11,46,5,2,0,3,10,0,1,1,1,1,9,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Buurt- en Kerkhuis De Paardenberg,0518::SB543,,1654,225,1,0,0,0,0,177,49,0,0,0,0,0,0,226,16,53,48,6,42,16,25,4,0,0,5,0,1,0,0,0,0,9,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Buurtcentrum Octopus,0518::SB546,,1123,225,1,1,0,0,2,176,49,0,0,0,0,0,0,227,31,44,43,0,39,6,47,2,2,0,4,1,0,1,0,0,0,5,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Chr. Koningin Beatrixschool,0518::SB548,,1119,237,4,2,0,0,0,189,54,0,0,0,0,0,0,243,16,30,70,3,48,7,37,12,0,0,3,3,0,0,0,0,0,8,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Het Schakelpunt,0518::SB550,,1703,903,1,1,0,0,3,803,99,0,0,0,0,0,0,905,72,98,84,167,231,57,58,21,9,0,6,20,3,0,1,5,0,71,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Stayokay,0518::SB551,,1623,205,0,0,0,0,0,195,10,0,0,0,0,0,0,205,10,19,18,14,56,37,20,2,1,0,14,3,0,1,0,0,1,9,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Buurtcentrum Parada,0518::SB552,,1847,311,0,2,0,0,1,267,45,0,0,0,0,0,0,313,38,26,58,12,65,39,35,6,0,0,7,2,1,1,1,2,0,17,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Johan de Witt locatie Hooftskade,0518::SB554,,923,193,1,9,0,0,2,168,33,0,0,0,0,0,0,203,11,39,55,5,34,10,29,0,0,0,1,3,0,1,0,0,0,5,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau D'ROEM,0518::SB555,,1303,418,0,1,0,0,2,372,45,0,0,0,0,0,0,419,17,30,44,25,97,94,34,7,0,0,13,15,1,3,0,0,3,35,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Huis van Europa,0518::SB556,,95,296,0,0,0,0,9,260,28,0,1,0,1,0,0,297,37,11,31,33,106,43,7,7,2,0,0,6,1,0,1,1,0,10,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau MOC,0518::SB557,,1358,153,1,2,0,0,2,126,27,0,0,0,0,0,0,155,19,26,40,2,31,7,18,1,0,0,1,0,0,1,0,0,1,5,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Museum voor Communicatie,0518::SB558,,70,96,0,0,0,0,0,86,10,0,0,0,0,0,0,96,3,5,12,18,27,19,3,0,2,0,1,0,0,0,0,0,0,6,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Paard van Troje (7.30 tot 19.00uur),0518::SB559,,0,253,0,0,0,0,1,231,21,0,0,0,0,0,0,253,17,18,25,20,71,47,20,1,1,0,8,2,2,0,0,1,3,16,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Haagse Hogeschool,0518::SB601,,1727,391,3,4,0,0,5,356,37,0,0,0,0,0,0,398,21,40,45,26,123,59,32,8,3,0,15,2,0,0,1,0,0,15,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Activiteitencentrum Mosaico,0518::SB602,,465,74,1,0,0,0,2,55,18,0,0,0,0,0,0,75,7,14,14,2,10,2,20,0,0,0,0,3,0,1,0,0,0,1,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Stadsdeelkantoor Laak,0518::SB603,,2404,450,3,7,0,0,0,404,56,0,0,0,0,0,0,460,26,91,91,18,69,20,78,12,2,0,9,7,3,3,6,1,0,13,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Esloo College,0518::SB605,,1460,195,0,3,0,0,1,165,32,0,0,0,0,0,0,198,10,44,45,9,30,10,23,7,0,1,1,7,0,0,0,2,1,5,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Cooperatief Eigenwijzer,0518::SB606,,1166,145,1,0,0,0,0,124,22,0,0,0,0,0,0,146,13,39,24,6,21,11,17,2,0,0,1,4,0,0,1,0,0,6,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum De Veegpost,0518::SB608,,3279,445,3,4,0,0,0,416,36,0,0,0,0,0,0,452,22,150,37,15,57,47,60,4,6,0,7,8,0,1,1,1,0,29,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Chr. Basisschool De Horizon,0518::SB609,,2197,419,2,3,0,1,1,373,49,0,0,1,0,0,0,423,23,159,34,35,55,23,40,4,3,1,14,8,1,0,0,0,1,18,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Chr. Basisschool De Horizon,0518::SB610,,1902,351,0,2,0,0,0,313,40,0,0,0,0,0,0,353,25,147,28,21,35,20,20,9,6,0,1,13,1,0,2,3,0,20,0,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Centrum De Wissel,0518::SB611,,1247,285,4,2,0,0,1,261,29,0,0,0,0,0,0,291,17,107,29,9,34,13,34,11,1,1,1,7,1,3,0,0,2,14,1,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Centrum De Wissel,0518::SB612,,1416,260,1,2,0,0,0,228,35,0,0,0,0,0,0,263,17,91,37,5,32,15,35,2,0,1,3,6,0,6,0,1,0,7,2,,
,'s-Gravenhage,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau OBS De Spoorzoeker,0518::SB613,,1019,199,0,1,0,0,1,170,28,0,0,0,0,0,0,199,22,42,22,2,37,10,37,3,2,0,3,3,1,1,0,3,0,11,0,,
