contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,VVD,CDA,Partij van de Arbeid (P.v.d.A.),Partij voor de Dieren,Waterschap@inwonersbelangen,ChristenUnie,"AWP niet politiek, wel deskundig",Staatkundig Gereformeerde Partij (SGP),50PLUS
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBS Tuindorp,0344::SB85,3571 EN,2027,1294,25,2,0,2,0,1187,136,0,0,2,0,0,1323,483,194,87,168,160,28,50,106,2,16
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Krammstate,0344::SB87,3571 AX,1396,718,40,2,0,2,0,726,36,0,0,2,0,0,762,250,63,52,59,122,15,53,90,3,11
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Parnassos,0344::SB88,3581 GK,1143,860,32,4,0,0,0,826,70,0,0,0,0,0,896,287,85,40,103,182,22,53,78,6,4
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Nieuwe Regentesseschool,0344::SB89,3581 GL,1796,857,32,5,0,0,0,840,54,0,0,0,0,0,894,258,131,47,90,179,13,39,87,5,8
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gymzaal Schoolplein,0344::SB90,3581 PX,1196,914,43,0,1,0,0,884,74,0,0,1,0,0,958,286,158,54,104,152,19,48,82,4,7
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Podium Oost,0344::SB91,3581 LJ,1448,1196,45,4,0,4,0,1158,91,0,0,4,0,0,1249,390,169,85,130,219,26,55,95,6,21
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Sporting '70,0344::SB92,3573 PV,911,360,10,0,1,0,2,335,32,0,1,0,0,0,369,123,56,25,52,37,7,20,38,0,2
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Basisschool De Odyssee,0344::SB93,3581 MJ,1509,1029,29,5,0,2,0,970,95,0,0,2,0,0,1065,333,164,54,109,193,21,34,102,8,11
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Geerteschool,0344::SB94,3582 AX,2008,992,33,4,0,0,0,969,60,0,0,0,0,0,1029,360,113,63,86,200,21,35,96,2,16
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Buurthuis Sterrenzicht,0344::SB95,3582 PL,1364,649,24,4,0,3,2,613,65,0,0,3,0,0,680,188,64,43,65,144,33,16,46,5,45
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gymzaal Burg. Fockema Andreaelaan,0344::SB96,3582 KA,2810,1318,67,1,0,0,1,1304,83,2,0,2,0,0,1388,476,112,94,123,243,27,35,174,9,25
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Prof. Kohnstammschool,0344::SB98,3582 HD,1505,620,11,2,0,0,1,582,50,0,0,0,0,0,633,201,81,49,80,84,15,34,59,10,7
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Rode Kruis,0344::SB99,3582 GE,1223,736,19,3,0,1,1,699,59,0,0,1,0,0,759,245,44,40,84,180,24,27,71,5,16
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Utrechtse Schoolvereniging,0344::SB100,3583 BP,1687,1309,26,2,0,0,0,1207,128,0,2,0,2,0,1335,478,190,77,144,212,27,62,84,7,28
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau De Hoogstraat Revalidatie,0344::SB101,3583 TM,1910,1198,29,2,1,0,1,1109,118,0,1,0,0,0,1228,495,180,56,108,185,34,45,76,8,11
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Daltonschool Rijnsweerd,0344::SB103,3584 GV,1862,1039,27,4,0,0,0,957,113,0,0,0,0,0,1070,347,171,68,104,141,20,57,110,5,16
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau University College Utrecht,0344::SB104,3584 EE,1634,557,13,1,2,0,0,514,59,0,0,2,0,0,573,205,84,39,42,69,20,30,61,3,4
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau De Saffier,0344::SB106,3523 RC,2086,1108,25,12,4,4,0,1074,79,0,0,8,0,0,1153,383,60,71,131,217,29,72,113,6,26
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Kinderboerderij Nieuw Rotsoord,0344::SB107,3523 CD,1865,1048,36,5,0,5,1,1015,78,0,0,5,0,0,1094,373,119,58,96,204,6,49,103,21,19
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Grand Hotel Karel V,0344::SB108,3511 XA,1046,606,15,1,0,0,1,584,37,0,0,0,0,0,622,216,58,34,60,123,14,37,54,7,3
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Sporthal Hoograven,0344::SB109,3523 KJ,2398,1138,35,7,0,1,0,1066,115,0,0,1,0,0,1181,396,113,80,140,154,41,55,90,4,65
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Kringloopcentrum De Arm,0344::SB111,3525 BB,2102,1072,50,5,0,1,0,1015,113,0,0,1,0,0,1128,333,101,52,160,156,42,69,107,9,43
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Wijkbureau Zuid,0344::SB112,3525 AA,1699,1018,44,7,0,4,1,953,111,0,4,0,0,0,1065,311,90,53,157,175,49,55,88,5,35
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Wooncomplex Nieuw Plettenburgh,0344::SB113,3523 XZ,2869,1398,56,5,0,18,1,1370,106,0,0,18,0,0,1477,423,130,117,183,197,40,66,156,11,75
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau School De Baanbreker,0344::SB114,3524 HH,1637,735,28,4,0,11,0,700,78,0,0,11,0,0,778,229,50,34,107,122,21,49,84,2,37
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gymzaal Goeree 6,0344::SB115,3524 ZZ,2826,1284,33,9,5,0,0,1224,108,1,0,6,0,0,1332,466,72,67,200,250,38,57,90,12,32
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Koppelsteede,0344::SB116,3524 SK,1830,737,26,5,0,0,0,712,56,0,0,0,0,0,768,219,38,33,104,174,31,38,53,5,42
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Wooncentrum De Koppel,0344::SB118,3524 BX,1827,820,45,3,1,0,0,830,39,0,0,1,0,0,869,281,37,44,98,198,19,38,76,10,19
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Activiteitencentrum De Musketon,0344::SB119,3524 BP,1425,1516,57,3,0,1,3,1475,97,0,1,0,0,0,1575,556,93,90,148,297,41,73,139,10,69
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau MBO Utrecht,0344::SB122,3526 AB,2655,443,28,3,0,0,0,408,66,0,0,0,0,0,474,89,30,31,129,74,23,20,21,6,20
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Da Costaschool Kanaleneiland,0344::SB123,3526 VN,2379,868,80,10,0,1,0,802,155,0,1,0,0,0,957,183,63,36,251,115,57,66,64,8,25
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Universitair Medisch Centrum Utrecht,0344::SB124,3584 CX,0,452,33,0,0,2,0,461,26,0,0,2,0,0,487,157,34,46,46,66,4,29,62,5,3
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau R.O.C. Marco Pololaan,0344::SB125,3526 GJ,2490,895,48,1,1,0,0,854,91,0,0,1,0,0,945,236,83,71,140,167,44,40,90,8,16
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Hart van Noord,0344::SB126,3527 BR,2223,778,50,8,0,10,1,739,106,0,0,10,0,0,846,159,66,45,226,111,46,47,48,14,16
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau School Rafael,0344::SB127,3527 BA,2303,451,48,9,7,0,0,403,113,1,0,8,0,0,516,87,26,36,147,60,27,25,25,0,18
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Wijkspeeltuin De Boog,0344::SB128,3521 ER,831,438,11,1,0,0,0,412,38,0,0,0,0,0,450,129,52,36,42,78,13,24,46,5,13
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Zorgcentrum De Bijnkershoek,0344::SB129,3527 XL,1634,698,27,9,0,0,0,687,48,1,0,1,0,0,735,166,65,56,123,129,34,38,46,7,34
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Serviceflat De Keizershof,0344::SB130,3527 JK,1467,619,21,1,0,1,0,602,38,0,1,0,0,0,640,154,63,50,76,112,35,43,43,10,33
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Parc Transwijk,0344::SB131,3526 XB,1511,589,37,7,0,2,0,592,39,0,2,0,0,0,631,125,38,54,128,92,24,26,37,4,61
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau De Wereldwijzer,0344::SB132,3522 TM,3034,998,37,7,0,0,0,945,99,2,0,2,0,0,1044,333,107,62,133,170,31,33,69,8,52
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Maaspleinschool,0344::SB134,3522 BV,2503,1096,46,11,0,1,0,1044,110,0,0,1,0,0,1154,291,70,71,173,206,63,56,82,8,76
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau R.O.C. Vondellaan,0344::SB136,3521 GH,2275,1230,34,3,0,8,0,1186,90,1,0,9,0,0,1276,417,138,68,155,206,27,63,122,7,27
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gertrudisschool,0344::SB137,3522 AR,961,864,35,2,1,0,0,828,72,0,1,0,0,0,900,295,102,45,106,151,25,37,65,9,29
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Kindercluster Voorn,0344::SB139,3544 TT,1936,1147,44,0,0,0,0,1052,139,0,0,0,0,0,1191,355,159,64,137,156,41,40,137,18,40
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBS De Klimroos,0344::SB140,3544 AK,1470,903,24,5,27,0,0,813,92,0,27,0,0,0,905,218,137,60,138,124,53,33,92,11,37
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Projecthuis De Kersentuin,0344::SB141,3544 VD,1659,756,17,3,0,0,1,687,88,0,0,0,0,0,776,236,91,44,106,106,36,38,44,15,40
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Boerderij de Hoef,0344::SB142,3541 BC,2301,575,16,0,0,0,0,517,76,0,0,2,0,0,593,143,92,36,66,76,28,47,48,6,33
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Sportcampus,0344::SB143,3544 DA,4246,1311,31,6,0,0,2,1168,176,0,2,0,2,0,1346,330,215,86,210,202,43,83,103,14,25
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Wijkservicecentrum Vleuten-De Meern,0344::SB144,3451 BK,2161,1423,31,6,0,1,0,1311,150,0,0,1,0,0,1461,397,272,167,101,145,101,75,77,24,64
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau St. Bonifatiusschool,0344::SB145,3455 SK,344,226,8,0,0,0,1,208,25,0,0,0,0,0,234,79,33,39,11,27,13,5,7,1,11
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Kees Valkensteinschool,0344::SB146,3451 VD,1575,882,12,2,0,0,0,827,69,0,0,0,0,0,896,293,145,79,70,73,81,43,38,16,44
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Fletiohal,0344::SB147,3451 EC,1629,919,13,4,0,0,0,861,75,0,0,0,0,0,936,312,159,87,49,91,56,55,48,10,52
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Waterwin,0344::SB148,3543 BT,1677,831,21,4,0,0,2,742,112,0,0,0,0,0,856,190,201,66,116,99,22,51,63,3,20
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Kerkestein,0344::SB149,3451 CC,1278,759,10,2,0,2,0,685,88,0,0,2,0,0,773,184,131,109,68,105,47,49,33,6,27
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Sportcentrum Oudenrijn,0344::SB150,3451 HG,2059,1095,16,4,0,1,0,970,144,0,1,0,0,0,1114,264,321,108,75,99,54,53,68,10,43
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Vereenigingsgebouw De Zandweg,0344::SB151,3454 HA,1532,874,22,3,0,2,0,807,94,0,0,2,0,0,901,218,148,118,67,94,58,51,49,16,55
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau De Meanderschool,0344::SB152,3454 CX,1760,1102,16,2,0,1,1,1023,97,0,0,1,0,0,1121,278,206,135,89,124,67,64,69,20,50
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gymzaal Mereveldlaan,0344::SB153,3454 CA,1716,899,12,4,0,0,0,811,104,0,0,0,0,0,915,215,182,112,79,91,45,36,57,36,46
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Dienstencentrum De Roef,0344::SB154,3454 GV,1352,704,6,2,0,0,1,645,66,0,0,0,0,0,712,184,111,90,78,64,49,35,28,12,53
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Activiteitencentrum De Pijler,0344::SB155,3453 NP,1781,949,19,6,0,4,0,877,101,0,0,4,0,0,978,203,192,88,97,91,72,43,74,13,76
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau De Krullevaar,0344::SB156,3453 PH,3210,1147,38,8,0,2,0,1047,148,0,0,2,0,0,1195,250,241,99,132,123,56,64,113,12,57
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gymzaal Ten Veldestraat,0344::SB158,3454 EN,1366,784,24,4,0,0,0,732,80,0,0,0,0,0,812,197,127,93,77,80,46,34,62,12,56
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Paviljoen Wieler- en Skeelercentrum,0344::SB159,3546 PM,204,104,5,0,0,0,0,100,9,0,0,0,0,0,109,14,25,30,2,12,8,5,0,5,3
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau UW bedrijven,0344::SB160,3542 CA,120,143,8,3,0,0,1,141,12,0,0,0,0,0,154,29,32,7,19,24,7,7,4,0,14
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gymzaal De Twaalfruiter,0344::SB161,3452 SR,2019,763,11,1,0,0,0,680,95,0,0,0,0,0,775,184,199,71,88,71,40,32,50,11,17
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau KBS De JazzSingel,0344::SB162,3543 GB,593,337,12,1,0,0,0,312,38,0,0,0,0,0,350,78,71,26,55,37,14,19,24,3,10
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Sportzaal Broos Gerssen,0344::SB163,3453 RD,1747,901,26,1,0,0,0,815,112,0,1,0,0,0,927,194,187,94,104,109,52,37,59,12,53
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Kindercluster De Weide Wereld,0344::SB164,3452 CB,2036,1255,17,5,0,6,0,1109,174,0,0,6,0,0,1283,315,253,137,121,160,77,59,75,9,49
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau De Stits,0344::SB165,3452 DN,2041,659,15,2,0,0,0,589,87,0,0,0,0,0,676,154,165,66,61,59,24,25,42,16,47
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Boogh Utrecht Leidsche Rijn,0344::SB166,3543 BR,1908,943,25,5,0,0,1,863,110,0,0,1,1,0,974,236,166,75,141,95,34,42,84,14,56
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau 't Zand,0344::SB167,3544 DB,1903,1052,21,7,0,1,1,940,140,0,0,1,0,0,1081,313,195,65,167,96,29,47,105,4,31
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Zorgcentrum De Drie Ringen,0344::SB168,3544 NW,1977,827,17,5,0,0,0,753,96,0,0,0,0,0,849,213,141,63,91,96,37,40,82,21,43
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Cultuurcampus Vleuterweide,0344::SB169,3452 MD,2057,1305,31,3,0,5,2,1191,141,0,5,0,0,0,1334,317,309,121,160,118,48,50,97,12,73
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Brandweer Vleuterweide,0344::SB170,3451 WE,1791,729,13,8,0,2,0,649,99,0,2,0,0,0,748,197,148,71,81,80,37,33,54,2,26
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Educatoruim,0344::SB171,3584 CE,2032,1052,83,0,0,8,2,1110,31,0,0,8,0,0,1143,434,65,100,70,183,11,37,144,4,4
