contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,ChristenUnie,VVD,Betaalbaar Water,AWP niet politiek wel deskundig,50PLUS
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Groninger Forum Beijum Bibliotheek,0014::SB266,9736 MA,1460,427,7,3,0,3,0,409,24,0,4,0,1,0,433,160,86,12,50,20,50,13,36
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Heerdstee,0014::SB267,9736 EA,1152,394,6,0,0,0,0,366,34,0,0,0,0,0,400,141,88,24,39,8,40,22,32
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gymlokaal Stoepemaheerd,0014::SB268,9737 TJ,1423,1096,26,4,0,14,0,1032,80,0,14,0,0,0,1112,434,232,35,87,41,138,68,61
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Sporthal Selwerd,0014::SB300,9741 EW,3428,623,27,4,0,4,0,617,33,0,4,0,0,0,650,259,128,35,38,54,58,25,26
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Sporthal Selwerd,0014::SB301,9741 EW,3,350,8,0,0,4,0,348,14,0,0,4,0,0,362,144,88,19,23,26,17,21,12
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau ZINN locatie De Es,0014::SB302,9741 HM,957,464,19,5,0,0,0,458,29,0,1,0,1,0,487,143,92,39,72,24,48,10,36
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Basisschool de Wegwijzer,0014::SB304,9741 LE,1250,515,19,3,0,1,0,506,30,0,1,0,0,0,536,174,86,43,76,45,31,22,38
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Fontein,0014::SB305,9741 EZ,1428,468,14,0,0,1,0,450,33,0,0,1,0,0,483,174,86,43,62,22,30,20,31
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Verpleeghuis 't Blauwbörgje,0014::SB311,9742 BL,1981,883,19,6,0,0,1,855,52,0,0,0,0,0,908,349,195,56,64,69,87,28,35
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Bao Trieu Sportcentrum,0014::SB312,9742 LZ,1367,370,8,4,0,0,0,352,29,0,1,0,1,0,381,115,85,27,49,21,33,12,28
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Bisschop Bekkersschool,0014::SB313,9742 KT,1389,396,13,0,0,0,0,373,36,0,0,0,0,0,409,111,77,28,43,27,51,17,42
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Woonzorgcentrum Bernlef,0014::SB314,9742 LB,1855,569,22,3,0,0,0,553,41,0,0,0,0,0,594,162,143,44,40,32,67,27,54
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Plutozaal,0014::SB316,9742 GK,1669,611,15,6,0,0,1,604,28,1,0,1,0,0,633,204,128,45,67,46,44,37,40
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau 't Vinkhuys,0014::SB320,9743 BJ,1349,666,21,10,0,1,0,657,41,0,0,1,0,0,698,254,133,36,66,40,63,30,44
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Rietwierde,0014::SB321,9746 RS,1276,931,21,2,0,1,2,856,95,0,1,0,0,0,953,336,188,69,70,120,68,38,42
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gymzaal Goudlaan,0014::SB322,9743 CA,1221,339,8,2,0,0,0,322,26,0,1,0,1,0,348,97,68,15,37,20,48,16,38
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau ZINN locatie Platina,0014::SB323,9743 GN,1286,491,7,3,5,0,0,473,33,0,0,5,0,0,506,137,124,43,40,23,52,14,58
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Veldspaat,0014::SB324,9743 XV,1610,676,17,3,0,0,0,649,47,0,0,0,0,0,696,222,162,45,54,38,79,16,60
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Buurtcentrum De Wende,0014::SB326,9743 CP,1510,556,18,3,0,0,0,532,44,0,1,0,1,0,576,165,109,43,77,32,49,34,47
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dagverblijf Ilmarinen,0014::SB327,9743 JK,1917,683,23,6,0,0,0,677,35,0,0,0,0,0,712,213,97,47,181,25,55,15,50
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Kinderopvang De Kleine Held,0014::SB328,9745 CP,1599,735,4,1,0,1,0,680,61,0,0,1,0,0,741,280,140,42,64,66,67,31,45
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Goudvink,0014::SB329,9743 CH,925,360,10,0,0,0,0,333,37,0,0,0,0,0,370,118,81,17,41,13,48,14,28
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Strinke,0014::SB331,9727 AS,1659,667,14,3,0,6,0,599,79,0,6,0,0,0,678,209,130,41,86,77,72,23,29
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Anne Frankschool,0014::SB334,9744 HW,1623,920,7,5,0,4,0,866,62,0,4,0,0,0,928,295,154,64,118,45,128,32,84
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau CBS Aquamarijn,0014::SB335,9746 BJ,1567,816,9,1,0,0,0,735,91,0,0,0,0,0,826,294,155,67,85,103,51,30,31
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Verenigingsgebouw PG Hoogkerk,0014::SB340,9745 CJ,2180,662,6,5,1,0,0,603,68,0,2,0,1,0,671,181,102,50,105,34,112,26,52
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Recreatiezaal Ruskenborg,0014::SB341,9744 DA,1018,510,6,2,0,0,0,470,48,0,0,0,0,0,518,156,97,44,68,30,57,14,44
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gabriëlflat,0014::SB342,9744 KC,1019,552,9,2,0,1,0,521,41,0,1,0,0,0,562,166,112,38,71,29,77,23,36
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Verenigingsgebouw De Hoeksteen,0014::SB350,9746 TN,717,190,1,0,0,0,0,170,21,0,0,0,0,0,191,69,41,14,16,22,12,11,5
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Tijdelijke kantoorunit 1 bij Hoofdstation,0014::SB400,9726 AE,0,671,28,0,0,3,3,674,25,0,0,3,0,0,702,290,145,52,53,54,31,28,18
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Stadhuis Felicitatieruimte,0014::SB401,9712 HN,0,257,9,0,0,0,0,258,8,0,0,0,0,0,266,122,40,20,15,27,14,15,4
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Stadhuis Trouwzaal,0014::SB402,9712 HN,0,389,18,2,0,0,0,399,11,0,0,1,0,1,410,163,72,25,27,44,21,23,14
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau DUO/Belastingdienst,0014::SB404,9722 TB,0,229,4,0,0,0,1,219,13,0,0,0,0,0,233,99,51,10,19,17,13,11,9
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,"Stembureau Hanzehogeschool, Van OlstToren",0014::SB410,9747 AS,0,443,23,0,0,0,0,455,12,1,0,1,0,0,467,197,80,28,37,47,23,28,3
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Provinciehuis,0014::SB415,9712 JN,353,339,9,1,0,2,0,324,23,0,2,0,0,0,347,167,63,11,20,39,19,18,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Universitair Medisch Centrum Groningen,0014::SB430,9713 GZ,0,722,29,4,0,0,2,715,38,0,0,0,0,0,755,349,158,38,44,68,26,24,15
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Universitair Medisch Centrum Groningen,0014::SB431,9713 GZ,0,483,11,1,0,0,2,465,26,0,2,0,0,0,493,187,100,41,38,54,32,22,9
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Martini Ziekenhuis,0014::SB440,9728 NT,976,455,6,2,0,0,0,415,45,0,3,0,3,0,460,177,96,33,27,38,45,10,29
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Harmoniecomplex (RUG),0014::SB450,9712 EK,0,473,14,4,0,1,1,471,20,0,0,1,0,0,492,231,99,20,28,45,19,29,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Openbare Bibliotheek Groningen,0014::SB451,9712 GH,0,396,15,1,0,0,0,391,19,0,2,0,2,0,410,204,76,13,29,29,17,20,8
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Bureau Meerstad,0014::SB457,9613 CV,0,15,0,0,0,0,0,13,2,0,0,0,0,0,15,7,3,0,2,0,0,1,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gemeentehuis I,0014::SB501,9751 AN,0,18,0,0,0,0,0,16,2,0,0,0,0,0,18,10,3,2,1,0,0,1,1
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Woonzorgcentrum De Dilgt,0014::SB502,9751 ND,0,46,0,0,0,0,0,44,2,0,0,0,0,0,46,12,15,2,9,2,3,3,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Huize Maarwold,0014::SB503,9752 HM,179,119,1,0,0,0,0,109,9,0,2,0,2,0,118,26,11,13,5,33,9,14,8
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gemeentehuis II,0014::SB504,9751 AN,0,10,0,0,0,1,0,11,0,0,0,1,0,0,11,2,4,0,0,2,0,2,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Buurthuis De Mellenshorst,0014::SB505,9753 HS,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Huize Westerholm,0014::SB506,9752 LS,0,4,0,0,0,1,0,5,0,0,0,1,0,0,5,1,1,0,0,1,1,0,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis De Tiehof,0014::SB508,9755 PM,0,4,0,1,0,0,0,4,1,0,0,0,0,0,5,2,0,0,0,1,0,1,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis De Groenenberg,0014::SB509,9756 BZ,0,4,0,0,3,0,0,3,4,0,0,3,0,0,7,0,0,0,0,2,0,1,1
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis De Hoeksteen,0014::SB510,9479 PA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Koepel De Middelhorst,0014::SB511,9751 CV,0,5,0,0,0,1,0,6,0,0,0,1,0,0,6,0,3,0,0,0,1,1,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau O.B.S. De Linde,0014::SB512,9751 GA,0,8,0,0,0,0,0,8,0,0,0,0,0,0,8,3,4,0,0,0,0,1,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Huize Zonnehof,0014::SB514,9752 HW,0,6,0,0,0,0,0,8,1,0,0,3,3,0,9,1,2,2,0,0,1,0,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau O.B.S. De Wissel,0014::SB515,9753 HN,0,8,0,0,0,0,0,8,2,0,0,2,0,2,10,3,2,0,1,1,1,0,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Nieuw Erasmusheem,0014::SB516,9752 PE,0,4,0,0,0,1,2,2,1,0,0,1,0,0,5,0,0,0,0,0,1,0,3
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Zorgboerderij De Mikkelhorst,0014::SB517,9753 BZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gemeentehuis,0014::SB601,9791 CT,1266,778,0,0,0,0,0,731,47,0,0,0,0,0,778,203,128,117,181,21,70,27,31
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Bloemhof,0014::SB602,9791 LA,1214,680,8,5,0,3,0,641,55,0,0,3,0,0,696,130,121,92,159,51,71,17,39
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Meul'n,0014::SB603,9796 PD,144,102,0,0,0,0,0,92,10,0,0,0,0,0,102,28,14,18,13,6,4,18,1
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis Trefpunt,0014::SB604,9797 PD,450,317,3,1,0,0,0,295,26,0,0,0,0,0,321,121,47,84,16,13,13,12,11
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis De Leeuw,0014::SB605,9798 PA,424,311,2,3,0,2,0,295,19,0,2,0,0,0,314,125,65,12,25,27,25,22,10
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis De Bongerd,0014::SB606,9795 PE,285,196,2,2,0,0,0,182,18,0,0,0,0,0,200,59,57,11,10,9,26,11,13
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gkv Ten Post,0014::SB607,9792 RA,772,449,2,0,0,1,0,417,33,0,1,0,0,0,450,87,54,57,113,37,64,22,15
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Bibliotheek,0014::SB608,9791 MD,1161,677,8,2,0,0,0,634,52,0,1,0,1,0,686,164,82,100,145,58,69,29,30
