contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),VVD,Democraten 66 (D66),GROENLINKS,CDA,Haagse Stadspartij,SP (Socialistische Partij),Politieke Partij Scheveningen (PPS),Partij voor de Dieren,Islam Democraten,Libertarische Partij (LP),ChristenUnie-SGP,Groep de Mos / Ouderen Partij Den Haag,Ouderenpartij HOOP,OPA,Partij van de Eenheid,FAMILIA (Directe Democraten),19
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau WZH Hoge Veld,0518::SB268,,1610,561,1,1,0,2,0,483,78,0,0,2,0,0,0,561,87,121,53,77,12,46,27,35,2,8,10,0,3,48,17,2,12,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Zomers Hof Middin,0518::SB269,,2075,456,2,0,0,0,0,414,44,0,0,0,0,0,0,458,86,68,22,57,25,32,10,41,0,6,40,2,8,25,3,0,31,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Basisschool de Gantel,0518::SB270,,3177,1547,2,1,0,3,0,1350,203,0,0,0,3,0,0,1553,167,281,237,260,56,162,72,68,6,27,19,5,51,93,21,2,10,4,6
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Zorghuis Dr. W. Drees,0518::SB301,,1324,859,2,2,0,1,0,793,71,0,0,0,1,0,0,864,95,81,89,175,64,54,172,36,5,23,1,6,22,29,5,0,1,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkvereniging de Kruin,0518::SB302,,1559,988,3,3,0,4,0,924,74,0,0,0,4,0,0,998,123,83,54,171,84,36,239,70,6,28,5,2,29,44,12,0,0,0,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS De Klimop,0518::SB303,,3207,963,4,11,0,1,0,846,131,0,0,1,0,0,0,977,137,121,34,125,85,36,161,79,3,24,66,1,17,31,3,1,36,1,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS De Bonte Vlinder,0518::SB304,,1384,739,3,0,0,1,0,655,88,0,0,0,1,0,0,743,66,72,60,134,66,43,155,46,7,17,0,7,14,40,4,2,0,2,4
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum Eltheto,0518::SB305,,835,563,1,2,0,1,0,509,58,0,0,0,1,0,0,567,56,57,49,100,45,18,128,32,2,20,1,1,30,20,2,0,2,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau R.K. Basisschool De Drie Linden,0518::SB306,,1261,521,0,1,0,0,0,469,53,0,0,0,0,0,0,522,71,88,27,63,29,31,90,47,2,18,8,0,13,23,2,0,8,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS De Zonnebloem,0518::SB307,,1035,822,1,2,0,0,0,755,73,0,3,0,3,0,0,828,67,65,113,131,93,43,179,32,11,27,0,3,6,44,6,1,0,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum De Hyacint,0518::SB308,,1293,780,0,1,1,0,0,697,83,0,0,1,0,0,0,780,75,107,74,115,54,50,152,40,9,18,1,1,21,51,7,0,1,1,3
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum De Hyacint,0518::SB309,,1461,807,2,0,0,0,0,743,71,0,0,0,5,0,0,814,57,128,57,111,69,55,193,26,9,13,0,1,28,50,6,1,0,0,3
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Chr. College De Populier,0518::SB310,,1588,1025,2,1,0,0,0,932,95,0,0,1,0,0,0,1027,89,95,87,205,73,70,207,56,21,27,3,2,24,54,5,2,0,4,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS Houtrust,0518::SB311,,1309,867,2,4,0,2,0,801,74,0,0,0,2,0,0,875,51,50,143,168,42,62,225,33,5,19,0,4,16,40,8,0,0,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Nutsschool Laan van Poot,0518::SB313,,1512,1244,1,2,0,2,0,1098,151,0,0,0,2,0,0,1249,87,78,305,240,70,95,227,15,7,18,0,0,36,53,9,2,0,2,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Verzorgingshuis Huize Eykenburg,0518::SB314,,1493,852,0,1,0,0,0,782,71,0,0,0,0,0,0,853,74,84,105,128,73,79,151,48,3,24,2,3,38,31,7,0,0,1,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Florence Woonzorgcentrum Uitzicht,0518::SB316,,702,491,2,1,0,0,0,458,36,0,0,0,0,0,0,494,44,26,70,72,33,64,88,16,8,9,0,3,15,36,7,0,0,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Sporthal Loosduinen,0518::SB317,,562,271,0,3,0,0,0,248,26,0,0,0,0,0,0,274,23,33,45,29,15,24,34,15,1,4,4,0,7,31,4,0,1,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau RKBS de Parkiet,0518::SB318,,1666,1070,0,2,0,1,0,934,137,0,0,1,0,0,0,1071,62,78,237,217,45,115,206,13,7,11,2,0,25,39,9,0,3,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Chr. Basisschool de Elout,0518::SB322,,2599,812,0,0,0,0,0,726,86,0,0,0,0,0,0,812,104,60,56,165,86,44,196,45,3,13,7,0,15,12,5,0,1,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau CBS de Vliermeent,0518::SB323,,3051,1818,7,6,0,0,0,1614,217,0,0,0,0,0,0,1831,142,177,194,297,191,128,370,75,16,39,4,2,55,118,6,0,3,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Restaurant 't Drieluik,0518::SB324,,671,241,2,1,0,1,0,216,29,0,0,0,1,0,0,245,31,19,8,25,28,14,41,16,0,1,25,0,7,0,0,0,25,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Florence - Woonzorgcentrum Jonker Frans,0518::SB325,,2591,929,1,9,0,0,0,806,133,0,0,0,0,0,0,939,188,103,35,118,73,62,104,63,3,26,56,3,17,27,5,0,46,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Stichting Federatie Eekta,0518::SB326,,1104,524,2,0,0,0,0,464,62,0,0,0,0,0,0,526,102,50,25,67,33,39,93,29,2,9,7,4,17,22,3,1,19,0,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Bibliotheek Segbroek,0518::SB327,,1236,909,4,3,0,0,0,833,83,0,0,0,0,0,0,916,130,83,44,175,91,29,166,65,10,26,18,5,16,30,6,1,13,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau De Goede Herder Kapel,0518::SB328,,2122,740,3,3,0,0,0,662,84,0,0,0,0,0,0,746,85,147,36,104,35,37,117,69,5,19,4,2,22,41,7,3,5,1,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau R.K. Basisschool De Drie Linden,0518::SB329,,1131,621,1,3,0,0,0,552,74,0,1,0,1,0,0,626,61,93,26,104,67,34,111,53,3,25,0,2,12,17,4,0,6,1,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum De Luifel,0518::SB331,,1317,483,3,0,0,0,0,434,52,0,0,0,0,0,0,486,67,62,20,61,31,34,75,39,2,15,9,3,14,35,7,0,9,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,"Stembureau Theater ""Zaal 3""",0518::SB332,,1069,490,2,2,0,0,0,425,69,0,0,0,0,0,0,494,59,45,22,108,35,21,114,31,3,8,8,1,3,12,1,2,17,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Bewonerscentrum REVA,0518::SB333,,113,392,0,1,0,0,0,352,41,0,0,0,0,0,0,393,51,12,23,96,53,16,95,14,3,7,2,0,4,8,0,0,8,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Basisschool Toermalijn,0518::SB335,,1899,919,2,14,0,7,0,789,153,0,0,0,7,0,0,942,197,83,31,147,54,56,91,46,3,11,42,2,20,19,3,0,114,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum De Regenvalk,0518::SB336,,2786,1376,3,9,5,0,0,1260,123,0,0,5,0,0,0,1383,181,97,95,302,159,52,266,84,6,34,18,2,25,36,6,0,11,1,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Chr. Basisschool de Elout,0518::SB337,,1232,927,0,1,0,0,0,813,115,0,0,0,0,0,0,928,127,58,62,183,125,40,218,46,3,11,8,1,12,17,10,3,3,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau 'Onder de Pannen' Omnigroen,0518::SB338,,1722,1045,1,0,0,0,0,942,104,0,0,0,0,0,0,1046,91,152,86,155,68,68,182,77,7,44,1,4,22,67,13,2,4,1,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkwinkel Noord Scheveningen,0518::SB402,,2275,1229,2,6,0,0,0,1107,134,2,2,0,4,0,0,1241,78,218,183,181,56,113,119,60,100,16,2,1,32,58,9,0,2,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Verpleeghuis De Eshoeve,0518::SB403,,627,453,0,0,0,0,0,403,50,0,0,0,0,0,0,453,33,47,84,78,24,35,55,10,24,12,1,0,21,16,10,0,2,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Woonzorgcentrum Oldeslo,0518::SB405,,889,651,1,2,0,0,0,585,69,0,0,0,0,0,0,654,22,71,198,102,27,62,87,10,26,15,0,0,7,13,8,1,1,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Verzorgingshuis Duinrust,0518::SB406,,737,479,0,1,0,0,0,412,68,0,0,0,0,0,0,480,29,38,127,87,19,27,72,5,21,3,1,4,20,21,2,1,1,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Buurtcentrum Kommunika,0518::SB407,,1548,883,4,2,0,2,0,807,84,0,0,0,2,0,0,891,54,152,78,110,30,38,73,43,138,24,1,1,55,75,7,0,3,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS Het Volle Leven,0518::SB408,,1074,449,0,1,0,0,0,401,49,0,0,0,0,0,0,450,30,58,52,58,22,28,49,23,57,4,2,1,16,44,3,0,1,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS Het Volle Leven,0518::SB409,,1415,545,2,2,0,1,0,487,63,0,0,0,1,0,0,550,33,76,84,82,21,33,67,22,47,22,0,1,12,38,3,0,2,2,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Muzee Scheveningen,0518::SB410,,1464,956,3,6,0,1,0,858,106,0,0,1,0,0,0,964,81,134,119,161,37,57,101,26,97,31,1,2,30,65,5,5,2,2,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Stichting De Thuishaven,0518::SB411,,964,508,4,1,0,0,0,469,44,0,0,0,0,0,0,513,39,61,37,42,12,62,49,24,72,19,0,2,31,53,4,0,0,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum Het Kalhuis,0518::SB412,,2456,1358,2,9,0,0,0,1237,132,0,0,0,0,0,0,1369,85,233,118,147,62,89,177,65,181,39,6,5,50,90,6,0,4,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Buurtcentrum Mallemok,0518::SB414,,2247,1013,1,1,0,5,0,902,118,0,0,0,5,0,0,1020,37,252,69,63,29,54,93,22,167,16,2,2,98,97,2,0,3,2,5
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Woonzorgcentrum Het Uiterjoon,0518::SB415,,1706,834,2,3,0,0,0,741,98,0,0,0,0,0,0,839,49,211,52,61,19,69,72,32,119,9,2,0,53,83,2,0,1,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkgebouw Rehoboth,0518::SB417,,1779,858,0,5,1,0,0,776,89,0,1,0,2,0,0,865,39,185,64,67,26,52,91,32,131,20,5,3,51,89,2,0,0,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Chr. Basisschool De Meerpaal,0518::SB418,,2314,1363,3,2,2,0,0,1182,184,0,0,2,0,0,0,1366,42,458,37,57,27,71,107,58,258,14,2,0,95,128,4,0,4,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum Het Trefpunt,0518::SB419,,2283,787,0,2,0,1,0,665,125,0,0,0,1,0,0,790,37,288,13,24,12,15,47,28,157,16,0,0,57,87,4,0,1,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Willem de Zwijgerschool,0518::SB420,,1764,1056,1,2,0,7,0,942,110,0,0,7,0,0,0,1052,73,60,228,241,35,86,159,15,51,31,1,2,28,31,7,0,2,6,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Nutsschool Boldingh,0518::SB421,,454,454,1,0,5,0,0,420,40,0,0,0,5,0,0,460,26,39,48,93,32,22,102,27,10,16,0,0,4,30,1,0,3,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkgebouw Thabor,0518::SB423,,1700,858,2,3,0,0,0,773,90,0,0,0,0,0,0,863,41,154,58,79,32,76,72,32,100,17,0,2,97,88,6,0,3,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Deutsche Internationale Schule,0518::SB425,,1278,853,1,2,0,3,0,787,72,0,0,0,3,0,0,859,73,52,159,193,67,65,137,31,19,19,1,2,17,13,4,0,0,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Gemeentemuseum,0518::SB426,,279,508,0,1,0,0,0,454,55,0,0,0,0,0,0,509,52,39,79,99,44,25,102,17,6,13,1,1,10,15,5,0,0,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Chr. Basisschool Het Mozaïek,0518::SB427,,1013,478,1,1,1,0,0,438,43,0,0,0,1,0,0,481,37,34,68,109,32,18,94,18,24,6,1,6,3,23,4,0,0,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Psycholoog Den Haag,0518::SB428,,777,413,1,1,0,0,0,360,55,0,0,0,0,0,0,415,31,28,83,102,19,13,89,16,9,10,0,0,4,8,0,0,0,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Chr. Basisschool Het Mozaiek,0518::SB429,,1519,563,1,1,1,0,0,500,64,0,0,1,0,0,0,564,55,42,95,118,21,41,106,19,14,13,0,1,13,17,6,0,2,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau De Oranjeschool,0518::SB430,,896,440,1,2,0,0,0,390,53,0,0,0,0,0,0,443,16,73,22,42,18,33,48,17,63,6,1,2,63,32,1,1,2,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS Annie M.G. Schmidt,0518::SB431,,708,288,0,1,0,0,0,260,29,0,0,0,0,0,0,289,18,17,56,67,11,19,80,3,2,3,0,0,4,7,1,0,0,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Serviceflat Haghesteyn,0518::SB432,,1750,855,7,4,0,20,0,811,75,0,0,0,20,0,0,886,88,49,81,208,83,44,176,48,2,28,3,4,10,16,8,0,5,0,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Verpleegcentrum Mechropa,0518::SB433,,1963,1038,2,3,0,2,0,925,120,0,0,0,2,0,0,1045,79,64,149,233,73,85,176,39,40,26,1,0,28,32,10,0,1,0,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Woonzorgcentrum Groot Hertoginneduin,0518::SB435,,1027,635,1,2,0,0,0,582,56,0,0,0,0,0,0,638,61,45,66,163,52,23,149,28,4,9,0,1,14,17,3,0,0,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Bowling Scheveningen,0518::SB436,,1824,799,0,4,0,0,0,703,100,0,0,0,0,0,0,803,57,134,161,95,16,46,79,29,72,19,3,0,10,69,6,1,0,2,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum 't Klokhuis,0518::SB501,,771,734,0,5,0,2,0,650,91,0,0,0,2,0,0,741,46,29,135,166,42,29,214,14,3,18,4,2,11,12,3,1,0,3,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijkcentrum 't Klokhuis,0518::SB503,,1138,633,0,2,0,0,0,558,77,0,0,0,0,0,0,635,45,25,137,133,34,29,187,11,1,11,1,0,7,7,4,0,0,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Chr. Basisschool De Spiegel,0518::SB504,,355,457,0,0,0,0,0,424,33,0,0,0,0,0,0,457,34,12,43,106,36,8,142,20,2,18,3,0,13,13,4,0,3,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Institute of Social Studies,0518::SB505,,1171,584,0,1,0,3,0,532,56,0,0,0,3,0,0,588,65,44,67,138,39,31,142,23,3,10,1,1,7,10,0,0,2,1,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Café De Vriendenkring,0518::SB506,,1178,669,2,2,0,0,0,609,64,0,0,0,0,0,0,673,57,33,91,156,55,27,187,21,4,15,1,1,2,5,4,0,9,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijk- en dienstencentrum De Heldenhoek,0518::SB507,,2213,1410,5,9,0,13,0,1276,161,0,0,0,13,0,0,1437,152,158,63,271,104,47,314,108,8,39,31,6,14,47,12,1,31,3,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Woonzorgcentrum Op de Laan,0518::SB509,,1697,902,5,1,0,0,0,831,78,0,1,0,1,0,0,909,89,61,111,191,72,48,189,46,5,28,4,2,13,27,10,0,4,0,2
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Da Costaschool,0518::SB510,,2857,1227,2,2,0,0,0,1087,147,0,3,0,3,0,0,1234,97,63,192,294,115,58,250,52,18,26,8,4,17,26,4,0,0,2,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Woonzorgcentrum Rivierenbuurt,0518::SB512,,2748,592,4,7,0,0,0,532,71,0,0,0,0,0,0,603,105,80,47,90,36,20,90,43,1,12,8,4,10,18,7,1,19,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Woonzorgcentrum Rivierenbuurt,0518::SB513,,603,567,0,3,0,0,0,513,57,0,0,0,0,0,0,570,103,60,36,121,34,10,73,44,4,18,11,2,8,19,2,1,19,1,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Staatsloterij,0518::SB516,,853,420,4,4,0,1,0,381,46,0,0,1,0,0,0,427,22,29,91,109,28,28,71,10,2,7,0,2,9,7,3,0,1,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Stadhuis,0518::SB517,,1842,1748,11,16,7,18,0,1562,188,0,0,25,0,0,0,1750,309,161,147,398,116,100,247,72,7,28,22,4,38,39,8,0,46,3,3
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS Zuidwalschool,0518::SB519,,970,466,1,1,0,0,0,423,42,0,0,3,0,0,0,465,64,41,36,75,35,20,109,31,0,13,18,0,6,6,1,1,10,0,0
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS Zuidwalschool,0518::SB520,,1123,427,0,3,3,0,0,356,77,0,0,0,3,0,0,433,69,43,19,66,43,14,87,24,1,7,22,0,6,7,2,0,16,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Opvoedpoli,0518::SB521,,1914,886,3,1,2,0,0,808,84,0,0,0,2,0,0,892,99,82,72,185,65,25,228,49,3,20,4,3,10,23,2,1,13,1,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Wijk- en Dienstencentrum De Kronkel,0518::SB522,,1503,816,4,7,0,1,0,731,95,0,0,1,0,0,0,826,109,119,38,122,43,30,150,60,6,22,29,2,5,40,3,3,34,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau R.K. Basisschool St. Carolus,0518::SB523,,1806,720,0,6,0,0,0,640,86,0,0,0,0,0,0,726,93,107,49,112,41,18,116,64,4,15,29,2,7,18,2,0,42,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau PEP Den Haag,0518::SB524,,671,443,4,4,0,0,0,413,38,0,0,0,0,0,0,451,45,20,54,106,46,16,103,23,2,14,0,0,4,3,1,0,5,0,1
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau OBS De Voorsprong,0518::SB525,,2089,863,2,8,0,5,0,678,200,0,0,0,5,0,0,878,149,71,15,96,54,23,67,40,1,13,187,0,11,28,3,0,102,0,3
,'s-Gravenhage,GR2014_sGravenhage,Gemeenteraad 's-Gravenhage 2014,0518,'s-Gravenhage,2014-03-19,Stembureau Verpleeghuis De Schildershoek,0518::SB527,,2035,751,3,6,0,0,0,577,183,0,0,0,0,0,0,760,202,46,7,72,28,40,36,36,0,12,127,1,5,23,1,0,115,0,0
