contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,GROENLINKS,Democraten 66 (D66),SP (Socialistische Partij),RED AMSTERDAM,CDA,Partij voor de Dieren,TROTS,10,Piratenpartij,De Groenen,Ouderen Partij Amsterdam (OPA),Amsterdam Sociaal,ChristenUnie,LEEFBAAR AMSTERDAM,De Republikeinse Politieke Partij,Partij Voor Vrije Amsterdammers (PVVA),Radicale Oppositie Beweging (R.O.B.),Nieuwe Amsterdamse Toekomst (NAT),OMA Amsterdam,Multicultureel Plus Partij (M+),Basis Inkomen Partij (BIP),Visie Op Amsterdam (Lijst Ina Brouwer),Partij van de Eenheid,Partij van de Ouderen (P.v.d.O.),Libertarische Partij (LP)
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Clutch,0363::SB78,,1031,473,3,2,0,0,0,455,25,0,0,1,0,0,0,480,98,44,65,141,57,8,3,9,1,1,8,1,3,3,1,1,0,7,3,3,2,0,1,2,9,1,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Clutch,0363::SB79,,939,411,1,2,0,0,0,382,31,0,0,1,0,0,0,413,72,41,60,137,41,5,10,7,0,0,6,4,3,2,4,0,0,4,2,2,0,2,0,3,5,0,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Noorderspeeltuin,0363::SB80,,1131,601,7,1,0,0,0,581,32,0,0,0,4,0,0,613,114,55,59,169,88,14,14,29,4,0,5,4,6,0,3,3,0,3,5,3,3,1,1,0,2,15,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Basisschool Insulinde,0363::SB81,,1047,474,5,7,0,0,0,431,51,0,0,4,0,0,0,482,97,37,76,104,62,4,5,11,2,0,11,1,3,0,8,1,1,1,2,2,0,18,1,0,25,2,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Kindervreugd,0363::SB82,,1123,439,7,4,0,1,0,400,51,0,0,0,1,0,0,451,87,20,71,70,83,5,19,11,0,0,5,2,5,0,8,2,0,5,1,1,0,10,2,1,15,15,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Basisschool Insulinde,0363::SB83,,1181,501,7,3,7,0,0,459,59,0,0,0,7,0,0,518,106,29,83,127,62,6,6,4,0,0,5,2,1,1,5,4,1,4,0,4,3,19,0,0,21,7,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Het JAV'ART Huis,0363::SB84,,1025,375,6,8,1,0,0,350,38,0,0,1,0,0,0,388,71,18,55,101,41,4,7,10,0,0,13,4,1,0,5,3,1,4,2,1,0,5,0,1,27,0,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Kindervreugd,0363::SB85,,1190,327,12,4,3,0,0,314,31,0,0,0,2,0,0,345,76,22,38,64,44,5,14,7,2,0,8,0,6,0,6,3,0,3,0,0,0,13,1,0,11,4,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Verenigingsgebouw Batavia,0363::SB87,,1150,434,9,10,0,0,0,396,57,0,0,0,0,0,0,453,107,10,48,84,65,7,3,10,1,0,10,3,4,0,11,4,1,5,1,1,4,17,4,0,28,6,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Sporthal Zeeburg,0363::SB89,,1219,334,2,3,0,0,0,307,32,0,0,0,0,0,0,339,56,29,47,85,38,7,5,14,0,0,11,2,2,1,5,2,0,1,1,11,0,1,0,1,4,7,4
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Het JAV'ART Huis,0363::SB90,,1010,722,4,11,0,0,0,655,80,0,0,0,13,0,0,735,191,44,104,121,99,6,12,16,1,0,13,6,2,0,12,2,0,10,2,3,1,23,7,2,36,9,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau OBS De Kleine Kapitein,0363::SB92,,1105,667,1,2,1,0,0,613,58,0,0,0,1,0,0,671,99,90,106,249,36,13,12,14,0,0,9,2,8,1,0,3,0,6,2,1,1,3,0,3,4,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau OBS De Kleine Kapitein,0363::SB93,,1181,656,1,2,0,0,0,619,45,0,0,4,0,0,0,664,137,97,85,229,46,15,5,12,0,0,10,1,2,1,3,2,0,2,0,0,0,1,3,0,0,3,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau KHL Koffiehuis,0363::SB94,,1086,618,2,4,0,0,0,578,45,0,0,0,0,0,0,623,107,61,115,200,43,15,14,11,0,0,11,3,5,0,5,1,0,11,4,1,2,0,0,1,0,0,8
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Kompaszaal,0363::SB95,,1063,795,3,2,0,1,0,729,72,0,0,0,1,0,0,801,182,105,142,212,56,17,15,23,1,2,8,3,7,2,5,0,0,2,2,4,0,0,0,2,2,3,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Basisschool Het Gouden Ei,0363::SB96,,1085,940,6,4,0,0,0,852,92,0,0,9,0,0,0,944,201,110,140,306,74,8,10,17,0,0,12,3,5,1,8,2,0,7,2,0,0,5,0,2,17,7,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau KHL Koffiehuis,0363::SB97,,1206,733,2,3,0,0,0,683,59,0,0,0,4,0,0,742,125,83,97,241,85,14,11,18,0,3,14,2,6,0,5,1,0,7,1,1,2,9,1,4,0,2,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Int.Inst voor Sociale Geschiedenis(IISG),0363::SB98,,1037,657,10,4,0,0,0,613,60,0,2,0,2,0,0,673,135,58,93,165,89,12,10,27,2,1,4,2,6,2,14,9,0,2,2,2,3,10,1,0,3,3,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Int.Inst voor Sociale Geschiedenis(IISG),0363::SB99,,1454,568,7,1,0,0,0,528,49,0,0,0,1,0,0,577,129,40,106,115,98,9,3,18,1,0,9,1,6,1,5,3,0,4,1,0,1,4,1,2,6,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Instroomhuis,0363::SB100,,1089,479,1,3,2,0,0,434,47,0,0,2,0,0,0,481,106,24,79,80,50,6,17,14,2,0,14,0,1,4,8,3,0,10,1,1,2,16,0,0,28,12,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Meevaart,0363::SB101,,1142,513,5,8,0,0,0,481,45,0,0,0,0,0,0,526,90,39,83,160,48,3,7,15,0,0,10,2,0,0,7,2,0,2,2,1,0,13,3,2,20,2,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Basisschool Het Gouden Ei,0363::SB102,,1255,898,1,1,0,0,0,824,84,0,4,0,9,0,0,908,168,124,129,279,80,15,10,22,0,0,13,2,3,4,10,3,0,5,1,2,3,1,3,1,15,2,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gebouw de Evenaar (Gymzaal),0363::SB103,,1012,507,6,10,0,0,0,459,64,0,0,0,0,0,0,523,142,15,75,68,75,3,2,7,2,0,13,0,7,2,7,3,0,15,1,1,2,12,3,0,36,14,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Stayokay Amsterdam Zeeburg,0363::SB104,,1190,815,8,5,0,0,0,771,59,0,0,0,0,0,0,830,137,74,135,248,82,13,7,24,2,0,21,5,5,0,8,4,0,9,2,7,0,7,0,1,19,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau J.P. Coenschool,0363::SB105,,1112,385,5,6,0,0,0,367,29,0,0,0,0,0,0,396,85,28,62,120,31,1,3,8,2,0,7,2,0,1,1,6,0,5,2,1,1,4,1,2,6,3,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gebouw de Evenaar (zaal Mostar),0363::SB106,,998,404,7,9,0,0,0,356,65,0,0,0,0,0,0,421,85,13,60,76,60,6,2,11,0,0,6,0,2,0,5,1,2,8,0,3,0,19,0,0,39,5,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau J.P. Coenschool,0363::SB107,,1173,745,6,8,0,0,0,704,58,0,0,0,0,0,0,762,137,48,148,207,66,6,12,26,0,0,17,5,8,2,7,1,0,9,5,10,0,8,1,1,13,7,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau OBS Olympus,0363::SB108,,1250,349,0,1,0,1,0,317,32,0,0,1,0,0,0,349,72,61,29,95,31,3,6,8,1,0,4,1,1,1,6,3,1,6,4,0,0,0,0,1,8,6,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Verenigingsgebouw Batavia,0363::SB109,,1389,490,6,1,0,0,0,429,68,0,0,0,0,0,0,497,120,19,56,82,89,3,1,12,1,0,6,0,3,5,11,5,0,3,1,4,0,25,0,1,32,9,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau OBS Olympus,0363::SB110,,1136,551,6,3,0,0,0,506,53,0,0,0,0,0,0,559,86,93,45,188,46,10,6,7,0,0,12,2,3,2,10,1,0,6,4,0,1,4,0,0,18,7,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Wijkpartners,0363::SB111,,1105,762,4,6,0,0,0,674,98,0,0,0,0,0,0,772,143,108,70,219,53,6,25,18,0,1,13,1,7,1,22,6,0,12,2,3,1,8,1,1,31,10,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Montessorischool Steigereiland,0363::SB112,,960,479,3,2,0,1,0,452,35,0,0,0,1,0,0,487,89,69,54,151,49,9,7,12,1,0,4,1,2,1,7,1,0,6,0,4,0,0,1,0,9,1,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau abbs De Zuiderzee,0363::SB113,,1048,530,1,0,0,0,0,487,43,0,0,1,0,0,0,530,65,97,42,235,24,13,11,3,0,0,3,1,0,2,3,7,0,2,0,2,2,3,0,0,8,2,5
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Cafe Kanis & Meiland,0363::SB114,,1276,879,6,1,0,0,0,830,56,0,0,0,0,0,0,886,183,75,145,254,107,21,5,29,2,0,7,2,6,0,6,7,0,8,3,2,1,0,3,2,1,7,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau IJburg College,0363::SB115,,1102,575,5,4,0,0,0,521,63,0,0,0,0,0,0,584,73,119,57,191,47,2,17,6,1,1,9,1,3,4,9,2,0,13,0,0,0,5,1,1,10,2,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau IJburg College,0363::SB116,,1327,525,3,4,0,0,0,482,50,0,0,0,0,0,0,532,80,108,38,170,34,5,12,8,1,1,7,0,2,0,9,1,0,7,1,1,1,3,1,3,26,6,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau IJburg College,0363::SB117,,1196,580,3,2,1,3,0,528,61,0,0,0,4,0,0,589,83,111,38,189,52,8,7,19,0,0,7,1,2,0,12,4,0,8,1,1,0,12,1,2,15,5,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Katholieke Basisschool Willibrord,0363::SB118,,1056,608,1,4,1,0,0,556,58,0,0,0,1,0,0,614,85,145,37,239,37,7,16,11,0,0,8,1,4,1,0,0,0,7,0,0,0,1,2,1,2,4,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Lloyd Hotel,0363::SB119,,1100,705,4,2,0,2,0,650,60,0,0,2,0,0,0,710,106,129,92,258,42,12,9,16,0,0,12,3,5,1,5,1,0,4,2,2,0,0,0,1,0,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Katholieke Basisschool Willibrord,0363::SB120,,1071,592,3,3,0,0,0,534,68,0,0,0,3,0,0,602,87,125,48,229,30,8,14,18,0,0,3,0,1,1,4,3,0,2,1,1,0,3,1,1,6,5,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Montessorischool Steigereiland,0363::SB121,,796,607,2,3,0,2,0,551,59,0,0,2,0,0,0,610,116,100,57,199,43,16,7,11,2,1,6,1,1,3,11,5,0,5,1,2,2,3,2,3,5,3,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Basisschool De Dapper,0363::SB122,,1362,652,9,7,3,0,0,613,58,0,0,0,3,0,0,671,161,46,85,150,84,6,11,22,2,0,17,2,6,2,4,3,0,3,1,0,0,18,3,0,17,9,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Basisschool De Dapper,0363::SB123,,1172,616,6,2,0,0,0,562,62,0,0,0,0,0,0,624,157,40,93,130,93,5,9,12,0,0,10,1,5,3,4,2,0,2,1,2,1,13,2,0,26,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gebouw - tegenover Muiderpoortstation,0363::SB124,,1124,663,5,8,4,0,0,614,58,0,0,4,0,0,0,672,116,41,133,173,73,6,11,22,1,0,17,0,1,2,6,5,0,7,3,5,0,7,3,2,18,11,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau OBS Aldoende,0363::SB125,,1313,715,3,7,0,0,0,656,59,0,0,11,0,0,0,715,95,88,118,237,74,11,10,18,1,0,10,4,3,1,2,1,0,7,2,4,0,6,0,6,11,6,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau OBS Aldoende,0363::SB126,,1330,811,4,2,17,0,0,753,81,0,0,0,17,0,0,834,113,89,126,259,100,17,14,24,0,0,13,4,3,5,2,2,0,5,2,4,0,3,1,3,11,8,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau School Louise de Coligny,0363::SB127,,1187,639,4,2,0,0,0,593,53,0,0,1,0,0,0,646,112,59,105,165,91,14,9,18,0,0,12,5,3,2,4,3,1,2,1,4,0,1,5,2,14,5,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Ouderencentrum De Gooyer,0363::SB128,,1414,817,6,7,0,0,0,763,70,0,0,0,3,0,0,833,194,36,88,177,129,15,16,37,2,0,14,1,10,0,9,13,0,12,1,2,2,11,5,3,29,10,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Woonzorgcentrum Kastanjehof,0363::SB129,,1055,911,10,6,0,3,0,859,72,0,1,0,4,0,0,931,190,71,167,205,110,11,17,36,3,0,20,3,7,1,6,7,2,6,5,7,2,6,1,3,9,16,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Lloyd Hotel,0363::SB130,,1318,568,6,4,0,6,0,534,48,0,0,0,4,0,0,582,92,104,72,201,36,8,6,10,0,0,9,1,1,0,3,5,0,5,3,1,0,1,1,0,6,2,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Multicultureel Centrum (zaal2),0363::SB131,,1123,486,13,3,0,0,0,428,77,0,0,0,3,0,0,505,149,17,68,82,53,4,3,9,0,0,6,1,2,2,3,2,3,4,1,6,0,14,1,0,50,3,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau School Louise de Coligny,0363::SB132,,1100,735,7,6,0,0,0,683,71,0,2,0,0,0,0,754,132,43,120,202,97,15,11,27,3,0,14,3,6,3,6,5,0,4,1,5,0,7,3,2,17,7,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Multicultureel Centrum (zaal1),0363::SB133,,1176,556,12,6,0,0,0,486,91,0,0,0,0,0,0,577,164,19,72,102,63,4,3,12,0,0,6,2,4,2,4,1,2,5,3,3,0,17,2,2,57,7,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Buurtcentrum Transvaal,0363::SB134,,1234,462,5,1,0,0,0,415,54,0,0,0,0,0,0,469,85,38,68,128,39,12,19,15,1,0,4,2,0,1,9,0,1,4,1,2,1,11,2,0,14,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Montessori College Oost,0363::SB135,,1311,436,5,2,0,0,0,399,44,0,0,0,0,0,0,443,90,32,58,98,67,5,5,13,1,0,9,2,1,1,8,2,0,2,3,2,0,5,4,2,22,4,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Stadsdeelhuis,0363::SB137,,1045,825,4,7,0,0,0,753,83,0,0,0,0,0,0,836,149,71,109,268,101,11,20,26,0,0,13,4,2,3,10,1,0,8,2,4,0,0,2,1,13,6,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Stadsdeelhuis,0363::SB138,,1149,669,8,7,0,0,0,624,60,0,0,0,0,0,0,684,123,52,125,213,58,4,11,23,0,0,15,4,3,0,5,3,0,5,2,5,0,2,3,1,7,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Stadsdeelhuis,0363::SB139,,1212,557,10,4,2,0,0,525,48,0,0,0,2,0,0,573,123,37,92,162,63,5,8,9,0,0,6,0,3,4,3,6,1,5,3,4,0,6,3,2,7,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau MuzyQ,0363::SB140,,1103,528,4,3,0,0,0,492,43,0,0,0,0,0,0,535,88,38,99,141,77,7,6,16,2,0,13,0,5,2,3,0,0,2,4,6,0,5,0,1,4,6,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Servicepunt Het Brinkhuis,0363::SB141,,1305,570,13,5,0,1,0,557,32,0,0,0,1,0,0,589,78,30,54,71,140,17,19,32,4,0,14,2,29,2,9,16,0,9,1,0,3,0,2,1,8,29,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Servicepunt Het Brinkhuis,0363::SB142,,1182,567,10,1,0,0,0,539,38,0,0,0,0,0,0,577,85,31,64,71,121,18,10,39,4,0,10,5,19,2,4,14,1,18,2,0,2,1,3,1,2,35,5
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Sporthal Wethouder Verhey,0363::SB143,,1242,405,1,2,0,0,0,358,47,0,0,0,0,0,0,405,71,38,72,117,46,11,6,14,1,0,3,0,3,1,1,3,0,5,1,0,0,1,2,1,4,4,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Sporthal Wethouder Verhey,0363::SB144,,1583,340,1,0,0,0,0,302,39,0,0,0,0,0,0,341,63,31,69,109,24,5,2,1,2,0,7,1,4,1,4,1,0,7,0,1,2,1,0,0,1,2,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Huize Frankendael - ingang koetshuis,0363::SB145,,1348,1529,2,3,0,0,0,1433,116,0,0,0,28,0,0,1549,248,166,269,512,125,25,44,40,1,1,15,6,12,4,11,6,0,8,3,10,4,2,2,0,5,9,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Huygens' dok,0363::SB146,,1279,1154,3,2,0,0,0,1079,82,0,2,0,2,0,0,1161,188,106,165,394,116,42,32,36,0,1,16,4,6,0,5,8,0,10,1,3,0,1,2,1,9,7,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Oerknal,0363::SB147,,1535,951,10,4,0,1,0,925,39,0,0,1,0,0,0,964,166,74,219,321,31,5,20,20,0,0,32,7,2,1,7,1,0,3,4,27,2,2,2,1,0,1,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Servicepunt Tesla,0363::SB148,,1355,790,7,3,0,4,0,750,55,0,1,0,5,0,0,805,154,64,86,190,95,34,38,22,5,0,11,1,9,0,15,9,1,17,3,1,3,0,0,0,5,24,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Don Bosco,0363::SB149,,1320,454,3,1,0,0,0,424,34,0,0,0,0,0,0,458,73,50,56,139,49,8,6,13,2,0,7,0,2,0,1,3,0,11,1,7,0,5,0,2,16,3,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Buurtcentrum Transvaal(zaal Transinvoor),0363::SB150,,1266,474,2,4,0,0,0,432,48,0,0,0,0,0,0,480,91,33,85,136,48,5,10,10,0,1,9,2,5,1,2,3,0,8,3,1,0,8,0,1,7,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Dependance Frankendael,0363::SB151,,1341,623,2,5,0,0,0,591,43,0,0,0,4,0,0,634,116,32,62,95,101,11,23,43,4,1,12,4,31,1,14,5,1,16,2,1,4,7,1,1,6,28,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Sporthal Wethouder Verhey,0363::SB152,,1092,536,4,0,0,0,0,480,60,0,0,0,0,0,0,540,102,45,81,165,51,6,13,11,0,0,6,3,14,3,11,0,0,2,2,2,0,0,3,1,10,3,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Buurtcentrum Oosterpark,0363::SB153,,1258,596,4,2,0,0,0,556,46,0,0,0,0,0,0,602,126,46,103,143,67,5,14,13,0,0,11,4,1,2,8,3,0,3,2,0,1,4,2,2,27,5,4
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau JOV Don Bosco (grote zaal),0363::SB154,,1168,685,6,5,0,0,0,631,64,0,0,1,0,0,0,695,132,67,82,233,61,4,19,19,1,0,13,3,2,1,5,3,0,7,1,8,2,3,0,2,10,5,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Zorgcentrum Amsta,0363::SB155,,969,413,1,2,0,0,0,389,27,0,0,0,0,0,0,416,83,33,33,90,62,8,14,13,0,0,4,0,16,0,6,9,0,8,1,2,1,5,2,0,2,21,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Open Hof,0363::SB156,,1221,716,1,4,0,0,0,690,39,0,0,0,8,0,0,729,135,58,71,161,97,13,40,30,1,0,16,0,26,0,7,11,0,5,3,1,5,1,0,3,3,28,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Woonzorgcentrum Willem Dreeshuis,0363::SB157,,949,430,8,3,0,0,0,419,23,0,0,0,0,0,0,442,76,40,34,78,59,15,14,29,8,1,3,1,11,1,13,7,0,13,0,3,0,0,3,0,4,17,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Hogeschool van Amsterdam,0363::SB158,,1470,669,3,4,0,0,0,623,53,0,0,0,0,0,0,676,120,69,79,236,48,19,19,10,0,0,14,4,6,3,5,0,0,5,0,14,0,0,4,1,7,4,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Hogeschool van Amsterdam,0363::SB159,,1217,788,7,2,0,0,0,739,61,0,0,0,3,0,0,800,121,132,96,243,58,6,18,17,0,0,18,1,2,2,12,5,0,13,1,25,0,0,2,0,9,2,5
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau J.P. Coenschool,0363::SB160,,911,435,4,6,0,4,0,410,39,0,0,0,4,0,0,449,73,41,62,153,43,4,7,10,1,0,9,2,1,0,2,0,0,5,3,2,0,0,1,2,10,4,0
