contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,GROENLINKS,STADSPARTIJ,SP (Socialistische Partij),Democraten 66 (D66),CDA,ChristenUnie,Student en Stad,Partij voor de Dieren,11,Piratenpartij,Libertarische Partij (LP)
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Gymlokaal Stoepemaheerd,0014::SB268,9737 TJ,1400,863,4,4,0,0,0,809,62,0,0,0,0,0,0,871,142,27,88,87,233,86,36,61,17,56,5,14,11
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Sporthal Selwerd 1,0014::SB300,9741 EW,1505,668,10,1,0,0,0,637,42,0,0,0,0,0,0,679,102,43,47,54,136,120,43,38,37,28,0,13,7
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Sporthal Selwerd 2,0014::SB301,9741 EW,1457,408,2,5,0,0,0,384,31,0,0,0,0,0,0,415,69,25,37,22,79,77,14,34,20,12,3,14,2
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Huize Patrimonium,0014::SB302,9741 HM,1032,548,2,4,0,0,0,525,29,0,0,0,0,0,0,554,87,16,30,36,113,54,89,83,9,17,1,9,4
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Basisschool de Wegwijzer,0014::SB304,9741 LE,1154,658,0,1,0,0,0,610,49,0,0,0,0,0,0,659,85,44,36,66,112,93,79,67,20,36,2,13,5
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau De Fontein,0014::SB305,9741 EZ,1414,544,1,1,0,0,0,516,31,0,1,0,1,0,0,547,61,35,32,54,101,98,59,43,23,24,7,4,3
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Verpleeghuis 't Blauwbörgje,0014::SB311,9742 BL,1633,819,3,1,0,1,0,758,66,0,0,0,1,0,0,824,135,67,49,70,175,168,54,43,14,27,1,11,5
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Bao Trieu sportcentrum,0014::SB312,9742 LZ,1351,425,1,3,0,0,0,401,28,0,0,0,0,0,0,429,71,32,22,39,71,74,35,35,12,22,0,6,6
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Bisschop Bekkersschool,0014::SB313,9742 KT,1280,498,1,0,0,0,0,455,44,0,0,0,0,0,0,499,97,25,23,64,116,65,44,36,11,11,1,5,0
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Zaal Trefpunt bij aanleunwoningen,0014::SB314,9742 KP,1365,636,3,2,0,0,0,598,43,0,0,0,0,0,0,641,120,29,28,47,173,70,81,35,18,29,2,2,2
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Plutozaal,0014::SB316,9742 GK,1376,613,2,2,0,0,0,579,37,0,0,1,0,1,0,616,87,41,22,71,133,81,74,45,21,22,0,6,10
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau 't Vinkhuys,0014::SB320,9743 BJ,1465,607,8,2,0,1,0,572,46,0,0,0,1,0,0,618,109,41,37,57,140,69,36,67,9,30,0,8,4
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau CBS Aquamarijn,0014::SB321,9746 RS,1066,676,2,0,0,0,0,597,81,0,0,0,0,0,0,678,106,105,53,64,40,166,60,46,13,10,1,4,8
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Annie M.G. Schmidtschool,0014::SB322,9743 SP,1184,417,3,3,1,0,0,372,52,0,0,0,1,0,0,424,77,18,13,67,104,35,35,32,12,13,1,3,7
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Platina Zorgcentrum,0014::SB323,9743 GN,1216,624,1,0,0,0,0,578,47,0,0,0,0,0,0,625,130,32,16,74,169,38,71,56,9,19,1,8,1
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau De Veldspaat,0014::SB324,9743 XV,1097,452,2,2,0,0,0,428,28,0,0,0,0,0,0,456,104,17,11,46,122,44,41,35,8,11,2,7,4
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Vensterschool Vinkhuizen,0014::SB325,9743 EZ,770,603,7,3,0,0,0,563,50,0,0,0,0,0,0,613,110,33,36,57,153,78,44,52,8,15,0,6,11
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau De Wende,0014::SB326,9743 CP,1547,643,2,2,0,0,0,607,40,0,0,0,0,0,0,647,81,38,24,95,83,95,65,97,19,22,2,12,10
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Dagverblijf Ilmarinen,0014::SB327,9743 JK,1530,660,2,3,0,0,0,622,43,0,0,0,0,0,0,665,45,34,40,57,95,70,88,166,23,14,3,14,11
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Manege de oude Held,0014::SB328,9743 CP,1572,723,2,2,0,0,0,663,64,0,0,0,0,0,0,727,86,88,54,99,107,133,58,41,18,17,0,8,14
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau De Goudvink,0014::SB329,9743 CH,916,412,2,0,0,0,0,378,36,0,0,0,0,0,0,414,81,15,20,43,93,44,33,36,9,19,0,9,10
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau De Strinke,0014::SB331,9727 AS,1624,603,2,1,0,0,0,557,49,0,0,0,0,0,0,606,78,91,43,48,69,122,49,55,4,31,0,7,6
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Rehobothschool,0014::SB332,9744 CL,1342,620,0,2,0,0,0,574,48,0,0,0,0,0,0,622,52,33,13,93,109,44,81,158,6,23,0,4,4
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Anne Frankschool,0014::SB334,9744 HW,1202,627,0,2,0,1,0,585,45,0,0,0,1,0,0,630,78,47,15,112,131,42,81,87,8,12,1,7,6
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau CBS Aquamarijn,0014::SB335,9746 BH,1492,872,2,0,0,0,0,783,91,0,0,0,0,0,0,874,130,146,59,88,86,156,90,76,9,16,1,4,11
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Verenigingsgebouw NH-kerk,0014::SB340,9745 CJ,1498,610,3,0,0,0,0,556,57,0,0,0,0,0,0,613,85,39,26,99,116,54,61,83,4,27,2,12,2
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Recreatiezaal Ruskenborg,0014::SB341,9744 DA,1003,580,1,1,0,0,0,536,46,0,0,0,0,0,0,582,95,57,16,83,93,60,66,76,7,18,1,2,6
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Gabriëlflat,0014::SB342,9744 KJ,794,524,3,2,0,0,0,492,37,0,0,0,0,0,0,529,92,33,14,81,96,55,57,68,2,18,0,4,4
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Verenigingsgebouw De Hoeksteen,0014::SB350,9746 TN,679,269,1,0,0,0,0,236,34,0,0,0,0,0,0,270,39,37,28,19,27,60,15,26,3,12,0,2,1
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Kantoorunit bij het Hoofdstation,0014::SB400,,0,1032,7,0,1,0,0,1000,40,0,0,0,1,0,0,1040,125,88,135,45,103,287,52,57,83,35,1,11,10
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Leeskamer gemeenteraad,0014::SB401,9712 HN,0,919,5,2,0,0,0,893,33,0,0,0,0,0,0,926,95,91,80,40,67,309,27,42,125,26,1,9,7
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,"Stembureau Hanzehogeschool, Van Olst-toren",0014::SB410,9747 AS,0,810,4,2,0,5,0,782,29,0,0,5,0,0,0,811,67,80,69,17,32,304,39,25,134,18,0,15,10
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Provinciehuis,0014::SB415,9712 JG,1111,609,3,2,0,0,0,571,43,0,0,0,0,0,0,614,68,54,75,42,77,163,31,18,46,19,2,9,5
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau UMCG,0014::SB430,9713 GZ,0,1082,5,1,0,0,0,1049,39,0,0,0,0,0,0,1088,136,132,102,58,69,324,46,70,94,31,0,8,12
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau UMCG,0014::SB431,9713 GZ,0,778,4,2,0,1,0,737,48,0,0,0,1,0,0,785,123,77,90,33,50,250,48,26,55,14,0,6,6
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Martini Ziekenhuis,0014::SB440,9728 NT,0,464,2,0,0,0,0,428,38,0,0,0,0,0,0,466,70,44,56,52,46,107,39,25,8,13,0,1,3
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Harmoniecomplex R.U.G.Expositiezaal,0014::SB450,9712 EK,0,842,2,0,0,0,0,812,32,0,0,0,0,0,0,844,74,70,107,19,31,347,30,20,113,14,2,8,7
,Groningen,GR2014_Groningen,Gemeenteraad Groningen 2014,0014,Groningen,2014-03-19,Stembureau Harmoniecomplex R.U.G.,0014::SB451,,0,853,4,1,0,0,0,826,34,0,0,0,2,0,0,860,82,72,93,20,28,349,30,22,127,20,0,6,4
