Verkiezing;;Tweede Kamer der Staten-Generaal 2017;;;;;;;;;;;;;;
Datum;;15-3-2017;;;;;;;;;;;;;;
Gebied;;Gemeente Roerdalen;;;;;;;;;;;;;;
Nummer;;1669;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Lijstnr.;Partij;Volgnummer;Naam kandidaat;Totaal;C.C. De Beuk;Hotel Roerdalen;WZC Bergh;MFC de Roerparel;Sr. hof  De Vaert;Zaal o.d. Kerk;Andreasheem;Apollohal;BS De Berensprong;WZC Bosscherhof;Zaal Roerzicht;BS St.Martinus
;;7;Verhoeven, K.;1;0;0;0;1;0;0;0;0;0;0;0;0
;;8;van Meenen, P.H.;1;0;0;0;0;0;0;1;0;0;0;0;0
;;9;Paternotte, J.M.;1;0;0;0;0;0;0;0;0;0;1;0;0
;;10;Van Weyenberg, S.P.R.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Sjoerdsma, S.W.;2;0;0;0;0;0;0;2;0;0;0;0;0
;;12;Jetten, R.A.A.;4;0;0;1;0;0;0;1;1;1;0;0;0
;;13;Van Eijs, J.M.;8;1;1;0;1;1;0;0;3;1;0;0;0
;;14;Belhaj, S.;1;0;0;0;0;0;0;0;1;0;0;0;0
;;15;Groothuizen, M.;2;0;0;0;0;0;0;0;2;0;0;0;0
;;16;Bouali, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Raemakers, R.;144;20;6;6;14;10;10;16;14;18;19;6;5
;;18;Diertens, A.E.;1;0;0;0;0;0;1;0;0;0;0;0;0
;;19;de Groot, T.C.;1;0;0;1;0;0;0;0;0;0;0;0;0
;;20;den Boer, M.G.W.;2;0;0;0;0;0;0;0;0;1;0;1;0
;;21;Sienot, M.F.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Sneller, J.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;Schonis, R.A.J.;1;0;0;0;0;0;0;0;0;0;0;1;0
;;24;van Beukering-Huijbregts, M.J.T.G.;3;0;0;1;0;1;0;0;0;1;0;0;0
;;25;Meijer, A.A.;1;0;0;0;0;0;0;0;0;1;0;0;0
;;26;Eurlings-Tonnaer, F.M.C.L.;58;3;7;9;7;3;5;7;4;4;3;2;4
;;27;Ramlal, M.R.;1;0;0;0;0;0;1;0;0;0;0;0;0
;;28;van Bemmel, M.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Lamers, C.B.M.;1;0;1;0;0;0;0;0;0;0;0;0;0
;;30;van Essen, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;31;Verbrugge-Wormgoor, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;32;van der Laan, J.M.P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;33;Zarroy, N.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;34;Winkel, B.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;35;Bamenga, P.;1;0;0;0;0;0;0;0;0;0;1;0;0
;;36;Sanders, N.P.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;37;Guernaoui, R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;38;Kat, H.;2;1;0;0;0;0;0;0;0;0;1;0;0
;;39;Keij, E.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;40;Bosman, A.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;41;Schukking, S.S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;42;Schepel, W.D.;1;0;0;0;0;0;0;0;0;0;1;0;0
;;43;Glastra van Loon, J.H.;1;0;0;0;0;0;0;0;0;1;0;0;0
;;44;van Vugt, T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;45;van Dun, C.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;46;Wirken, S.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;47;de Smoker-van Andel, N.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;48;Hoogeveen, T.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;49;Terlouw, G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;50;Ross, H.J.;3;0;1;0;0;0;1;0;1;0;0;0;0
7;ChristenUnie;;;69;2;5;8;6;4;4;6;8;6;11;1;8
;;1;Segers, G.M.;44;2;2;6;3;1;2;5;6;4;8;0;5
;;2;Schouten, C.J.;10;0;1;0;2;0;0;1;1;0;1;1;3
;;3;Voordewind, J.S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;Dik-Faber, R.K.;3;0;1;0;0;1;1;0;0;0;0;0;0
;;5;Bruins, E.E.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;van der Graaf, S.J.F.;1;0;0;1;0;0;0;0;0;0;0;0;0
;;7;Ceder, D.G.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;Vreugdenhil, H.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Drost, N.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Gooijer-Medema, J.K.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Huisman, G.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Rots, D.G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Tijhof, B.D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;Grinwis, P.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Vlieg-Kempe, H.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;Meijer, L.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Janssen, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Heuvelink, M.E.C.;1;0;0;0;1;0;0;0;0;0;0;0;0
;;19;van 't Foort, S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;Treurniet-Klapwijk, W.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Mostert, I.G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Kennedy-Doornbos, S.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;Ebid, E.K.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;Hofstra, H.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;Kumar, A.D.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Weigand-Timmer, H.A.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;Visser, B.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;Kaper-Hartenberg, E.T.;2;0;0;0;0;2;0;0;0;0;0;0;0
;;29;Krins, J.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Schuring, H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;31;van Tatenhove-Meesen, J.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;32;Joosten-Leijendekker, J.M.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;33;Zuidervaart, L.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;34;Jaspers Faijer, B.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;35;Jongman-Mollema, I.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;36;de Haan, J.T.;8;0;1;1;0;0;1;0;1;2;2;0;0
;;37;Baars, H.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;38;Visser, F.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;39;Klein, A.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;40;Seyed Mehdi, F.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;41;Kooij-Bas, A.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;42;van Kranenburg, C.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;43;van den Berg, G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;44;Balootje, I.S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;45;van Zaalen, F.P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;46;Haga, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;47;van der Spoel, P.L.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;48;Stoorvogel, H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;49;van der Veer, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;50;Bottenbley, O.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
8;GROENLINKS;;;682;94;50;68;53;32;34;78;74;74;60;29;36
;;1;Klaver, J.F.;547;81;45;57;35;30;25;58;59;56;46;28;27
;;2;Buitenweg, K.M.;44;3;2;2;2;1;4;9;7;8;4;0;2
;;3;van der Lee, T.M.T.;3;0;1;0;0;0;0;1;0;1;0;0;0
;;4;Voortman, L.G.J.;5;0;0;1;1;0;2;1;0;0;0;0;0
;;5;Grashoff, H.J.;2;0;0;0;0;0;0;0;1;0;0;0;1
;;6;van Tongeren, L.;9;3;0;0;2;0;1;0;0;2;0;1;0
;;7;de Jonge van Ellemeet, C.E.;2;0;0;0;0;0;0;0;0;0;2;0;0
;;8;Özdil, Z.;5;0;0;0;2;0;0;0;0;2;1;0;0
;;9;Snels, B.A.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;van Ojik, A.;4;1;0;0;1;0;1;0;1;0;0;0;0
;;11;Kröger, S.C.;1;0;0;0;0;0;0;0;1;0;0;0;0
;;12;Özütok, N.;1;0;0;0;1;0;0;0;0;0;0;0;0
;;13;Smeulders, P.H.M.;1;0;0;0;0;0;0;0;0;0;0;0;1
;;14;Westerveld, E.M.;17;1;0;3;5;0;1;2;1;2;1;0;1
;;15;Bromet, L.;3;0;0;1;1;0;0;1;0;0;0;0;0
;;16;Renkema, W.J.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;van Essen, H.P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;van den Berge, C.N.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;19;Diks, L.I.;3;0;1;0;0;0;0;1;0;0;1;0;0
;;20;van den Nieuwenhuijzen-Wittens, T.J.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Mahtab, I.A.F.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Bouwkamp, C.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;van den Bosch, D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;van der Steenhoven, M.V.;2;0;0;0;0;0;0;0;1;1;0;0;0
;;25;Bonte, A.;1;1;0;0;0;0;0;0;0;0;0;0;0
;;26;van der Kleij, A.M.;19;1;1;2;2;1;0;3;2;1;2;0;4
;;27;Kuipers, J.N.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;Arnoldussen, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Duursma, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Önder, A.;1;1;0;0;0;0;0;0;0;0;0;0;0
;;31;Vintges, V.A.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;32;Bashara, S.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;33;Bellemakers, H.A.;1;0;0;1;0;0;0;0;0;0;0;0;0
;;34;Smelik, C.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;35;Schers, S.R.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;36;Klijmij-van der Laan, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;37;Piers, R.P.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;38;Vermast, P.L.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;39;Snaas, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;40;van Oort, K.J.H.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;41;Hirsch, D.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;42;van Grootheest, G.J.;10;2;0;1;1;0;0;2;1;1;2;0;0
;;43;van Hooijdonk, L.H.L.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;44;Kapteijns, F.H.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;45;Scholten, H.T.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;46;Muambi, A.O.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;47;Homan-Brinkman, N.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;48;El Fassed, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;49;Rüter, J.S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;50;van Gent, W.;1;0;0;0;0;0;0;0;0;0;1;0;0
9;Staatkundig Gereformeerde Partij (SGP);;;16;3;3;0;2;2;2;1;0;1;2;0;0
;;1;van der Staaij, C.G.;11;1;2;0;2;2;1;1;0;1;1;0;0
;;2;Dijkgraaf, E.;5;2;1;0;0;0;1;0;0;0;1;0;0
;;3;Bisschop, R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;Ruissen, H.J.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;Stoffer, C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Schipaanboord, G.P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;Kloosterman, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;Tanis, J.P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Veldman, J.D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Nieuwenhuis, E.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Weggeman, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Hoek, P.W.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;de Knegt, L.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;Flach, A.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;van Wikselaar, W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;van Leeuwen, G.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Bosma, E.G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Kok, W.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;19;Bakker, T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;Boonzaaijer, G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Simonse, J.N.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;van Duijn, W.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;van Westreenen, S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;van 't Land, J.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;Noordergraaf, P.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Benschop, J.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;Dorst, A.I.G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;van den Berg, W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;de Vries, W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Brouwer, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
10;Partij voor de Dieren;;;364;45;22;38;27;22;25;27;22;54;37;31;14
;;1;Thieme, M.L.;271;35;15;32;21;14;16;17;19;35;28;26;13
;;2;Ouwehand, E.;12;1;1;0;1;0;2;0;1;2;2;1;1
;;3;van Raan, L.;3;0;0;1;0;0;1;0;0;1;0;0;0
;;4;Wassenberg, F.P.;44;1;3;1;4;8;4;5;1;12;4;1;0
;;5;Arissen, F.M.;2;0;0;0;1;0;0;0;1;0;0;0;0
;;6;van Esch, E.M.;4;0;1;1;0;0;1;0;0;0;0;1;0
;;7;Teunissen, C.;1;1;0;0;0;0;0;0;0;0;0;0;0
;;8;van Leeuwen, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Koffeman, N.K.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Engelen, E.R.;2;1;1;0;0;0;0;0;0;0;0;0;0
;;11;van Lammeren, J.F.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Akerboom, E.S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;van Liere, A.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;van Voorthuizen, G.S.L.;11;1;0;2;0;0;0;5;0;1;1;1;0
;;15;van der Wel, M.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;van der Veer, L.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;van Viegen, A.H.K.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Keller, H.J.;1;0;0;0;0;0;0;0;0;1;0;0;0
;;19;van Doorn, M.E.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;Plusquin, P.S.M.L.;4;1;0;1;0;0;0;0;0;1;1;0;0
;;21;van der Velden, R.T.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Smit, I.R.;1;0;0;0;0;0;0;0;0;0;1;0;0
;;23;Vestering, L.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;Travaille, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;de Wrede, K.;1;0;0;0;0;0;0;0;0;0;0;1;0
;;26;van der Zanden, C.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;Janssens, T.A.O.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;Kosti?, I.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Hazekamp, A.A.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Berendse, F.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;31;Biesheuvel, J.M.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;32;Cruiming, J.P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;33;Dumon Tak, M.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;34;Engelsman, V.L.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;35;de Haas, J.L.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;36;van der Heijden, A.F.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;37;Herstel, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;38;van der Steen, M.F.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;39;Meijer, E.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;40;Mutsaers, C.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;41;Nicolaï, P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;42;Postma, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;43;Rot, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;44;Rotenstreich, M.M.;1;1;0;0;0;0;0;0;0;0;0;0;0
;;45;de Schepper, T.;4;3;0;0;0;0;0;0;0;1;0;0;0
;;46;Schrijver, J.W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;47;Siebelink, J.G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;48;van Veen, B.;1;0;0;0;0;0;1;0;0;0;0;0;0
;;49;Verbaan, G.C.;1;0;1;0;0;0;0;0;0;0;0;0;0
;;50;Woesthoff, M.F.F.;0;0;0;0;0;0;0;0;0;0;0;0;0
11;50PLUS;;;742;76;71;78;59;53;58;50;63;82;61;54;37
;;1;Krol, H.C.M.;544;53;48;59;43;43;43;39;49;52;46;37;32
;;2;Sazias, L.;81;11;9;12;6;3;6;5;5;9;9;6;0
;;3;van Rooijen, M.J.;12;1;2;0;0;0;3;0;0;4;1;1;0
;;4;van Brenk, C.M.;5;0;1;0;1;0;0;0;0;2;1;0;0
;;5;van Otterloo, G.J.P.;1;0;0;0;0;0;0;1;0;0;0;0;0
;;6;Geleijnse, S.;1;0;1;0;0;0;0;0;0;0;0;0;0
;;7;Bode, E.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;Schrover, W.A.A.;3;1;1;0;0;1;0;0;0;0;0;0;0
;;9;Koopman, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;de Brouwer, R.B.P.;1;1;0;0;0;0;0;0;0;0;0;0;0
;;11;Wiersma, T.;1;0;0;0;0;0;0;1;0;0;0;0;0
;;12;Bergen, P.H.;1;0;0;0;0;0;0;0;0;0;0;0;1
;;13;van Veeren, P.;1;0;0;1;0;0;0;0;0;0;0;0;0
;;14;Willemse, W.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Fonhof, G.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;Kroonstuiver, N.L.D.;56;6;3;6;3;4;5;4;5;10;3;5;2
;;17;Verboom, H.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;van de Griendt, M.W.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;19;van Overveld, W.A.A.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;Hamersma, K.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;21;Siepel, H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;22;Kerkhof, F.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;23;Hernández Martínez, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;24;Jansen, W.;1;0;1;0;0;0;0;0;0;0;0;0;0
;;25;Heere, T.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Haasnoot, J.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;van Orsouw, J.H.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;Molenaar, R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Haije, A.F.;1;0;0;0;0;1;0;0;0;0;0;0;0
;;30;Spooren, A.J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;31;de Meij, O.A.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;32;van Wanrooij, A.C.P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;33;Brouwers, J.F.X.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;34;van Hulst, J.A.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;35;Gralike, R.B.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;36;Bergwerf, F.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;37;Lernout, G.L.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;38;Taks, J.P.W.A.A.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;39;van Bree, M.L.F.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;40;de Vries, D.P.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;41;Gertsen, J.W.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;42;Meijer, H.;32;3;5;0;6;1;0;0;4;5;1;5;2
;;43;van Zanten, D.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;44;ten Cate, H.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;45;Rose, F.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;46;Lamberts, H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;47;de Vries, A.E.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;48;van de Wal, H.J.C.M.;1;0;0;0;0;0;1;0;0;0;0;0;0
;;49;Hoek, W.M.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;50;Struijlaard, J.W.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
12;OndernemersPartij;;;24;4;0;0;1;2;2;2;3;3;5;1;1
;;1;Brinkman, H.;20;3;0;0;0;2;2;1;3;3;5;1;0
;;2;Gaasbeek, M.;2;0;0;0;1;0;0;0;0;0;0;0;1
;;3;de Vries, J.L.G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;Kicken, J.M.H.;1;0;0;0;0;0;0;1;0;0;0;0;0
;;5;van den Berg, J.O.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;de Koning, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;Theocharis, S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;Andriol, S.J.R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Bol, R.G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Reitsma, H.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Wood, D.R.;1;1;0;0;0;0;0;0;0;0;0;0;0
13;VNL (VoorNederland);;;55;12;8;3;4;7;2;3;3;6;2;4;1
;;1;Roos, J.H.;31;7;7;1;3;5;1;1;1;2;1;2;0
;;2;van Klaveren, J.J.;2;0;0;0;0;0;1;0;0;1;0;0;0
;;3;Bontes, L.;2;0;0;0;0;0;0;0;0;1;1;0;0
;;4;Hoogwerf, T.C.;1;0;0;1;0;0;0;0;0;0;0;0;0
;;5;Sassen, J.H.N.A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Versteeg, M.A.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;de Laat, J.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;van der Meer, S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Vermaas, P.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Himpers, J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;van Gemert, R.J.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Oosterhagen, H.J.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Molema, J.F.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;de Gast, A.L.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Chandarsing, A.S.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;van Tiggelen, R.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;de Veth, C.G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Stassen, L.J.A.J.;19;5;1;1;1;2;0;2;2;2;0;2;1
14;DENK;;;27;7;0;1;0;1;0;9;4;1;2;0;2
;;1;Kuzu, T.;9;2;0;0;0;1;0;1;1;0;2;0;2
;;2;Azarkan, F.;4;1;0;0;0;0;0;0;3;0;0;0;0
;;3;Öztürk, S.;11;4;0;0;0;0;0;6;0;1;0;0;0
;;4;Albitrouw, G.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;5;van Baarle, S.R.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Charlot, M.J.H.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;7;Taimounti, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;Kiliç, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Koolbergen, M.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;10;Tsouli, A.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;van Splunter, M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;12;Uysal, ?.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Karaman, R.;2;0;0;0;0;0;0;2;0;0;0;0;0
;;14;Raja, T.M.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Kayi?, Y.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;Rana, M.Z.T.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;17;Demirel, N.;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Ince, K.;1;0;0;1;0;0;0;0;0;0;0;0;0
15;NIEUWE WEGEN;;;14;0;0;2;2;1;0;3;3;3;0;0;0
;;1;Oosenbrug, A.;6;0;0;0;0;0;0;2;1;3;0;0;0
;;2;Monasch, J.S.;2;0;0;0;0;1;0;1;0;0;0;0;0
;;3;Beemsterboer, R.J.C.;0;0;0;0;0;0;0;0;0;0;0;0;0
