contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Leefbaar Rotterdam,Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),SP (Socialistische Partij),VVD,CDA,GROENLINKS,NIDA Rotterdam,ChristenUnie-SGP,Partij voor de Dieren,De Broederschapspartij,50PLUS,PVV (Partij voor de Vrijheid),DENK,JEZUS LEEFT,Stadsinitiatief Rotterdam,U-Buntu Connected Front (UCF),De Nieuwe Rotterdamsche Partij (NRP),Beweging Armoedebestrijding Rotterdam,Jong Rotterdam
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Catharina Beersmansstraat 78,0599::SB84,3025 EJ,1657,664,8,13,0,0,0,577,108,0,0,0,0,0,685,37,63,33,37,9,6,56,116,9,16,0,1,11,236,3,9,3,1,16,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Oostzeedijk Beneden 5,0599::SB85,3062 VJ,1114,936,1,3,2,0,0,865,77,0,0,2,0,0,942,169,75,141,15,298,24,94,16,15,32,1,13,16,3,0,13,2,4,2,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Zeilmakersstraat 59,0599::SB86,3025 NV,1587,481,2,8,0,1,0,422,68,0,1,0,0,0,490,42,41,41,23,21,10,46,56,12,14,0,3,15,136,0,10,0,4,2,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Hendrick Staetsweg 15,0599::SB87,3067 VM,1123,746,2,1,0,2,0,694,57,0,0,2,0,0,751,205,81,61,21,90,67,48,7,59,19,0,33,24,10,4,7,0,5,2,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Rendierstraat 3,0599::SB88,3064 AX,1292,617,2,3,0,0,0,556,66,0,0,0,0,0,622,208,47,54,26,55,31,52,3,40,20,0,25,37,6,2,4,0,1,3,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Rozenlaan 20 links,0599::SB89,3051 LS,1250,915,1,3,5,0,0,853,71,0,0,5,0,0,924,171,95,128,41,101,24,149,7,45,35,0,25,22,6,2,58,0,4,2,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Johan de Wittlaan 5-9 links,0599::SB90,3051 HE,1332,749,0,1,0,0,0,664,86,0,0,0,0,0,750,123,72,153,23,146,27,97,2,18,33,0,16,7,0,1,25,0,5,1,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Spaanseweg 40,0599::SB91,3028 HW,1858,551,4,16,0,2,0,473,100,0,0,2,0,0,573,27,61,36,35,26,15,70,47,21,20,0,7,5,152,0,6,8,5,6,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Schouwburgplein 25 rechts,0599::SB92,3012 CL,1072,561,1,3,0,0,0,521,44,0,0,0,0,0,565,96,69,78,20,104,24,70,2,9,29,0,8,11,8,1,21,0,5,4,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Corverstraat 15,0599::SB93,3025 TA,1551,766,5,20,0,19,0,679,131,0,0,19,0,0,810,67,70,47,31,24,25,87,151,24,16,0,10,7,161,4,12,2,5,12,11
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Adenstraat 25,0599::SB94,3067 MN,1712,754,2,11,0,3,0,700,70,0,0,3,0,0,770,258,95,40,41,48,40,51,16,42,13,0,35,30,24,2,2,1,6,2,8
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Korne 180,0599::SB95,3068 GN,1291,566,1,0,0,0,0,566,1,0,0,0,0,0,567,148,88,38,25,46,31,57,12,11,11,0,22,28,27,0,2,3,5,5,7
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Rösener Manzstraat 80 links,0599::SB96,3026 TV,1756,595,3,17,0,0,0,531,84,0,0,0,0,0,615,40,68,43,31,15,18,57,100,38,16,1,8,10,118,1,7,3,0,17,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Korfmakersstraat 139,0599::SB97,3026 XG,919,329,5,4,0,0,0,308,30,0,0,0,0,0,338,37,23,30,21,17,5,52,43,14,22,0,1,5,39,1,6,2,3,7,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Straatweg 99,0599::SB98,3054 AB,1419,905,2,6,0,3,0,829,87,0,0,3,0,0,916,188,81,135,23,200,55,98,5,16,31,0,16,14,4,0,29,0,2,5,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Mercatorweg 50 Links,0599::SB99,3151 CJ,1845,617,5,0,0,0,0,560,62,0,0,0,0,0,622,168,32,36,22,149,63,23,1,15,24,0,35,32,4,2,4,0,2,2,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Zernikeplaats 500,0599::SB100,3068 JB,1629,780,1,3,0,2,0,725,61,0,0,2,0,0,786,293,87,28,46,55,50,59,8,11,30,0,64,29,8,0,7,0,3,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Schiedamse Vest 188 rechts,0599::SB101,3011 BH,1498,588,4,5,0,2,0,551,48,0,0,2,0,0,599,76,59,112,23,95,12,89,18,4,28,0,6,7,23,1,23,1,6,1,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Rijnwaterstraat 11 rechts,0599::SB102,3063 HC,1906,924,4,4,1,3,0,830,98,0,4,0,0,0,928,186,107,102,49,115,37,103,35,26,32,1,35,34,24,1,16,5,3,7,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Grindweg 220,0599::SB103,3055 VD,1324,793,5,0,0,0,0,704,92,0,2,0,2,0,796,182,54,124,18,205,56,56,1,14,25,0,22,20,1,0,8,1,2,4,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Landstraat 9,0599::SB104,3056 LR,1143,602,3,3,0,2,0,543,63,0,2,0,0,0,606,161,45,54,23,101,41,29,12,23,26,0,26,31,9,3,9,1,3,3,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Zevenkampse Ring 301,0599::SB105,3068 HG,1679,703,4,4,0,0,0,643,69,1,0,1,0,0,712,241,70,47,36,35,28,54,26,31,23,0,24,44,18,3,7,0,1,3,12
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Taandersplein 3,0599::SB106,3027 CN,1524,818,2,9,0,1,0,686,142,0,1,0,0,0,828,30,77,42,27,17,31,37,178,30,21,0,10,6,276,1,12,3,2,14,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Fresiastraat 18,0599::SB107,3053 VH,1229,622,1,2,1,0,0,569,55,0,1,0,0,0,624,126,85,78,34,58,36,80,16,18,28,1,23,15,6,1,8,1,2,3,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Larikslaan 200 midden,0599::SB108,3053 LG,1053,730,3,1,0,7,0,660,83,0,0,9,0,2,743,127,62,130,34,102,61,105,5,26,17,0,21,17,1,3,12,2,2,3,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Delftweg 46,0599::SB109,3043 CH,1473,495,3,3,0,3,0,449,55,0,0,3,0,0,504,148,34,64,14,58,36,47,3,20,13,0,15,22,4,1,6,1,6,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Kobehof 5,0599::SB110,3067 MC,1357,595,2,3,0,1,0,568,33,0,0,1,0,0,601,213,74,37,49,39,15,39,8,20,13,0,22,25,22,5,6,1,3,2,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Mendelssohnlaan 11,0599::SB111,3055 HH,728,655,2,1,1,8,0,570,79,0,9,0,0,0,649,158,41,65,8,170,63,60,3,13,19,0,16,23,0,1,14,0,1,0,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Barbarakruid 24 links,0599::SB112,3068 SB,1056,582,4,3,0,2,0,528,59,0,2,0,0,0,587,202,67,35,22,51,40,49,10,34,10,0,23,14,7,1,10,1,1,3,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Mercatorweg 50 rechts,0599::SB113,3151 CJ,1062,744,6,3,0,1,0,675,80,1,0,2,0,0,755,208,52,49,22,183,54,30,3,27,34,0,32,39,1,1,4,0,2,0,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Burg. de Josselin de Jonglaan 27,0599::SB114,3042 NC,1080,599,0,8,0,1,0,528,78,0,1,0,0,0,606,127,66,45,39,39,32,45,51,17,17,0,14,29,47,5,7,1,13,2,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Nieuwe Ommoordseweg 89 links,0599::SB115,3068 BS,993,330,0,2,0,0,0,294,38,0,0,0,0,0,332,90,23,19,12,30,16,26,19,23,8,0,21,22,7,1,5,2,4,0,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Merkelbachstraat 4 rechts,0599::SB116,3067 AL,1715,660,5,4,0,0,0,613,56,0,0,0,0,0,669,193,86,40,27,45,40,50,8,26,34,0,29,38,20,3,8,4,3,4,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Zuiderlaan 10,0599::SB117,3043 XM,1185,359,0,5,0,1,0,314,49,0,1,0,0,0,363,106,20,21,8,24,12,22,3,8,24,0,25,64,2,1,6,0,10,2,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Kipstraat 37 links,0599::SB118,3011 RS,1596,743,0,5,0,2,0,676,70,0,2,0,0,0,746,145,84,104,36,138,24,88,16,13,28,0,19,13,11,1,11,1,4,4,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Mombassaplaats 2,0599::SB119,3067 GZ,1135,415,2,1,0,0,0,384,33,0,1,0,1,0,417,131,42,21,36,13,15,26,11,17,12,0,17,26,30,3,4,2,1,6,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Eudokiaplein 1,0599::SB120,3037 BT,666,1036,3,14,0,0,0,948,105,0,0,0,0,0,1053,143,112,127,55,119,16,154,68,23,42,0,16,24,104,3,19,2,2,2,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Clara Egginkstraat 4 links,0599::SB121,3066 JG,1199,667,1,6,0,6,0,619,61,0,0,6,0,0,680,208,74,46,31,77,30,63,17,15,24,2,31,23,11,1,6,1,2,3,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Gijsingstraat 51,0599::SB122,3026 RH,1561,663,6,8,0,1,0,547,129,0,1,0,0,0,676,30,49,27,24,8,11,37,135,6,15,0,8,12,278,0,8,0,1,11,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Hoogstraat 110 midden,0599::SB123,3011 PV,2086,984,4,0,0,6,0,934,60,0,0,6,0,0,994,212,89,166,29,186,36,118,26,11,33,1,21,8,13,3,13,1,10,4,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Lisplein 31,0599::SB124,3037 AS,1838,823,2,4,0,0,0,767,62,0,0,0,0,0,829,84,106,125,44,90,15,144,36,56,53,0,15,8,10,3,26,1,3,3,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Tidemanstraat 80 links,0599::SB125,3022 SM,1867,679,6,15,0,0,0,585,115,0,0,0,0,0,700,40,90,54,41,25,20,111,90,18,20,0,9,7,125,2,10,5,2,7,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Varnasingel 600,0599::SB126,3067 EZ,1572,691,6,2,1,0,0,654,44,0,1,0,0,0,698,228,100,35,50,36,37,59,7,8,22,0,58,32,4,3,6,0,3,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Van der Sasstraat 61,0599::SB127,3042 NM,1042,504,3,6,0,1,0,471,43,0,0,1,0,0,514,100,45,41,27,47,43,34,26,21,21,0,26,16,28,3,6,0,15,4,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Ambachtsplein 141,0599::SB128,3068 GV,1480,607,3,5,0,4,0,563,56,0,0,4,0,0,619,151,91,21,43,28,22,56,25,14,20,0,45,24,28,2,10,4,3,6,14
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Barbarakruid 24 rechts,0599::SB129,3068 SB,1293,626,3,1,0,2,0,573,55,0,2,0,0,0,628,206,71,52,32,51,40,48,8,29,21,0,20,19,15,1,4,0,3,1,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Oostervantstraat 25 links,0599::SB130,3021 PT,1814,922,3,11,0,12,0,833,115,0,0,12,0,0,948,63,122,131,37,72,17,191,43,28,48,1,9,7,112,1,25,3,4,2,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Burgemeester de Villeneuvesingel 1,0599::SB131,3055 AK,1089,776,0,2,0,2,0,675,105,0,0,2,0,0,780,119,38,139,11,324,51,47,2,10,15,0,6,0,0,0,11,0,1,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Robert van 't Hoffstraat 10 links,0599::SB132,3059 PN,1698,844,0,1,0,0,0,738,107,0,0,0,0,0,845,293,58,84,13,190,63,37,7,27,15,0,12,15,5,3,12,2,5,2,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Meidoornsingel 181,0599::SB133,3053 BP,1226,784,4,8,0,3,0,726,73,0,0,3,0,0,799,132,80,84,34,69,91,102,17,33,33,0,41,29,17,5,11,0,1,1,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Kelloggplaats 664,0599::SB134,3068 XK,814,347,2,7,0,0,0,340,17,1,0,1,0,0,357,140,33,12,18,26,21,22,1,9,13,0,21,17,6,1,1,0,1,5,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Wilgenplaslaan 196,0599::SB135,3052 SL,1626,813,7,5,0,0,0,718,107,0,0,0,0,0,825,107,65,93,40,80,34,82,87,37,34,0,31,28,54,3,14,0,11,3,10
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Rauwenhoffstraat 42,0599::SB136,3022 RP,1507,667,11,9,0,0,0,588,99,0,0,0,0,0,687,23,66,76,38,25,19,118,109,18,20,0,5,1,120,2,20,0,1,5,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Rammelandstraat 4,0599::SB137,3042 EZ,1552,671,2,10,0,0,0,580,103,0,0,0,0,0,683,125,62,46,24,34,24,42,110,9,22,0,19,11,87,1,2,11,32,8,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Tidemanstraat 59,0599::SB138,3022 SE,1803,1047,6,22,0,0,0,912,167,4,0,4,0,0,1079,61,105,105,61,55,23,192,115,36,33,0,18,13,193,1,16,3,6,7,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau De Jagerstraat 42,0599::SB139,3022 VR,1805,958,5,13,0,3,0,855,118,0,3,0,0,0,973,68,96,127,59,56,24,203,97,26,31,0,19,11,102,0,24,3,7,2,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Nozemanstraat 75,0599::SB140,3023 TM,1703,1049,7,6,0,3,0,921,144,0,0,3,0,0,1065,86,114,159,64,69,17,186,74,24,41,0,8,23,145,0,26,1,2,8,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Varenhof 1,0599::SB141,3069 KG,1007,669,3,3,2,0,0,637,40,0,0,2,0,0,677,261,48,48,15,77,65,46,0,30,16,0,25,22,9,0,3,0,0,0,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Oudedijk 15,0599::SB142,3062 AB,1254,1070,2,4,1,0,0,958,119,0,0,1,0,0,1077,118,71,203,14,377,79,93,16,18,35,1,7,11,5,1,15,0,3,2,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Pinkstraat 10,0599::SB143,3028 XX,1542,503,7,6,0,1,0,471,46,0,0,1,0,0,517,91,44,40,43,17,14,44,24,24,28,0,24,15,46,4,12,10,7,9,7
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Piccolo 50,0599::SB144,3068 HR,1414,590,1,4,0,1,0,532,64,0,0,1,0,0,596,175,61,37,32,50,21,46,8,29,30,1,40,33,6,1,4,0,7,7,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Crooswijksestraat 93,0599::SB145,3034 AE,1809,664,7,3,0,1,0,562,111,0,1,0,0,0,673,94,72,38,50,27,13,65,125,9,24,1,18,17,80,1,8,4,3,6,9
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Robert Kochplaats 348,0599::SB146,3068 JD,867,423,1,6,0,0,0,398,33,0,0,1,0,1,431,189,28,24,18,25,23,40,5,15,9,0,21,15,2,0,2,0,4,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Van Beethovenlaan 60,0599::SB147,3055 JD,1137,813,3,5,0,1,0,721,101,0,0,1,0,0,822,207,48,107,17,238,57,45,2,19,26,1,16,17,2,0,6,0,1,4,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Gerdesiaweg 494,0599::SB148,3031 BR,1152,607,3,4,0,0,0,556,58,0,0,0,0,0,614,105,53,89,33,71,14,69,38,29,18,0,16,23,28,3,7,2,1,6,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Jacob Loisstraat 18,0599::SB149,3033 RD,2294,814,4,17,0,1,0,740,96,0,0,1,0,0,836,65,85,109,46,54,18,129,103,12,38,0,14,16,104,1,13,2,2,2,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Abtsweg 4,0599::SB150,3042 GD,1468,897,2,11,0,0,0,804,106,0,0,0,0,0,910,245,90,48,50,35,33,61,72,23,35,0,53,44,64,1,7,1,24,2,9
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Klein-Coolstraat 37,0599::SB151,3033 XR,1482,694,3,8,0,2,0,658,49,0,0,2,0,0,707,85,71,124,32,71,15,151,22,17,37,0,8,11,17,1,25,0,3,3,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Kastanjeplein 28,0599::SB152,3053 CD,1719,698,6,10,0,0,0,654,59,0,1,0,0,0,713,133,73,88,50,73,36,77,15,27,27,0,25,19,23,1,12,7,4,4,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Jaap Valkhoffplein 5,0599::SB153,3027 PV,1693,850,7,14,0,4,0,873,4,2,0,6,0,0,877,60,94,88,47,34,18,116,118,18,29,0,12,12,163,1,15,1,2,21,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Hammarskjöldplaats 103,0599::SB154,3069 RA,1031,478,0,2,0,2,0,451,31,0,0,2,0,0,482,178,39,23,27,22,28,30,7,20,17,0,39,34,3,0,10,0,0,0,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Bok de Korverweg 1,0599::SB155,3056 PD,1192,731,3,2,1,0,0,628,107,0,1,0,0,0,735,169,71,126,8,150,39,53,9,13,18,0,23,17,3,1,23,4,3,0,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Lieve Verschuierstraat 62,0599::SB156,3021 ZH,1556,761,3,5,0,0,0,668,101,0,0,0,0,0,769,72,86,88,36,75,10,131,47,16,38,1,18,3,99,1,23,4,4,6,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Nansenplaats 2 links,0599::SB157,3069 CV,864,413,1,0,0,0,0,374,40,0,0,0,0,0,414,135,35,32,19,37,30,47,5,14,11,1,19,9,3,4,5,0,4,3,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Curieplaats 24,0599::SB158,3069 HA,1158,647,4,1,0,0,0,600,52,0,0,0,0,0,652,225,62,54,15,84,28,66,1,18,35,1,18,24,3,1,3,0,9,0,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Bertrand Russellplaats 20,0599::SB159,3069 CA,1360,828,0,0,0,4,0,753,79,0,0,4,0,0,832,267,87,73,29,74,44,102,4,25,35,0,47,23,1,3,6,0,6,0,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Hoekse Brink 219,0599::SB160,3151 GB,1350,929,5,4,0,1,0,848,91,0,0,1,0,0,939,224,71,39,35,276,101,37,0,19,36,0,37,44,1,1,5,0,0,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Oostervantstraat 25 rechts,0599::SB161,3021 PT,1904,909,4,15,0,2,0,811,115,0,2,0,0,0,926,54,114,137,44,76,13,201,56,19,36,0,11,5,112,0,14,6,3,3,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Van Maanenstraat 8 links,0599::SB162,3038 CZ,1693,624,3,2,0,1,0,581,47,0,1,0,0,0,628,77,58,134,18,78,15,113,17,14,46,0,6,14,4,0,19,0,8,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Hoekse Hillweg 115,0599::SB163,3151 CB,1365,380,8,3,2,0,0,353,36,0,2,0,0,0,389,80,26,23,20,82,42,11,0,11,23,0,18,30,2,3,3,0,5,1,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Coolsingel 40 midden,0599::SB164,3011 AD,899,623,3,1,0,0,0,590,37,0,0,0,0,0,627,110,55,133,20,112,18,74,10,13,26,0,6,9,9,2,20,1,2,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Coloniastraat 25 rechts,0599::SB165,3024 TA,2234,582,5,8,0,8,0,528,75,0,0,8,0,0,603,76,69,76,33,47,11,102,33,13,24,0,13,14,35,3,18,3,4,6,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau De Vliegerstraat 55 rechts,0599::SB166,3021 ZN,1761,698,3,5,0,2,0,633,71,0,2,0,0,0,704,55,79,109,36,62,17,141,39,15,48,0,8,8,34,4,22,0,5,10,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Engelsestraat 40 rechts,0599::SB167,3028 CH,1475,408,2,9,0,1,0,370,48,0,1,0,0,0,418,75,67,19,22,17,10,30,24,16,19,0,14,22,43,2,12,1,6,7,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Tidemanstraat 80 rechts,0599::SB168,3022 SM,1975,653,3,10,0,1,0,579,88,0,0,1,0,0,667,44,90,44,31,24,12,107,91,13,27,1,4,8,135,0,9,1,3,9,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Rozenlaan 20 rechts,0599::SB169,3051 LS,1310,883,3,3,0,1,0,822,68,0,0,1,0,0,890,161,83,105,43,89,45,138,11,46,40,1,23,30,3,0,47,1,5,3,9
