contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland,uncounted_geen briefstembiljetten,uncounted_te veel briefstembiljetten
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verpleeghuis Quintus,0518::SB345,2552 LZ,1286,150,0,2,0,0,0,127,25,,0,0,0,0,0,152,8,8,18,21,4,12,5,16,13,5,0,2,1,35,0,2,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Svv Scheveningen,0518::SB348,2566 EC,980,155,0,0,0,0,0,137,18,,0,0,0,0,0,155,16,13,1,26,3,30,3,18,11,4,0,1,0,26,1,2,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Hvv RAS,0518::SB349,2555 XP,1573,451,0,0,0,0,1,400,50,,0,0,0,0,0,451,31,35,26,50,19,91,10,40,25,23,0,0,0,92,1,8,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verpleeghuis Dorestad,0518::SB351,2552 BJ,221,118,1,2,0,0,0,113,8,,0,0,0,0,0,121,5,6,8,13,9,26,3,6,6,6,0,4,0,25,0,1,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verpleeghuis Nolenshaghe,0518::SB352,2555 XZ,181,324,0,0,0,0,12,273,39,,0,0,0,0,0,324,40,15,8,78,5,53,6,40,21,10,0,2,1,35,1,9,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Bewonersver. Noordelijk Scheveningen,0518::SB402,2587 HT,2598,1130,0,2,0,0,3,1004,125,,0,0,0,0,0,1132,116,86,57,234,18,169,24,125,62,34,0,5,1,167,3,29,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verpleeghuis De Eshoeve,0518::SB403,2587 AZ,835,407,0,0,0,0,0,357,50,,0,0,0,0,0,407,59,28,9,108,5,76,11,38,26,11,0,0,1,24,1,10,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Woonzorgcentrum Oldeslo,0518::SB405,2597 KE,688,504,0,1,0,1,1,452,53,,0,0,1,0,0,506,61,45,4,198,2,76,7,41,17,2,0,0,3,32,3,13,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Buurtcentrum Kommunika,0518::SB407,2586 SH,2263,765,3,0,0,2,2,691,77,,0,0,2,0,0,770,58,55,55,98,19,86,36,107,55,20,1,3,2,148,0,22,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau OBS Het Volle Leven,0518::SB408,2587 BB,1434,222,0,0,0,0,0,192,30,,0,0,0,0,0,222,39,13,8,51,1,32,1,34,11,4,0,0,0,15,2,11,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Muzee Scheveningen,0518::SB410,2586 GT,1141,798,0,1,0,1,0,708,90,,0,1,0,0,0,798,73,46,31,161,19,102,19,104,45,26,3,2,1,148,3,15,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Stichting Cardia-Duinrust, Thuishaven",0518::SB411,2586 GP,603,234,1,1,0,0,1,215,20,,0,0,0,0,0,236,17,20,17,34,8,34,18,18,16,11,0,0,1,33,0,7,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkcentrum Het Kalhuis,0518::SB412,2584 HH,1704,843,1,4,0,2,0,763,87,,0,0,2,0,0,850,71,47,52,100,27,96,32,127,76,33,0,3,7,139,1,32,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau CBS De Meerpaal,0518::SB418,2583 JH,1712,708,2,1,0,1,0,604,108,,0,1,0,0,0,712,30,46,93,60,22,63,46,52,36,25,2,0,3,220,2,8,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkcentrum Het Trefpunt,0518::SB419,2583 JH,2344,362,1,1,0,1,0,314,51,,0,0,1,0,0,365,16,16,61,17,16,38,25,31,8,14,4,0,0,113,1,2,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Willem de Zwijgerschool,0518::SB420,2587 HP,230,572,0,1,0,0,1,496,76,,0,0,0,0,0,573,102,33,2,175,3,94,14,55,26,10,1,0,1,31,0,25,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Nutsschool M. M. Boldingh,0518::SB421,2517 SC,1617,386,2,2,0,0,0,345,45,,0,0,0,0,0,390,51,25,4,61,8,62,5,73,21,12,0,9,2,43,0,10,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkgebouw Thabor,0518::SB423,2581 BC,2279,674,1,2,0,2,0,592,87,,0,0,2,0,0,679,38,63,44,97,5,79,79,60,43,27,0,1,0,119,4,15,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Deutsche Internationale Schule,0518::SB425,2582 LB,917,601,0,3,0,0,4,532,70,,2,0,2,0,0,606,89,45,15,129,7,122,11,84,28,6,0,0,1,41,1,22,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeentemuseum,0518::SB426,2517 HV,684,510,1,0,0,1,2,456,54,,0,0,1,0,0,512,77,27,9,93,6,75,11,114,28,8,1,2,1,41,0,17,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau SBO Het Mozaïek,0518::SB427,2582 EC,971,456,2,0,0,0,0,401,57,,0,0,0,0,0,458,59,34,3,102,10,78,11,65,23,13,0,0,0,43,0,15,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Oranjeschool,0518::SB430,2583 AA,2038,640,1,1,0,0,0,558,84,,0,0,0,0,0,642,53,40,33,99,9,67,79,57,31,27,3,3,0,126,1,12,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Revalidatie en behandelcentrum Mechropa,0518::SB433,2584 AC,1219,577,0,0,0,1,0,497,79,,0,1,0,0,0,576,59,31,10,164,6,117,15,72,30,12,0,2,2,43,1,13,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Woonzorgcentrum Groot Hertoginneduin,0518::SB435,2517 PW,1200,606,1,1,0,0,0,551,57,,0,0,0,0,0,608,89,15,17,88,10,107,11,142,44,12,0,0,4,32,4,31,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Bowling Scheveningen,0518::SB436,2586 BZ,1443,611,0,4,0,0,4,535,76,,0,0,0,0,0,615,50,32,47,177,15,80,11,40,21,16,0,3,1,107,0,11,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Arubahuis,0518::SB437,2517 JN,756,355,0,0,0,0,1,314,40,,0,0,0,0,0,355,59,14,5,93,4,65,2,55,19,4,0,0,2,17,2,14,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Nieuwe Haven,0518::SB441,2584 TP,2229,553,0,1,0,0,0,495,59,,0,0,0,0,0,554,44,43,40,56,16,64,43,69,40,23,0,0,2,95,1,17,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Brasserie Palace,0518::SB443,2586 BZ,794,161,0,0,0,0,1,151,9,,0,0,0,0,0,161,13,8,4,34,2,23,3,16,8,9,0,1,1,35,1,3,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stadsboerderij 't Waaygat,0518::SB445,2586 TW,807,422,0,1,0,0,1,377,45,,0,0,0,0,0,423,48,11,15,63,3,71,7,72,46,8,0,0,0,59,0,19,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Het Couvéehuis,0518::SB447,2582 HJ,1452,834,1,2,0,0,1,754,85,,0,0,0,0,0,840,128,43,8,218,7,131,11,134,42,12,0,0,3,68,0,29,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Korfbalvereniging KVS,0518::SB449,2597 LS,1095,399,0,2,0,0,1,342,58,,0,0,0,0,0,401,43,41,2,141,6,59,11,29,14,7,0,0,0,35,0,11,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Pier,0518::SB450,2586 JW,1102,128,0,0,0,0,1,122,5,,0,0,0,0,0,128,16,2,3,20,0,32,0,26,9,2,0,1,0,8,0,9,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Kurhaus,0518::SB452,2586 CK,159,324,0,0,0,0,12,273,39,,0,0,0,0,0,324,40,15,8,78,5,53,6,40,21,10,0,2,1,35,1,9,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Huize Royal / Royal Rustique,0518::SB453,2584 CV,129,208,1,2,0,0,0,191,20,,0,0,0,0,0,211,15,21,6,38,4,42,12,26,12,3,0,2,1,22,0,4,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Respect, Bosch en Duin",0518::SB454,2517 KZ,96,170,0,0,0,1,0,154,17,,0,0,1,0,0,171,10,11,5,41,6,33,9,26,8,2,0,1,0,17,0,1,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Rudolf Steiner Zorg,0518::SB455,2597 LD,23,98,0,1,0,0,0,86,13,,0,0,0,0,0,99,6,7,1,28,0,14,2,13,6,6,0,1,1,7,0,6,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Blauwe Loods,0518::SB456,2583 ER,132,133,0,0,0,0,4,112,17,,0,0,0,0,0,133,10,10,2,20,2,28,6,31,15,0,1,0,0,6,0,2,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Respect, Prins Willemhof",0518::SB457,2584 HZ,118,85,0,0,0,0,0,83,2,,0,0,0,0,0,85,5,14,5,10,2,10,16,5,3,2,1,0,0,12,0,0,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijk- en dienstencentrum het Klokhuis,0518::SB501,2585 TJ,1094,922,1,1,0,1,1,807,117,,0,0,1,0,0,925,158,67,7,239,11,152,8,112,59,7,0,0,7,60,2,33,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Institute of Social Studies,0518::SB505,2518 AX,1202,888,0,2,0,0,2,791,97,,0,0,0,0,0,890,143,45,7,157,14,154,8,203,49,8,2,3,5,52,3,35,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijk- en dienstencentrum De Heldenhoek,0518::SB507,2513 GV,3027,1682,6,6,0,3,5,1545,147,,0,0,3,0,0,1697,183,61,51,218,50,313,26,399,163,31,1,18,11,109,3,45,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Cultureel Centrum Vreedehuis,0518::SB508,2585 GP,625,376,0,1,0,0,0,330,47,,0,0,0,0,0,377,50,20,6,117,10,60,9,36,25,4,0,0,0,21,0,18,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Woonzorgcentrum Op de Laan,0518::SB509,2517 AS,3347,1166,3,4,0,0,3,1066,104,,0,0,0,0,0,1173,161,26,21,189,33,214,8,275,94,20,1,2,5,58,4,55,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Da Costaschool,0518::SB510,2517 HH,117,159,0,1,0,0,0,143,17,,0,0,0,0,0,160,33,4,5,24,5,24,2,33,9,5,0,0,0,7,0,8,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stadhuis,0518::SB516,2511 BT,516,1142,1,12,0,0,8,1042,105,,0,0,0,0,0,1155,141,52,50,130,24,217,35,224,66,28,6,32,4,87,3,43,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stadhuis,0518::SB517,2511 BT,555,1017,1,10,0,1,6,934,89,,0,0,1,0,0,1029,115,29,23,119,34,180,16,207,72,38,1,32,8,107,2,34,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Opvoedpoli,0518::SB521,2512 GD,1548,484,2,1,0,1,0,445,41,,0,1,0,0,0,486,47,14,10,53,8,96,14,105,45,15,1,15,2,31,1,27,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijk- en Dienstencentrum De Kronkel,0518::SB522,2512 KD,906,428,1,4,0,0,2,396,35,,0,0,0,0,0,433,39,10,22,46,15,77,10,71,52,13,0,8,2,48,1,14,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau PEP Den Haag,0518::SB524,2513 AM,679,567,0,3,0,0,0,504,66,,0,0,0,0,0,570,62,31,14,122,11,95,8,118,43,7,1,0,1,38,1,15,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verpleeghuis De Schildershoek,0518::SB527,2515 GK,1989,269,0,4,0,0,0,233,40,,0,0,0,0,0,273,9,8,16,11,12,65,7,36,17,6,0,70,1,10,0,1,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sporthal Oranjeplein,0518::SB528,2515 GE,930,321,0,4,0,0,0,288,37,,0,0,0,0,0,325,17,8,15,21,23,59,10,38,21,7,0,71,1,19,1,10,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau CBS Koningin Beatrixschool,0518::SB531,2525 TN,2059,396,0,7,0,0,0,295,108,,0,0,0,0,0,403,11,5,23,20,26,109,11,20,6,2,0,144,0,17,0,2,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Nationaal Toneel ""Oefenruimte""",0518::SB532,2514 KP,1086,602,0,0,0,0,1,519,82,,0,0,0,0,0,602,75,39,6,166,8,101,8,79,51,5,2,0,2,29,0,31,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Shri Vishnu School,0518::SB533,2525 TH,1922,282,0,4,0,1,0,207,78,,0,1,0,0,0,285,10,3,14,17,36,36,3,14,7,6,0,110,0,22,0,4,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Buurtcentrum Octopus,0518::SB535,2512 RE,1510,435,1,7,0,0,0,328,115,,0,0,0,0,0,443,18,13,7,20,35,107,5,30,8,5,1,169,0,14,2,1,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau OBS De Springbok,0518::SB537,2571 VD,3200,423,0,8,0,0,1,346,84,,0,0,0,0,0,431,27,9,10,8,40,69,15,38,6,8,3,158,1,24,3,4,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Buurthuis Mandelaplein,0518::SB539,2572 HT,1810,434,0,4,0,2,0,337,103,,0,0,2,0,0,440,11,10,29,16,35,83,4,35,5,11,2,162,1,30,0,0,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sportcafé Transvaal,0518::SB541,2572 NR,360,124,0,1,0,1,0,94,30,,0,1,0,0,0,124,2,4,7,3,6,36,0,6,7,3,0,38,1,10,0,1,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Het Schakelpunt,0518::SB550,2585 CB,1731,973,2,3,0,1,4,865,110,,0,0,1,0,0,979,111,66,26,236,18,179,21,89,76,14,4,4,0,101,0,28,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stayokay,0518::SB551,2515 VA,1758,217,0,0,0,0,3,199,15,,0,0,0,0,0,217,20,11,5,19,10,53,3,38,18,4,0,6,1,20,2,7,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau D'ROEM,0518::SB555,2518 KM,1968,686,1,1,0,1,3,624,62,,0,0,1,0,0,689,85,21,20,70,11,122,6,191,51,11,2,5,2,48,3,38,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Grote Markt (Boterwaag),0518::SB556,2511 BG,528,559,0,1,0,0,3,516,41,,0,0,0,0,0,560,89,13,5,72,9,95,12,143,47,10,0,9,2,24,4,25,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau COMM (Museum voor Communicatie),0518::SB558,2518 AD,317,369,1,0,0,0,2,335,33,,0,0,0,0,0,370,63,19,4,78,3,59,10,76,16,2,0,0,2,23,0,14,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Paard,0518::SB559,2512 GA,870,529,1,3,0,0,0,492,41,,0,0,0,0,0,533,63,13,9,49,19,82,7,159,50,9,0,3,4,31,4,27,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wooncentrum De Croissant,0518::SB560,2515 SB,1429,539,2,3,0,0,1,513,30,,0,0,0,0,0,544,71,14,16,60,12,116,8,121,40,9,0,4,0,46,0,22,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Clubhuis Cantaloup,0518::SB562,2514 KL,549,236,0,0,0,0,2,204,30,,0,0,0,0,0,236,25,9,3,82,3,44,2,27,12,6,0,0,0,10,0,13,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sportcampus Zuiderpark,0518::SB564,2533 SR,1719,153,1,1,0,0,0,144,11,,0,0,0,0,0,155,18,4,7,13,6,28,5,25,9,6,0,11,0,19,0,2,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stadsboerderij Schildershoeve,0518::SB566,2526 MS,1640,257,2,3,0,0,0,201,63,,2,0,2,0,0,264,4,3,8,7,10,47,8,30,6,8,2,111,4,3,2,4,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stadsboerderij de Woelige Stal,0518::SB567,2571 PB,1314,115,1,0,0,0,0,98,18,,0,0,0,0,0,116,5,2,18,8,16,18,2,11,2,3,0,24,1,4,0,1,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Buurthuis Sam Sam,0518::SB568,2526 NW,1497,315,1,7,0,1,1,232,89,,0,1,0,0,0,322,12,4,8,7,6,113,1,14,2,3,1,139,0,4,0,1,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Kessler Stichting,0518::SB569,2571 GN,1846,306,1,1,0,0,1,251,56,,0,0,0,0,0,308,36,5,17,22,10,57,5,47,17,11,0,42,0,32,1,4,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Première Parterre Culturele Salon,0518::SB573,2517 EJ,782,331,0,1,0,0,2,294,36,,0,0,0,0,0,332,55,13,3,86,4,63,3,63,15,3,0,0,0,8,2,13,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Theater de Vaillant,0518::SB576,2526 JS,1859,328,0,2,0,0,0,273,57,,0,0,0,0,0,330,15,2,20,11,28,95,4,42,7,6,0,81,3,11,0,3,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Meester Schabergschool,0518::SB578,2513 XX,613,236,1,0,0,0,1,199,37,,0,0,0,0,0,237,14,8,11,28,10,62,5,25,14,6,2,12,1,33,0,5,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau t Haagse Huis,0518::SB579,2512 JL,1390,168,0,4,0,0,0,142,30,,0,0,0,0,0,172,17,1,12,8,5,43,3,31,5,4,0,27,0,7,1,4,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Jan van Nassauschool,0518::SB584,2515 TM,1931,475,2,2,0,0,0,424,55,,0,0,0,0,0,479,81,18,23,58,16,88,11,81,25,9,0,9,2,37,0,17,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Haagse Hogeschool,0518::SB601,2521 EN,915,412,0,3,0,0,4,381,32,,2,0,2,0,0,417,62,11,6,42,15,68,8,96,27,13,0,9,0,29,0,26,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Haagse Hogeschool,0518::SB602,2521 EN,1523,534,3,5,0,2,2,491,47,,0,2,0,0,0,540,72,18,6,55,17,92,24,127,21,13,0,16,0,44,3,26,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stadsdeelkantoor Laak,0518::SB603,2521 EC,2609,605,5,3,0,0,0,520,93,,0,0,0,0,0,613,36,18,31,41,31,151,24,55,21,18,2,90,1,78,3,5,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Esloo College,0518::SB605,2516 JE,2224,349,0,2,0,0,0,305,46,,0,0,0,0,0,351,19,14,27,20,27,81,7,38,14,13,2,34,0,43,3,7,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau SBO Merlijn,0518::SB610,2522 DM,1765,497,2,1,0,0,2,427,71,,0,0,0,0,0,500,29,26,55,50,23,61,12,46,18,37,0,7,1,117,3,12,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau OBS De Spoorzoeker,0518::SB613,2524 TT,1415,239,2,1,0,0,0,194,48,,0,0,0,0,0,242,16,4,19,16,19,49,4,24,15,8,2,32,0,25,1,5,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Laaktheater,0518::SB615,2523 XT,1707,333,0,1,0,0,0,299,35,,0,0,0,0,0,334,20,12,24,27,23,67,15,34,14,12,1,21,0,55,0,8,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkcentrum Cromvlietplein,0518::SB619,2516 KV,1387,223,0,3,0,0,0,189,37,,0,0,0,0,0,226,19,2,25,9,23,57,3,18,4,6,0,36,0,20,0,1,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Oase,0518::SB621,2524 XN,2225,478,2,4,0,0,0,427,58,,1,0,1,0,0,485,32,13,44,20,28,102,30,39,27,25,1,44,0,66,1,6,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Caballero Fabriek,0518::SB624,2516 AH,1875,254,1,0,0,0,0,225,30,,0,0,0,0,0,255,31,9,8,64,4,28,2,53,9,0,0,4,0,20,1,21,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Buurtcentrum de Stiel,0518::SB625,2521 TD,1697,220,0,1,0,0,0,206,15,,0,0,0,0,0,221,9,12,27,9,21,45,9,19,7,7,4,10,0,39,0,2,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau HVV Laakkwartier,0518::SB626,2523 JS,1591,267,1,1,0,0,1,225,43,,0,0,0,0,0,269,15,9,29,14,9,35,8,27,24,14,2,16,0,62,2,1,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Middin Neherkade,0518::SB627,2516 HM,807,243,2,2,0,0,0,224,23,,0,0,0,0,0,247,24,5,6,23,9,52,7,46,13,11,0,13,1,30,0,3,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stadsboerderij Molenweide,0518::SB628,2516 TA,1224,116,0,0,0,0,1,97,18,,0,0,0,0,0,116,6,4,3,9,13,27,1,22,5,4,0,14,2,6,0,0,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Centrum Jonckbloetplein,0518::SB629,2523 AR,2586,369,1,9,0,1,0,337,43,,0,0,1,0,0,380,18,9,42,20,24,63,17,57,20,10,1,19,1,65,1,2,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau OBS Dr. Willem Drees,0518::SB632,2523 XC,663,159,0,1,0,0,2,132,26,,0,0,0,0,0,160,10,9,10,11,10,24,8,23,11,7,3,7,0,18,3,5,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Woonzorgcentr. Maison Gaspard de Coligny,0518::SB701,2597 GW,976,1037,3,2,0,2,3,916,125,,0,0,2,0,0,1044,101,74,18,407,10,142,19,86,36,14,3,0,4,94,0,29,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Het Huis Nebo,0518::SB703,2597 SP,1374,812,1,0,0,0,5,696,112,,0,0,0,0,0,813,95,84,10,261,6,108,14,49,29,19,0,0,1,114,2,20,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau CBS Oranje Nassau,0518::SB704,2596 GD,1694,1095,2,3,0,1,6,955,140,,0,0,1,0,0,1101,152,114,10,369,10,144,18,126,47,8,1,2,2,50,1,41,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkcentrum 't Benoordenhuis,0518::SB706,2596 XH,1289,1028,1,0,0,0,1,855,173,,0,0,0,0,0,1029,158,83,5,386,4,162,19,82,23,11,0,1,5,57,1,31,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Florence Woonzorgcentrum Oostduin,0518::SB707,2596 RH,1209,662,0,0,0,0,0,576,86,,0,0,0,0,0,662,94,46,9,232,5,113,5,62,17,5,0,1,1,45,0,27,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Schoolvereniging Wolters,0518::SB708,2597 PH,988,990,0,3,0,0,1,879,113,,0,0,0,0,0,993,152,75,10,374,4,121,19,77,34,6,0,1,1,57,2,57,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sportcentrum Mariahoeve,0518::SB713,2592 CE,282,88,0,0,0,0,1,76,11,,0,0,0,0,0,88,10,5,1,15,3,20,4,16,4,3,0,0,0,4,0,3,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau RKBS Liduinaschool,0518::SB714,2595 TA,1451,939,3,1,0,2,5,840,100,,0,0,2,0,0,945,172,76,9,203,12,158,8,167,32,15,0,2,0,51,1,33,,
,'s-Gravenhage,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkcentrum Bezuidenhout,0518::SB715,2593 CH,1324,795,1,1,0,0,2,725,70,,0,0,0,0,0,797,119,39,23,131,23,114,14,139,60,17,0,0,2,77,4,33,,
