contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Betaalbaar Water,ChristenUnie,VVD,50PLUS,Algemene Waterschapspartij (AWP),Partij voor Mens en Spirit (MenS),Partij voor de Dieren
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Schakel,0014::SB201,9731 AA,1193,744,21,3,0,3,0,716,49,0,0,3,0,0,0,765,191,113,53,78,35,70,63,31,13,97
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Noorderpoortcollege,0014::SB202,9731 BH,1139,487,7,8,1,0,0,449,52,0,0,1,0,0,0,501,107,94,45,51,31,24,43,26,9,57
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Basisschool De Vuurtoren,0014::SB211,9732 JS,1342,671,11,3,0,1,0,636,48,0,0,1,0,0,0,684,179,147,44,54,39,35,68,30,14,61
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Kimkiel,0014::SB215,9732 KZ,1257,270,10,1,0,0,0,261,19,0,0,1,0,1,0,280,86,43,16,20,26,12,14,16,6,31
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Ontmoetingsruimte Het Stuurhuis,0014::SB220,9733 AG,1418,518,13,4,0,0,0,500,35,0,0,0,0,0,0,535,144,84,39,53,25,14,44,21,15,79
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Basisschool De Swoaistee,0014::SB221,9733 EB,1266,591,17,7,0,1,0,554,62,0,0,0,1,0,0,616,167,103,25,67,41,23,31,31,10,93
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Wijkcentrum Het Dok,0014::SB222,9733 CA,1548,807,15,6,2,0,0,764,62,0,0,2,0,0,0,826,204,143,59,83,64,33,49,59,14,99
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Zorgcentrum Mercator,0014::SB223,9733 HH,1257,564,11,5,0,0,0,531,50,0,0,0,1,0,0,581,177,106,41,48,41,24,28,25,5,69
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Basisschool De Driebond,0014::SB230,9734 AA,1402,576,15,1,0,0,0,540,52,0,0,0,0,0,0,592,154,111,57,40,47,29,43,39,12,44
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Buurtcentrum 't Heerdenhoes,0014::SB260,9737 LK,1442,650,26,5,0,0,0,646,32,0,0,3,0,3,0,678,167,116,43,50,63,15,22,34,16,124
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Sporthal Beijum,0014::SB261,9737 BV,1199,362,6,7,1,0,0,352,24,0,0,0,1,0,0,376,82,54,39,32,35,9,10,30,14,57
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Activiteitencentrum Trefpunt,0014::SB262,9737 AB,1076,367,5,2,0,0,0,345,29,0,0,0,0,0,0,374,100,50,18,37,33,15,20,21,14,59
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Kentalis Tine Marcusschool,0014::SB263,9737 HK,925,472,8,3,0,0,0,442,41,0,0,0,0,0,0,483,117,86,35,52,33,17,39,22,15,56
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Buurtcentrum De Kleihorn,0014::SB264,9736 CT,1158,507,9,2,0,1,0,477,42,0,0,0,1,0,0,519,134,76,22,52,56,22,30,21,16,78
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Expeditie,0014::SB266,9736 PB,1491,484,18,0,0,0,0,475,27,0,0,0,0,0,0,502,118,71,28,69,59,8,22,26,18,65
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Heerdstee,0014::SB267,9736 EA,1171,349,7,1,0,0,0,343,14,0,0,0,0,0,0,357,71,51,20,33,40,12,20,15,15,72
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gymlokaal Stoepemaheerd,0014::SB268,9737 TJ,1435,768,21,6,0,2,1,751,46,0,1,0,3,0,0,798,202,116,31,73,64,30,47,50,34,121
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Sporthal Selwerd 1,0014::SB300,9741 EW,1531,416,23,0,0,0,0,416,23,0,0,0,0,0,0,439,96,79,32,25,41,30,13,35,14,51
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Sporthal Selwerd 2,0014::SB301,9741 EW,1840,477,23,2,3,0,17,488,0,0,0,0,3,0,0,505,115,100,23,41,30,46,19,31,13,59
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Huize Patrimonium,0014::SB302,9741 HM,1033,374,12,6,0,0,0,376,16,0,0,0,0,0,0,392,70,56,50,40,66,9,22,18,7,36
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Basisschool de Wegwijzer,0014::SB304,9741 LE,1348,562,23,1,0,1,0,558,27,0,0,1,0,0,0,585,119,94,86,24,70,40,22,45,16,46
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Fontein,0014::SB305,9741 EZ,1468,479,16,0,1,0,0,468,26,0,0,1,0,0,0,494,109,61,54,44,52,43,25,19,22,50
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Verpleeghuis 't Blauwbörgje,0014::SB311,9742 BL,1661,677,22,11,0,1,0,654,57,0,0,0,1,0,0,711,172,147,53,45,46,54,23,48,16,73
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Bao Trieu sportcentrum,0014::SB312,9742 LZ,1377,388,11,1,0,0,0,383,17,0,0,0,0,0,0,400,90,54,36,30,48,30,23,24,15,38
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Bisschop Bekkersschool,0014::SB313,9742 KT,1292,401,6,1,1,0,0,369,38,0,0,1,0,0,0,407,82,73,42,27,44,37,48,16,12,20
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Zaal Trefpunt bij aanleunwoningen,0014::SB314,9742 KP,1430,550,15,8,0,0,0,551,22,0,0,0,0,0,0,573,136,115,47,39,43,40,44,27,8,51
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Plutozaal,0014::SB316,9742 GK,1597,537,26,4,0,1,0,542,26,0,0,0,1,0,0,568,128,81,61,44,49,36,43,26,11,58
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau 't Vinkhuys,0014::SB320,9743 BJ,1531,529,15,10,5,0,0,511,38,0,0,5,0,0,0,549,113,107,42,50,61,36,29,21,18,52
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau CBS Aquamarijn,0014::SB321,9746 RS,1101,642,8,1,0,0,0,598,53,0,0,0,0,0,0,651,144,118,56,51,51,93,19,58,9,43
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Basisschool De Sterrensteen,0014::SB322,9743 SP,1248,350,10,4,0,1,0,327,36,0,0,1,0,0,0,363,79,50,35,37,47,20,23,17,7,35
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Platina Zorgcentrum,0014::SB323,9743 GN,1207,525,16,6,0,0,0,507,40,0,0,0,0,0,0,547,94,105,64,58,55,21,64,15,8,41
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Veldspaat,0014::SB324,9743 XV,1084,432,9,5,0,1,0,422,23,0,0,1,0,0,0,445,89,88,47,50,45,16,42,20,8,27
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Vensterschool Vinkhuizen,0014::SB325,9743 EZ,756,475,14,8,3,0,0,454,40,0,0,3,0,0,0,494,111,95,41,46,51,29,32,13,11,46
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Wende,0014::SB326,9743 CP,1562,545,17,1,0,0,0,530,33,0,0,0,0,0,0,563,109,63,50,36,96,44,36,43,16,52
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Dagverblijf Ilmarinen,0014::SB327,9743 JK,1542,590,16,3,0,2,0,582,29,0,0,0,2,0,0,611,105,61,66,50,162,29,29,25,12,51
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Kleine Held,0014::SB328,9745 CP,1613,603,13,5,0,1,0,581,41,0,0,0,1,0,0,622,152,110,63,49,38,70,35,22,9,55
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Goudvink,0014::SB329,9743 CH,929,333,12,0,0,0,0,317,28,0,0,0,0,0,0,345,79,58,29,43,38,14,22,11,4,35
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Strinke,0014::SB331,9727 AS,1618,545,13,3,0,1,0,513,51,0,2,0,3,0,0,564,150,85,34,31,49,72,32,26,16,50
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Rehobothschool,0014::SB332,9744 CL,1343,553,10,2,0,0,0,518,47,0,0,0,0,0,0,565,122,50,53,52,140,26,43,15,16,36
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Anne Frankschool,0014::SB334,9744 HW,1213,549,15,2,0,0,0,533,32,0,0,1,0,1,0,565,144,58,50,51,67,37,42,37,24,39
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau CBS Aquamarijn,0014::SB335,9746 BH,1511,667,12,3,0,0,0,616,66,0,0,0,0,0,0,682,158,111,64,57,60,92,14,43,14,54
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Verenigingsgebouw NH-kerk,0014::SB340,9745 CJ,1528,571,10,6,0,0,0,537,50,0,0,0,0,0,0,587,150,86,51,56,70,33,40,19,9,57
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Recreatiezaal Ruskenborg,0014::SB341,9744 DA,1013,474,6,2,0,0,0,456,26,0,0,0,0,0,0,482,130,64,43,46,73,37,25,16,5,35
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gabriëlflat,0014::SB342,9744 KJ,792,420,9,3,0,0,0,401,31,0,0,0,0,0,0,432,115,56,40,32,68,20,33,19,1,36
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Verenigingsgebouw De Hoeksteen,0014::SB350,9746 TN,673,212,3,0,0,0,0,183,32,0,0,0,0,0,0,215,65,32,18,13,14,27,9,11,4,19
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Kantoorunit 1 bij het Hoofdstation,0014::SB400,,0,428,37,4,0,0,0,461,8,0,0,0,0,0,0,469,92,85,24,29,39,36,10,30,8,75
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Leeskamer gemeenteraad,0014::SB401,9712 HN,0,363,21,1,0,2,1,371,15,0,0,0,2,0,0,387,88,79,37,18,33,41,7,22,5,33
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Bovenkamer van Groningen,0014::SB403,9712 XB,0,331,23,0,0,1,0,336,19,0,0,0,1,0,0,355,107,56,18,18,13,31,7,26,14,41
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau DUO/Belastingdienst,0014::SB404,9722 TB,0,166,7,1,1,0,0,167,6,0,0,1,0,0,0,173,38,41,14,13,8,11,9,10,1,21
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Kantoorunit 2 bij Hoofdstation,0014::SB405,,0,261,24,1,0,0,1,276,9,0,0,0,0,0,0,286,64,53,27,14,17,21,8,20,10,27
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,"Stembureau Hanzehogeschool, Van Olst-toren",0014::SB410,9747 AS,0,385,27,1,0,0,0,394,19,0,0,0,0,0,0,413,91,62,33,23,26,57,6,50,6,31
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Provinciehuis,0014::SB415,9712 JG,475,415,16,10,8,0,1,429,21,0,2,0,10,0,0,451,119,85,38,11,14,52,9,35,7,45
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau UMCG,0014::SB430,9713 GZ,0,625,49,3,0,14,1,636,26,0,0,14,0,0,0,663,142,139,45,30,40,67,11,74,23,54
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau UMCG,0014::SB431,9713 GZ,0,361,27,4,1,0,2,367,22,0,0,1,0,0,0,391,77,76,28,23,17,50,5,42,6,37
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Martini Ziekenhuis,0014::SB440,9728 NT,0,242,8,3,1,0,0,229,25,0,0,0,1,0,0,254,72,43,18,11,19,37,6,18,1,17
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Harmoniecomplex R.U.G.Expositiezaal,0014::SB450,9712 EK,0,385,36,3,3,0,0,405,16,0,0,3,0,0,0,421,100,70,24,15,18,66,3,31,13,45
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Centrale Bibliotheek Groningen,0014::SB451,9712 GH,0,189,10,1,0,0,0,194,6,0,0,0,0,0,0,200,54,34,11,6,6,25,4,11,5,33
