contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,Waterschap@inwonersbelangen,Algemene Waterschapspartij,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymzaal, Schoolplein 6",0344::SB90,3581 PX,1130,725,61,4,0,5,0,741,54,0,0,0,5,0,0,795,245,59,126,133,26,45,19,4,68
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Podium Oost, Oudwkr.dwstr.148",0344::SB91,3581 LJ,2994,1554,83,11,0,0,0,1515,133,0,0,0,0,0,0,1648,489,105,245,265,36,96,56,10,252
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Homeruslaan 40",0344::SB93,3581 MJ,1347,840,66,13,1,0,1,850,69,0,0,0,1,0,0,920,282,42,148,161,29,39,33,5,101
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Voormalig schoolgebouw, Alkhof 55",0344::SB94,3582 AX,1901,799,0,68,0,0,0,814,53,0,0,0,0,0,0,867,228,61,127,124,25,42,36,5,151
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Buurthuis, Keerkringplein 40",0344::SB95,3582 PL,1564,535,40,2,0,0,2,528,47,0,0,0,0,0,0,577,157,39,66,66,37,49,20,1,100
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymzaal, BF Andreaeln 9",0344::SB96,3582 KA,3124,1244,69,5,0,5,0,1251,72,0,0,0,5,0,0,1323,467,72,191,126,29,95,61,8,195
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Zorgcentrum, Burg F Andreaelaan 100",0344::SB98,3582 KD,1364,593,38,3,0,0,0,582,53,0,1,0,1,0,0,635,162,88,94,91,28,28,32,7,63
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gebouw Rode Kruis, Koningsweg 2",0344::SB99,3582 GE,1218,630,29,6,0,0,0,615,50,0,0,0,0,0,0,665,173,48,101,70,30,43,44,5,116
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Frans Halsstraat 22 A",0344::SB100,3583 BP,1590,1193,69,7,0,0,0,1143,126,0,0,0,0,0,0,1269,374,84,196,227,37,60,50,9,156
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Revalidatie Centrum Rembrandtkd 10,0344::SB101,3583 TM,1477,665,49,6,0,0,0,655,65,0,0,0,0,0,0,720,224,30,101,90,22,32,33,1,132
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Jan Muschlaan 24",0344::SB103,3584 GV,2192,894,41,10,0,0,0,861,85,0,1,0,1,0,0,946,277,72,129,189,32,59,29,4,103
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau University College, Maupertuuspln 1",0344::SB104,3584 EE,1568,411,21,4,0,0,0,393,43,0,0,0,0,0,0,436,121,35,71,95,8,25,21,1,34
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Fac. Comm. en Journ. Padualaan 99,0344::SB105,3581 CH,828,432,45,4,0,0,0,467,14,0,0,0,0,0,0,481,144,22,79,37,12,27,28,0,83
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Zorgcentrum, Saffierlaan 10",0344::SB106,3523 RC,1721,775,69,5,0,0,0,779,70,0,0,0,0,0,0,849,223,63,144,98,26,38,46,5,132
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Buurthuis Het Bokkie, Elandplein 25",0344::SB107,3523 SX,1523,479,40,0,0,0,0,475,44,0,0,0,0,0,0,519,159,41,91,33,23,33,25,3,71
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Sporthal , Verlengde Hoogr. weg 203",0344::SB109,3523 KJ,1794,797,47,5,0,1,0,768,82,0,0,0,1,0,0,850,256,64,146,101,40,52,35,4,99
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Gebouw Verl.Hoogravenseweg 150A,0344::SB110,3525 BL,1789,953,61,7,0,0,3,923,98,0,3,0,3,0,0,1024,304,89,183,84,36,86,45,9,117
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Marcuscentrum, Wijnesteinlaan 2",0344::SB112,3525 AL,2703,655,47,7,0,0,0,623,86,0,0,0,0,0,0,709,164,55,173,52,33,41,38,3,96
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Nieuw Plettenburgh, O-Wulvenln 4 A",0344::SB113,3523 VR,2812,1316,85,6,0,0,0,1267,140,0,0,0,0,0,0,1407,376,135,236,164,75,64,92,7,167
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School 'De Baanbreker', Eifel 20",0344::SB114,3524 HH,2580,706,41,4,0,0,0,671,81,0,2,0,1,0,0,752,216,50,133,67,32,35,51,3,119
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymzaal Lunetten, Goeree 4-6",0344::SB115,3524 ZZ,2731,1181,56,8,0,0,0,1145,100,0,0,0,0,0,0,1245,425,64,240,65,54,70,56,6,201
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Kinderboerderij, Koppeldijk 115",0344::SB116,3524 SK,1385,545,24,6,0,0,0,533,42,0,0,0,0,0,0,575,172,31,95,35,27,33,24,2,126
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Wooncentrum de Koppel, Hondsrug 477",0344::SB118,3524 BX,1477,728,46,4,0,0,0,731,47,0,0,0,0,0,0,778,204,47,144,50,33,49,55,7,139
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau 'De Musketon', Hondsrug 19",0344::SB119,3524 BP,1414,1078,45,6,2,0,0,1055,77,0,1,0,3,0,0,1132,337,65,196,71,44,87,77,13,188
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Zorgcentrum,  Beneluxlaan 926",0344::SB121,3526 KJ,1280,353,7,1,0,0,1,328,32,0,0,0,0,0,0,361,80,36,50,48,29,22,33,4,51
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Marco Pololaan 523",0344::SB122,3526 GH,2049,321,18,4,2,0,0,287,58,0,0,0,2,0,0,345,54,25,109,24,20,8,31,5,45
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Bontekoelaan 9",0344::SB123,3526 RA,2066,280,19,4,0,0,0,253,50,0,0,0,0,0,0,303,52,28,81,14,27,12,16,4,46
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau WSC. ZuidWest, Marco Pololaan71",0344::SB125,3526 GA,2103,581,39,4,0,0,1,532,89,0,0,2,0,2,0,622,113,41,149,42,32,35,61,13,95
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Hart v.Noord, Trumanlaan 60",0344::SB126,3527 BR,2202,390,33,7,0,0,0,377,53,0,0,0,0,0,0,430,89,31,117,22,12,32,36,1,50
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Attleeplantsoen 39",0344::SB127,3527 BA,2354,324,26,4,0,0,1,273,81,0,1,0,1,0,0,355,44,29,148,15,14,8,25,4,37
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Zorgcentrum, Van Bijnkershoekln 250",0344::SB129,3527 XL,1563,591,30,11,0,0,0,585,47,0,0,0,0,0,0,632,137,92,109,71,30,27,42,8,75
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau De Keizershof, V.Vollenhoveln 451",0344::SB130,3527 XL,1701,549,34,5,0,0,0,551,37,0,0,0,0,0,0,588,127,47,98,82,27,25,52,11,80
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Zorgcentrum, Hof van Transwijk 4",0344::SB131,3526 XD,1433,488,31,5,0,0,0,496,28,0,0,0,0,0,0,524,78,99,110,41,44,27,25,4,60
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymzaal, Lingestraat 2 B",0344::SB132,3522 TM,3102,866,51,4,2,0,0,817,104,0,0,0,0,0,0,921,230,70,181,94,40,73,39,8,131
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Maasplein 1 ing.hek Rijnln",0344::SB134,3522 BV,2769,1063,53,10,0,0,0,1009,117,0,0,0,0,0,0,1126,304,85,227,98,60,56,50,8,175
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau R.O.C., Vondellaan 174",0344::SB136,3521 GH,2377,1199,85,6,0,0,0,1184,106,0,0,0,0,0,0,1290,379,93,222,178,47,78,59,11,132
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gertrudiskerk, Amaliadwarsstraat 2B",0344::SB137,3522 AR,1437,687,38,6,0,0,0,656,75,0,0,0,0,0,0,731,221,51,130,100,16,48,40,2,79
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Kindercluster, Akkrumerraklaan 111",0344::SB139,3544 TT,1989,935,54,0,0,0,0,871,117,0,0,1,0,1,0,988,204,81,163,190,36,100,34,14,113
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau OBS de Klimroos ,1e Oosterparkln 88",0344::SB140,3544 AK,2714,1128,35,11,0,0,0,1048,124,0,0,2,0,2,0,1172,285,97,176,182,74,102,68,6,138
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Stg. de Kersentuin, Atalantahof 11",0344::SB141,3544 VD,1992,744,12,3,0,0,1,672,86,0,0,0,0,0,0,759,234,53,116,107,40,50,58,9,77
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Bibliotheek Parkwijk, Kruidenln 1",0344::SB142,3541 BA,1858,543,12,0,0,0,0,435,120,0,0,0,0,0,0,555,118,53,101,60,46,27,59,11,68
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Sportcampus, Maartvlinder 11",0344::SB143,3544 DA,2439,730,35,5,0,1,0,672,99,0,0,0,1,0,0,771,191,56,127,139,48,49,25,11,84
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Wijkservicecentrum, Dorpsplein 1",0344::SB144,3451 BK,1767,996,27,8,0,0,0,907,124,0,0,0,0,0,0,1031,249,200,97,189,71,34,53,11,92
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau St Bonifatiusschool, Brinkstraat 4",0344::SB145,3455 SK,340,196,5,0,0,0,0,172,29,0,0,0,0,0,0,201,47,72,13,32,4,5,6,0,17
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Fletiohal, A. Schweitzerlaan 10 A",0344::SB146,3451 EC,1365,671,20,6,0,1,0,637,59,0,0,1,0,0,0,696,143,131,74,128,60,30,28,7,70
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Bedrijfsruimte, Poortland 59",0344::SB147,3451 VA,1849,757,29,9,0,0,0,709,91,0,5,0,5,0,0,800,246,100,95,132,46,33,31,6,68
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School/Bibliotheek,Musicallaan 100",0344::SB148,3543 BT,4398,1494,61,9,0,0,0,1356,208,0,0,0,0,0,0,1564,344,141,212,389,85,69,88,5,161
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Kerkestein, Past.Ohllaan 34 A",0344::SB149,3451 CC,1791,724,15,7,0,0,0,681,65,0,0,0,0,0,0,746,193,119,73,116,64,18,41,6,94
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Sportcentrum Oudenrijn, Europawg 48",0344::SB150,3451 HG,1814,802,25,3,0,0,0,698,133,0,1,1,0,0,0,831,162,98,85,251,43,50,34,10,69
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau NH Verenigingsgebouw, Zandweg 148",0344::SB151,3454 HA,1401,649,13,6,0,0,0,567,101,0,0,0,0,0,0,668,132,116,79,117,62,35,48,12,48
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Cul.centr. De Schalm, Oranjelaan 10",0344::SB152,3454 BT,2033,1091,27,4,0,0,0,987,135,0,0,0,0,0,0,1122,222,203,96,233,93,60,67,22,95
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymzaal, Mereveldlaan 3",0344::SB153,3454 CG,1302,505,13,0,0,0,0,466,52,0,0,0,0,0,0,518,87,107,52,104,63,24,22,5,41
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Huize Nijevelt, Touwslagerslaan 1",0344::SB154,3454 GV,1510,631,21,10,0,0,0,596,66,0,0,0,0,0,0,662,123,153,68,109,53,33,16,11,65
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Activiteitencentrum, Bovenpolder 80",0344::SB155,3453 NP,2155,709,14,7,0,0,0,641,88,0,0,1,0,1,0,729,140,96,87,166,54,53,25,9,79
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, St.-Pietersberg 12 C",0344::SB156,3453 PH,3553,941,31,5,0,0,1,860,116,0,0,0,0,0,0,977,185,111,112,212,76,77,45,4,119
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymzaal, Ten Veldestraat 94",0344::SB158,3454 EN,1263,588,22,9,0,1,0,555,65,0,0,0,1,0,0,620,103,95,68,126,47,38,34,10,67
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Paviljoen, Nedereindseweg 501W",0344::SB159,3546 PM,190,82,1,0,0,0,0,74,9,0,0,0,0,0,0,83,8,26,0,25,9,2,4,3,5
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau UW bedrijven, Niels Bohrweg 121",0344::SB160,3542 CA,127,135,4,1,0,0,0,128,12,0,0,0,0,0,0,140,20,9,19,24,14,12,5,0,32
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymzaal, Kweektuinlaan 11",0344::SB161,3452 SR,2027,645,14,2,0,0,0,556,105,0,0,0,0,0,0,661,127,71,62,189,51,36,46,3,60
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Sportzaal, Keerderberg 21",0344::SB163,3453 RD,1515,659,23,5,0,0,0,580,107,0,0,0,0,0,0,687,120,76,105,150,47,50,22,12,77
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Kindercluster, Teunisbloemlaan 50",0344::SB164,3452 CB,3501,1398,42,8,0,0,0,1229,219,0,0,0,0,0,0,1448,365,149,142,351,96,66,75,9,145
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Activiteitencentr., Operetteln. 629",0344::SB166,3543 BR,2185,740,28,4,0,0,0,772,0,0,0,0,0,0,0,772,159,86,109,185,47,44,33,5,72
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau 't Zand, Pauwoogvlinder 12-24",0344::SB167,3544 DB,1302,655,20,7,0,0,0,595,87,0,0,0,0,0,0,682,192,62,108,137,30,41,27,2,56
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Zorgcentrum, Kandinskystraat 40",0344::SB168,3544 NW,1519,472,14,8,1,0,0,444,49,0,0,1,0,0,0,493,122,63,60,83,31,30,20,12,51
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Cultuurcampus, Burchtpoort 16",0344::SB169,3452 MD,3012,1188,50,4,0,0,0,1055,177,0,0,10,0,10,0,1232,248,156,146,288,104,56,70,17,103
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau W.C. van Unnikgebouw,Heidelbergln 2",0344::SB171,3584 CS,1196,1383,178,10,0,0,0,1520,51,0,0,0,0,0,0,1571,484,89,204,113,25,164,97,7,200
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Kantoor MAX, Europaplein 360",0344::SB172,3526 WH,1094,520,52,1,0,1,0,555,19,0,0,0,1,0,0,574,176,25,78,65,17,43,33,4,79
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau De Paperclip, Parkzichtlaan 203",0344::SB179,3451 GX,1456,466,14,3,0,0,0,414,69,0,0,0,0,0,0,483,103,52,47,132,24,34,29,4,41
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Heycopplein 1",0344::SB182,3521 EX,2472,1127,78,19,0,5,0,1092,137,0,0,0,5,0,0,1229,341,87,190,208,31,84,52,6,128
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Centraal Station, Centrale Hal",0344::SB183,3511 CE,0,1700,149,14,0,5,2,1769,97,0,0,0,5,0,0,1868,446,109,315,249,46,115,114,4,302
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Stadskantoor, Stadsplateau 1",0344::SB184,3521 AZ,255,943,97,13,0,2,3,970,82,0,0,0,2,0,0,1055,288,68,176,120,41,68,60,4,118
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau De Hoogstraat Revalidatie,0344::SB185,3563 AZ,109,82,0,0,0,0,0,75,7,0,0,0,0,0,0,82,21,6,17,8,7,3,6,0,14
