contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),VVD,ChristenUnie,PVV (Partij voor de Vrijheid),Groninger Belang,GROENLINKS,Partij voor de Dieren,Partij voor het Noorden,Forum voor Democratie,50PLUS,DENK
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Plutozaal,0014::SB316,9742 GK,1303,636,0,6,0,3,0,618,27,0,0,3,0,0,645,77,86,46,43,50,58,26,23,117,30,17,45,12,6
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau 't Vinkhuys,0014::SB320,9743 BJ,1212,721,0,4,0,0,0,678,47,0,0,0,0,0,725,87,88,30,47,31,69,51,36,114,40,27,79,14,8
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Rietwierde,0014::SB321,9746 RS,1202,1001,0,1,0,0,2,893,107,0,0,0,0,0,1002,43,144,73,157,131,62,28,44,180,29,29,59,15,7
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Gymzaal Goudlaan,0014::SB322,9743 CA,1113,360,2,3,0,0,0,339,26,0,0,0,0,0,365,60,33,19,11,16,33,49,10,35,9,16,56,5,8
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau ZINN locatie Platina,0014::SB323,9743 GN,1182,535,1,0,0,0,0,498,39,1,0,1,0,0,537,75,93,48,12,28,43,58,27,39,15,18,50,26,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Veldspaat,0014::SB324,9743 XV,1567,724,5,10,0,3,0,688,54,0,0,3,0,0,742,79,133,32,41,32,61,63,36,82,25,29,80,26,5
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Buurtcentrum De Wende,0014::SB326,9743 CP,1228,590,3,2,0,0,0,549,46,0,0,0,0,0,595,56,73,32,33,17,87,38,25,85,23,14,92,5,10
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dagverblijf Ilmarinen,0014::SB327,9743 JK,1714,723,4,5,0,1,0,694,39,0,0,1,0,0,733,81,63,45,35,17,181,52,20,89,28,18,75,15,4
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Kinderopvang De Kleine Held,0014::SB328,9745 CP,1565,773,1,1,0,0,0,707,68,0,0,0,0,0,775,53,99,35,72,70,69,34,34,140,30,17,94,24,2
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Goudvink,0014::SB329,9743 CH,788,412,0,0,0,0,0,369,43,0,0,0,0,0,412,52,60,18,17,17,38,48,25,47,15,6,54,10,5
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Strinke,0014::SB331,9727 AS,1601,697,2,4,1,0,0,614,88,0,1,0,0,0,702,47,91,26,70,85,89,39,23,109,30,25,49,14,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Anne Frankschool,0014::SB334,9744 HW,1581,968,2,1,0,1,0,896,74,0,1,0,0,0,970,118,108,79,28,45,116,73,74,67,15,58,152,34,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau CBS Aquamarijn,0014::SB335,9746 BJ,1541,868,1,1,0,0,1,762,107,0,0,0,0,0,870,31,113,65,104,104,90,41,33,147,19,29,77,9,6
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Verenigingsgebouw PG Hoogkerk,0014::SB340,9745 CJ,2120,711,3,3,0,0,0,639,78,0,0,0,0,0,717,88,64,42,18,30,102,91,33,52,32,24,106,28,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Recreatiezaal Ruskenborg,0014::SB341,9744 DA,1003,543,2,2,0,1,0,498,50,0,0,1,0,0,548,40,75,35,40,31,69,40,53,52,11,21,54,22,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Gabriëlflat,0014::SB342,9744 KC,999,573,3,2,0,0,0,536,42,0,0,0,0,0,578,62,102,40,20,22,69,41,32,37,16,26,96,10,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Verenigingsgebouw De Hoeksteen,0014::SB350,9746 TN,681,196,1,0,0,0,0,174,23,0,0,0,0,0,197,18,30,9,20,26,18,3,8,37,9,5,12,1,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Tijdelijke kantoorunit 1 bij Hoofdstation,0014::SB400,9726 AE,0,1093,4,2,0,0,4,1057,38,0,0,0,0,0,1099,44,131,47,173,103,59,23,20,314,74,23,75,6,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Stadhuis Felicitatieruimte,0014::SB401,9712 HN,0,547,3,2,0,0,1,532,19,0,0,0,0,0,552,14,54,20,87,91,27,6,19,126,48,12,40,3,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Stadhuis Trouwzaal,0014::SB402,9712 HN,0,916,4,2,0,0,0,883,39,0,0,0,0,0,922,39,100,50,142,124,49,14,22,243,43,13,65,10,2
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau DUO/Belastingdienst,0014::SB404,9722 TB,0,435,0,0,0,0,1,410,24,0,0,0,0,0,435,15,59,20,66,36,27,3,20,118,25,12,23,10,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,"Stembureau Hanzehogeschool, Van OlstToren",0014::SB410,9747 AS,0,672,0,0,0,1,0,644,29,0,0,1,0,0,673,13,59,26,128,89,45,2,14,204,34,12,45,1,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Provinciehuis,0014::SB415,9712 JN,1124,653,4,0,0,0,0,605,52,0,0,0,0,0,657,41,77,34,89,74,37,11,14,166,44,15,43,7,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Universitair Medisch Centrum Groningen,0014::SB430,9713 GZ,0,1125,2,5,0,10,1,1065,76,0,0,10,0,0,1142,42,150,53,225,116,73,13,19,308,47,16,56,6,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Universitair Medisch Centrum Groningen,0014::SB431,9713 GZ,0,703,0,1,0,1,2,652,49,0,1,0,0,0,703,29,83,56,112,79,36,10,18,170,40,18,50,2,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Martini Ziekenhuis,0014::SB440,9728 NT,884,607,1,1,1,0,0,550,58,0,1,0,0,0,608,35,86,38,100,51,31,17,24,132,26,19,28,17,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Harmoniecomplex (RUG),0014::SB450,9712 EK,0,910,4,2,0,3,1,879,33,0,3,0,0,0,913,19,99,25,175,124,45,4,12,301,52,9,45,0,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Openbare Bibliotheek Groningen,0014::SB451,9712 GH,0,717,1,2,0,0,0,694,26,0,0,0,0,0,720,28,62,17,126,92,33,8,15,220,55,4,49,6,2
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Bureau Meerstad,0014::SB457,9613 CV,981,518,0,0,0,0,0,462,56,0,0,0,0,0,518,27,76,18,46,68,52,11,29,113,17,9,48,4,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Gemeentehuis I,0014::SB501,9751 AN,725,845,0,0,0,0,0,766,77,0,2,0,2,0,843,47,89,66,98,157,51,13,24,143,53,48,44,12,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Woonzorgcentrum De Dilgt,0014::SB502,9751 ND,1706,1017,2,3,1,0,1,906,116,0,0,1,0,0,1023,35,99,102,144,226,69,17,22,157,33,48,49,16,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Huize Maarwold,0014::SB503,9752 HM,874,519,1,2,0,0,1,489,32,0,0,0,0,0,522,24,49,45,52,125,26,16,10,49,28,40,36,19,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Gemeentehuis II,0014::SB504,9751 AN,954,859,3,2,0,2,0,800,66,0,0,2,0,0,866,31,93,73,106,145,60,16,21,162,41,53,51,7,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Buurthuis De Mellenshorst,0014::SB505,9753 HS,1209,895,1,0,0,1,0,813,84,0,0,1,0,0,897,56,122,67,65,58,84,36,34,161,48,77,74,11,2
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Huize Westerholm,0014::SB506,9752 LS,932,631,3,2,0,0,0,565,71,0,0,0,0,0,636,18,62,46,84,149,39,6,21,89,37,38,31,11,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis De Tiehof,0014::SB508,9755 PM,567,392,0,3,0,1,0,361,33,0,1,0,0,0,394,19,38,49,32,59,52,12,14,55,12,22,18,10,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis De Groenenberg,0014::SB509,9756 BZ,1063,780,2,0,0,1,0,710,73,0,0,1,0,0,783,25,82,72,63,137,38,25,15,147,52,54,65,5,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis De Hoeksteen,0014::SB510,9479 PA,476,347,1,0,0,2,1,314,35,0,0,2,0,0,350,17,38,19,29,51,10,15,11,87,29,9,28,4,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Koepel De Middelhorst,0014::SB511,9751 CV,1366,720,1,1,0,0,1,671,50,0,0,0,0,0,722,37,64,43,91,77,73,23,28,128,45,44,56,11,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau O.B.S. De Linde,0014::SB512,9751 GA,1250,816,0,0,0,0,0,753,63,0,0,0,0,0,816,38,75,53,82,173,46,23,29,133,49,41,54,20,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Huize Zonnehof,0014::SB514,9752 HW,1001,463,0,4,0,0,0,413,54,0,0,0,0,0,467,23,37,54,37,70,46,21,20,64,12,22,49,8,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau O.B.S. De Wissel,0014::SB515,9753 HN,1498,999,0,7,0,1,0,938,70,1,0,2,0,0,1008,50,124,83,76,69,127,24,41,156,49,78,87,34,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Nieuw Erasmusheem,0014::SB516,9752 PE,659,446,0,0,0,0,2,412,32,0,0,0,0,0,446,12,29,41,41,107,30,7,12,61,15,49,35,7,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Zorgboerderij De Mikkelhorst,0014::SB517,9753 BZ,1194,691,1,1,0,0,0,645,48,0,0,0,0,0,693,51,64,54,63,52,80,19,17,143,27,54,56,11,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Gemeentehuis,0014::SB601,9791 CT,1248,796,1,0,0,0,0,746,51,0,0,0,0,0,797,53,91,91,25,16,175,45,90,58,22,63,56,11,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Bloemhof,0014::SB602,9791 LA,1201,713,4,2,0,0,0,661,58,0,0,0,0,0,719,42,103,87,17,38,158,33,57,57,12,43,51,15,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Meul'n,0014::SB603,9796 PD,143,103,0,0,0,0,0,93,10,0,0,0,0,0,103,12,6,20,3,5,13,0,12,17,3,4,7,1,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis Trefpunt,0014::SB604,9797 PD,447,328,0,0,0,0,0,298,30,0,0,0,0,0,328,16,38,74,25,10,19,16,14,57,23,19,15,1,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis De Leeuw,0014::SB605,9798 PA,419,319,0,0,0,1,0,300,20,0,0,1,0,0,320,30,49,13,17,21,19,16,30,61,18,16,23,6,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis De Bongerd,0014::SB606,9795 PE,281,204,1,0,0,0,0,186,19,0,0,0,0,0,205,30,23,4,4,5,9,13,44,34,11,11,14,2,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Gkv Ten Post,0014::SB607,9792 RA,763,463,0,1,0,0,0,426,38,0,0,0,0,0,464,48,36,51,11,30,104,20,52,30,5,32,38,6,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Bibliotheek,0014::SB608,9791 MD,1138,703,2,2,0,0,0,648,59,0,0,0,0,0,707,46,73,92,30,52,148,29,69,51,18,34,47,13,1
