contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),GROENLINKS,ChristenUnie,Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),50PLUS,DENK,U26 GEMEENTEN,Forum voor Democratie
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kringloopcentrum De Arm,0344::SB111,3525 BB,1979,1127,8,4,0,0,0,1026,113,0,0,0,0,0,1139,98,153,51,99,33,49,330,51,65,0,27,93,13,65
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wijkbureau Zuid,0344::SB112,3525 AA,1502,1082,9,7,0,1,1,976,122,0,0,1,0,0,1099,94,142,44,107,39,40,328,39,74,5,18,105,9,38
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wooncomplex Nieuw Plettenburgh,0344::SB113,3523 XZ,2679,1493,11,4,0,8,1,1395,120,0,0,8,0,0,1516,131,211,112,122,82,70,398,54,93,5,45,66,9,95
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau School De Baanbreker,0344::SB114,3524 HH,1523,773,3,0,0,0,1,695,80,0,0,0,0,0,776,52,81,26,77,19,58,291,44,52,0,9,10,7,47
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Goeree 6,0344::SB115,3524 ZZ,2605,1346,4,1,0,1,0,1244,106,0,1,0,0,0,1350,82,110,49,147,37,74,543,47,104,6,26,21,14,86
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Koppelsteede,0344::SB116,3524 SK,1710,758,3,4,0,0,0,712,54,0,0,1,0,0,766,41,70,20,67,48,58,248,33,68,0,21,4,11,69
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wooncentrum De Koppel,0344::SB118,3524 BX,1666,869,11,4,3,12,0,830,39,0,15,0,3,0,869,52,97,30,71,23,43,350,35,89,3,10,16,5,45
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Activiteitencentrum De Musketon,0344::SB119,3524 BP,1315,1615,7,5,0,30,3,1492,102,0,30,0,0,0,1597,102,159,70,134,51,110,585,80,156,8,32,29,11,88
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau MBO Utrecht,0344::SB122,3526 AB,2105,489,1,2,0,2,0,420,70,0,2,0,0,0,490,27,40,19,48,20,27,75,22,24,1,6,143,6,31
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Da Costaschool Kanaleneiland,0344::SB123,3526 VN,1888,955,3,8,0,2,0,795,169,0,2,0,0,0,964,51,73,26,76,25,46,175,45,40,2,15,332,8,41
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Universitair Medisch Centrum Utrecht,0344::SB124,3584 CX,0,486,0,3,0,1,0,464,26,0,0,1,0,0,490,44,113,22,26,2,12,192,29,20,1,2,3,5,15
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau R.O.C. Marco Pololaan,0344::SB125,3526 GJ,2116,935,6,2,15,0,0,863,95,0,0,15,0,0,958,72,128,33,78,14,24,309,39,65,2,7,113,12,39
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Hart van Noord,0344::SB126,3527 BR,1716,884,3,7,0,13,2,773,132,0,0,13,0,0,907,44,101,24,61,13,23,156,41,44,4,2,347,3,21
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau School Rafael,0344::SB127,3527 BA,1869,541,1,4,0,0,1,419,127,1,0,7,0,0,547,13,28,19,44,11,21,80,19,21,1,1,262,2,19
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wijkspeeltuin De Boog,0344::SB128,3521 ER,776,470,0,0,0,0,0,425,45,0,0,0,0,0,470,59,89,29,36,15,6,162,13,32,1,7,4,5,12
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Zorgcentrum De Bijnkershoek,0344::SB129,3527 XL,1443,746,3,5,0,0,0,703,51,0,0,0,0,0,754,79,97,38,60,34,26,179,27,55,3,17,53,4,74
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Serviceflat De Keizershof,0344::SB130,3527 JK,1179,653,0,1,0,0,0,613,41,0,0,0,0,0,654,72,72,42,52,30,31,147,39,50,9,17,23,11,58
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Parc Transwijk,0344::SB131,3526 XB,1376,654,4,3,0,0,0,619,42,0,0,0,0,0,661,43,42,49,70,46,45,119,17,47,2,38,74,0,62
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Wereldwijzer,0344::SB132,3522 TM,2803,1061,6,5,0,0,0,958,114,0,0,0,0,0,1072,112,135,50,85,85,48,288,36,77,3,20,45,0,77
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Maaspleinschool,0344::SB134,3522 BV,2312,1163,5,10,0,2,0,1056,120,0,2,0,0,0,1176,81,133,52,113,73,57,281,40,94,5,24,92,7,111
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau R.O.C. Vondellaan,0344::SB136,3521 GH,2054,1280,4,2,0,1,0,1193,94,0,0,1,0,0,1287,162,234,45,111,25,36,424,52,85,1,13,22,8,62
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gertrudisschool,0344::SB137,3522 AR,863,904,1,0,0,0,0,830,75,0,0,0,0,0,905,110,167,29,71,41,27,282,27,65,1,5,17,7,55
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kindercluster Voorn,0344::SB139,3544 TT,1798,1208,4,2,0,1,0,1071,144,0,0,1,0,0,1215,196,199,58,109,46,29,286,35,69,14,23,38,10,96
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau OBS De Klimroos,0344::SB140,3544 AK,1336,930,1,2,0,0,0,827,106,0,0,0,0,0,933,140,103,23,70,40,54,201,29,43,2,25,95,8,97
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Projecthuis De Kersentuin,0344::SB141,3544 VD,1525,792,6,4,0,1,1,711,89,0,0,0,0,0,801,107,105,43,52,37,39,165,38,62,6,14,37,7,80
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Boerderij de Hoef,0344::SB142,3541 BC,2089,604,2,1,0,0,0,529,78,0,0,0,0,0,607,83,91,34,44,27,15,120,29,28,0,17,44,10,62
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sportcampus,0344::SB143,3544 DA,3809,1365,1,6,0,4,2,1184,190,0,0,4,0,0,1376,199,184,65,103,52,31,312,58,81,12,15,122,13,118
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wijkservicecentrum Vleuten-De Meern,0344::SB144,3451 BK,2093,1487,5,3,0,0,0,1332,160,0,3,0,0,0,1492,310,139,161,96,84,57,177,71,70,5,61,18,13,225
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau St. Bonifatiusschool,0344::SB145,3455 SK,338,238,0,0,0,0,1,212,25,0,0,0,0,0,238,51,26,31,7,11,10,34,7,11,0,5,0,9,36
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kees Valkensteinschool,0344::SB146,3451 VD,1540,929,0,2,0,0,0,853,78,0,0,0,0,0,931,186,109,75,77,84,30,113,44,41,7,33,7,10,113
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Fletiohal,0344::SB147,3451 EC,1581,962,1,0,0,0,0,880,83,0,0,0,0,0,963,186,111,104,55,69,26,121,51,41,4,20,11,7,156
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Waterwin,0344::SB148,3543 BT,1541,864,2,0,0,2,2,749,117,0,0,2,0,0,868,215,125,59,73,29,26,142,36,44,1,5,30,12,67
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kerkestein,0344::SB149,3451 CC,1234,782,2,4,0,0,0,700,88,0,0,0,0,0,788,156,69,98,48,55,30,90,46,51,3,20,9,6,101
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sportcentrum Oudenrijn,0344::SB150,3451 HG,1987,1171,1,1,0,0,0,1015,158,0,0,0,0,0,1173,339,161,92,67,68,30,110,50,51,6,24,18,11,144
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Vereenigingsgebouw De Zandweg,0344::SB151,3454 HA,1471,943,3,0,0,1,0,844,101,0,1,0,0,0,945,178,79,114,60,70,38,118,55,34,9,25,11,7,145
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Meanderschool,0344::SB152,3454 CX,1702,1132,1,5,0,0,1,1033,104,0,0,0,0,0,1138,236,107,106,74,89,40,158,70,49,12,32,11,9,139
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Mereveldlaan,0344::SB153,3454 CA,1661,924,4,2,0,1,0,827,104,0,0,1,0,0,931,210,92,98,64,48,26,92,48,59,14,31,3,12,127
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Dienstencentrum De Roef,0344::SB154,3454 GV,1295,736,2,0,0,0,1,670,67,0,0,0,0,0,738,145,58,104,49,62,44,84,36,28,7,36,5,8,70
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Activiteitencentrum De Pijler,0344::SB155,3453 NP,1694,1004,1,0,0,1,0,896,108,0,1,0,0,0,1004,201,83,90,55,78,62,119,32,31,6,44,16,11,176
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Krullevaar,0344::SB156,3453 PH,3036,1246,5,7,0,0,0,1095,163,0,0,0,0,0,1258,265,110,92,94,81,43,129,41,57,8,33,53,15,225
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Ten Veldestraat,0344::SB158,3454 EN,1313,826,11,2,0,2,0,758,83,0,0,2,0,0,841,141,69,85,71,49,43,105,27,33,12,36,4,15,136
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Paviljoen Wieler- en Skeelercentrum,0344::SB159,3546 PM,197,119,0,0,0,0,0,105,14,0,0,0,0,0,119,30,8,22,1,11,3,7,6,5,2,5,0,0,19
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau UW bedrijven,0344::SB160,3542 CA,117,156,0,2,0,0,1,146,11,0,0,0,0,0,158,23,10,7,12,19,10,29,3,13,1,8,5,1,15
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal De Twaalfruiter,0344::SB161,3452 SR,1925,798,0,0,0,0,1,694,103,0,0,0,0,0,798,213,96,51,48,52,19,96,37,29,4,11,36,9,97
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau KBS De JazzSingel,0344::SB162,3543 GB,556,355,1,1,0,0,0,320,37,0,0,0,0,0,357,77,42,22,26,8,10,61,15,10,3,9,41,5,26
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sportzaal Broos Gerssen,0344::SB163,3453 RD,1678,967,0,1,0,0,0,847,121,0,0,0,0,0,968,199,82,78,56,81,37,108,27,29,3,20,68,14,165
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kindercluster De Weide Wereld,0344::SB164,3452 CB,1942,1296,4,2,0,5,0,1121,186,0,0,5,0,0,1307,265,196,105,93,60,40,214,45,53,3,28,36,18,140
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Stits,0344::SB165,3452 DN,1940,699,4,4,0,0,0,612,95,0,0,0,0,0,707,161,75,63,45,46,19,98,30,25,8,15,15,6,93
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Boogh Utrecht Leidsche Rijn,0344::SB166,3543 BR,1693,997,4,3,0,0,1,888,114,0,1,0,1,0,1003,195,128,61,96,70,27,143,35,35,4,14,90,11,88
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau 't Zand,0344::SB167,3544 DB,1702,1096,4,4,0,1,1,957,147,0,0,1,0,0,1105,209,196,53,81,34,28,239,30,43,0,24,67,10,82
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Zorgcentrum De Drie Ringen,0344::SB168,3544 NW,1773,875,2,3,0,0,0,779,101,0,0,0,0,0,880,164,104,63,63,39,30,145,32,50,9,23,36,10,107
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Cultuurcampus Vleuterweide,0344::SB169,3452 MD,1947,1356,3,7,0,4,3,1218,150,0,0,5,0,1,1371,315,176,89,115,70,33,225,43,57,9,36,26,16,146
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Brandweer Vleuterweide,0344::SB170,3451 WE,1692,751,3,7,0,1,0,660,102,0,0,1,0,0,762,154,99,62,34,33,25,111,28,36,0,17,30,14,108
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Educatoruim,0344::SB171,3584 CE,1571,1149,6,1,0,4,3,1125,32,0,0,4,0,0,1160,81,181,60,76,3,30,548,25,87,0,2,2,10,44
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kantoor MAX,0344::SB172,3526 WH,2131,1224,4,2,0,1,0,1173,58,0,0,1,0,0,1231,126,177,34,97,20,49,460,34,103,5,7,9,24,79
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau OBS De Klimroos,0344::SB173,3544 AK,1384,915,1,0,0,0,1,818,97,0,0,0,0,0,916,123,116,65,73,70,35,187,30,43,3,12,80,6,72
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Woonzorgcentrum Ingelanden,0344::SB175,3543 EB,1727,798,2,1,0,0,1,719,81,0,0,0,0,0,801,142,99,50,62,36,20,178,38,46,1,13,33,7,73
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Educatorium,0344::SB176,3584 CE,502,1035,10,2,3,0,3,981,60,0,3,0,0,0,1044,69,164,39,56,2,22,506,41,86,1,2,7,11,29
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gymzaal Franz Schubertstraat,0344::SB178,3533 GW,1269,1067,2,0,0,8,0,962,115,0,0,8,0,0,1077,154,212,54,115,10,21,343,34,65,1,6,4,7,41
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Sportcentrum De Paperclip,0344::SB179,3451 GX,1681,741,1,2,0,1,0,637,106,0,1,0,0,0,743,195,122,57,39,31,13,124,27,27,3,6,10,5,82
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau KBS Op De Groene Alm,0344::SB180,3541 SC,1546,790,1,3,0,0,0,695,100,1,0,1,0,0,795,148,133,38,63,28,17,143,31,33,3,3,85,15,50
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Waterwin,0344::SB181,3543 BT,1551,958,2,1,0,4,0,847,118,0,0,4,0,0,965,234,150,36,65,38,18,196,26,40,1,18,47,12,77
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau OBS De Kleine Dichter,0344::SB182,3521 EX,1474,1459,2,1,0,4,0,1336,130,0,0,4,0,0,1466,242,308,66,114,17,42,435,38,95,5,6,18,12,61
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Centraal Station,0344::SB183,3511 CE,0,1412,2,2,0,0,5,1342,69,0,0,0,0,0,1416,144,263,57,91,15,33,562,50,108,2,4,20,11,52
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stadskantoor,0344::SB184,3521 AZ,1717,1562,10,5,0,1,3,1450,125,0,0,1,0,0,1578,163,264,58,130,34,45,539,64,114,6,4,49,14,78
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Zwembad De Kwakel,0344::SB185,3563 AX,1682,894,1,4,0,0,0,811,87,0,1,0,1,0,898,76,98,41,77,44,56,218,45,47,1,16,106,10,59
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Centraal Station,0344::SB186,3511 CE,0,1500,1,2,0,0,1,1422,80,0,0,0,0,0,1503,163,287,62,90,11,28,595,62,115,6,6,11,12,52
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau HNK (Het Nieuwe Kantoor),0344::SB189,3511 MJ,1107,631,3,0,0,0,0,590,44,0,0,0,0,0,634,101,126,27,59,8,15,178,30,48,0,2,3,7,27
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Theater Kikker,0344::SB191,3511 GD,1260,846,5,1,0,1,1,800,52,0,0,1,0,0,853,116,177,22,53,1,15,309,22,86,0,6,1,4,34
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Antoniuskerk,0344::SB193,3531 CR,849,697,34,8,13,0,0,658,68,0,13,0,0,0,726,52,99,22,48,8,16,257,13,64,0,6,66,4,42
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Universitair Medisch Centrum Utrecht,0344::SB194,3584 CX,0,487,3,0,0,0,2,449,39,0,0,0,0,0,490,54,96,30,41,9,11,160,26,26,0,6,4,3,21
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Antoniuskerk,0344::SB196,3531 CR,1440,674,4,2,13,0,0,602,65,0,13,0,0,0,667,45,99,23,52,11,16,248,12,61,0,8,68,3,28
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Treinwagon,0344::SB197,3531 BL,0,608,1,1,0,0,0,574,36,0,0,0,0,0,610,43,97,17,48,7,12,278,22,60,2,2,3,5,12
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Diakonessenhuis,0344::SB198,3582 KE,0,441,1,0,0,0,0,417,25,0,0,0,0,0,442,74,88,9,39,8,12,123,25,32,1,2,6,3,19
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Podium Oost,0344::SB199,3581 LJ,1794,995,4,5,0,0,0,921,83,0,0,0,0,0,1004,143,177,51,81,20,35,323,31,81,1,3,5,6,38
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Mobiel stembureau 1,0344::SB901,,0,134,0,0,0,0,0,118,16,0,0,0,0,0,134,41,14,5,9,8,1,23,5,6,0,2,2,2,16
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Mobiel stembureau 2,0344::SB902,,0,125,0,1,0,3,0,117,6,0,3,0,0,0,123,11,11,6,9,6,4,40,7,6,1,0,14,3,7
,Utrecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Mobiel stembureau 3,0344::SB903,,0,151,0,0,0,0,0,138,13,0,0,0,0,0,151,9,10,8,7,14,9,52,2,19,0,2,8,0,11
