contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Regenboog Overschie,0599::SB109,3043 CH,306,301,2,2,0,0,1,269,35,0,0,0,0,0,305,50,28,38,15,14,3,0,16,46,14,6,2,0,1,68
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk Oriënt,0599::SB110,3067 MC,1174,533,2,4,0,0,0,479,60,0,0,0,0,0,539,39,60,24,16,53,42,5,17,52,25,42,27,3,1,127
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Breggesteyn,0599::SB111,3055 HH,1469,914,0,0,0,1,3,821,91,0,0,1,0,0,915,279,46,128,65,54,13,1,31,85,54,19,0,0,4,135
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Squash Centrum Ommoord,0599::SB112,3068 SB,994,635,1,0,0,0,0,573,61,0,2,0,2,0,634,79,51,45,43,61,38,7,36,64,33,37,12,1,4,124
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau LCC De Hoekstee,0599::SB113,3151 CJ,3517,1248,1,6,1,0,0,1111,145,0,0,1,0,0,1256,195,131,61,88,87,67,13,41,74,47,76,5,2,7,354
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB114,3042 NC,987,628,2,3,0,0,0,563,70,0,0,0,0,0,633,74,69,45,27,55,38,3,17,67,26,26,44,24,3,110
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB115,3068 BS,1823,595,4,2,0,0,0,526,75,0,0,0,0,0,601,53,53,32,32,56,31,20,33,48,22,27,13,9,7,159
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB116,3067 AL,1476,528,1,4,0,1,0,489,45,0,0,1,0,0,534,48,63,25,47,43,36,10,42,47,26,29,23,4,2,83
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Voetbalvereniging VOB,0599::SB117,3043 XM,1606,530,0,3,0,0,0,451,82,0,0,0,0,0,533,49,112,25,12,37,23,0,13,33,35,41,1,0,2,147
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk De Kip,0599::SB118,3011 RS,2308,1236,4,3,0,0,1,1148,94,0,0,0,0,0,1243,206,75,186,44,127,52,9,29,168,79,53,22,7,6,173
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Hoeksteen,0599::SB119,3067 GZ,945,336,4,2,0,1,0,320,23,0,0,1,0,0,343,26,45,11,14,41,39,4,15,28,20,28,12,1,1,51
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeentelocatie Noord,0599::SB120,3037 BT,1644,1116,4,18,0,0,0,1021,111,0,6,0,6,0,1132,102,57,141,26,108,52,3,24,224,76,18,145,32,3,105
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Kleine Prins,0599::SB121,3066 JG,1305,672,0,5,1,0,0,620,56,0,1,0,0,0,676,95,59,38,27,68,36,3,20,75,40,38,20,1,3,149
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Valentijn,0599::SB122,3026 RH,1216,440,2,6,0,0,0,362,86,0,0,0,0,0,448,20,17,22,4,34,13,0,7,46,21,10,202,29,1,14
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Bibliotheek,0599::SB123,3011 PV,2340,1348,1,2,0,3,2,1345,1,0,3,0,0,0,1348,262,31,242,54,132,53,4,22,217,81,34,24,10,2,180
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Opstandingskerk,0599::SB124,3037 AS,824,563,1,4,0,1,0,510,57,0,1,0,0,0,567,76,18,78,8,54,25,4,46,132,55,10,8,5,2,42
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk Post West,0599::SB125,3022 SM,2295,821,8,12,0,4,0,717,128,0,0,4,0,0,845,37,38,107,13,64,28,9,23,153,52,8,235,21,1,32
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Oosterwiek,0599::SB126,3067 EZ,1722,678,2,5,0,4,2,640,39,0,4,0,0,0,681,70,83,31,30,85,55,3,22,38,32,64,11,4,1,149
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Laurens Den Hoogenban,0599::SB127,3042 NM,1339,462,4,3,0,0,2,406,61,0,0,0,0,0,469,49,57,29,24,36,18,4,16,40,26,45,41,10,0,67
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Youngsters jongerenvoorziening,0599::SB128,3068 GV,2437,1025,1,6,0,3,0,936,99,0,0,3,0,0,1035,90,99,54,36,142,64,6,25,125,68,94,33,4,5,180
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Squash Centrum Ommoord,0599::SB129,3068 SB,2031,705,3,2,0,0,0,624,85,0,1,0,1,0,709,75,45,47,47,68,47,9,38,70,38,45,21,2,2,151
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Recreatiecentrum Oostervant,0599::SB130,3021 PT,1691,1148,5,8,0,1,0,1010,152,0,0,1,0,0,1162,112,22,168,23,118,51,4,36,290,79,10,152,22,3,58
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Het Spectrum,0599::SB132,3059 PN,1708,994,1,2,0,0,0,839,158,0,0,0,0,0,997,277,51,106,68,51,24,7,63,52,34,27,10,2,5,217
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huize Nieuw Kellogg,0599::SB134,3068 XK,1021,394,1,5,0,2,0,376,22,0,2,0,0,0,398,43,51,14,19,37,36,4,10,35,16,43,4,1,2,79
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB136,3022 RP,1923,528,3,2,0,2,0,460,75,0,0,2,0,0,535,31,11,64,19,63,13,0,28,103,40,4,108,21,1,22
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB137,3042 EZ,1947,666,3,6,0,1,0,583,91,0,1,0,0,0,674,40,64,26,19,69,34,2,7,64,41,41,97,35,0,127
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Emmaus,0599::SB138,3022 SE,1338,775,7,12,0,0,0,686,108,0,0,0,0,0,794,45,19,72,18,79,38,3,20,154,48,17,170,57,2,33
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB139,3022 VR,2511,906,4,6,0,2,0,820,98,0,0,2,0,0,918,91,16,134,23,74,49,2,20,225,80,13,102,31,3,43
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Vierambacht,0599::SB140,3023 TM,2165,1179,4,3,0,1,0,1028,157,0,1,0,0,0,1185,116,34,206,30,105,41,6,43,295,89,16,121,22,1,54
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Te Hoogerbrugge I,0599::SB141,3069 KG,841,649,1,5,0,0,2,605,48,0,0,0,0,0,655,115,36,39,54,62,31,18,25,46,37,49,5,2,0,130
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Pniël,0599::SB142,3062 AB,2027,1266,3,5,0,4,0,1116,162,0,0,4,0,0,1278,414,28,243,87,73,21,4,32,138,73,23,18,2,3,107
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk De Put,0599::SB143,3028 XX,2093,791,2,6,0,0,0,718,80,0,1,0,1,0,798,82,53,58,23,75,43,16,45,93,52,33,93,19,3,103
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wartburg College,0599::SB144,3068 HR,2027,747,2,7,0,1,0,696,61,0,0,1,0,0,757,58,76,33,30,71,65,20,33,74,30,65,16,5,4,167
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sporthal Schuttersveld,0599::SB145,3034 AE,1837,602,7,4,0,0,0,527,86,0,0,0,0,0,613,35,62,43,6,43,38,2,8,71,28,15,142,49,3,57
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Minister Marga Klompé,0599::SB146,3068 JD,619,382,0,1,0,0,0,355,28,0,0,0,0,0,383,42,56,14,12,42,30,2,9,32,21,40,4,1,0,77
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De State Hillegersberg-Schiebroek,0599::SB147,3055 JD,857,621,1,3,0,0,1,549,75,0,0,0,0,0,625,211,27,83,45,33,11,4,16,53,29,21,0,0,0,88
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk de Propeller,0599::SB149,3033 RD,1704,675,4,11,0,0,0,614,76,0,0,0,0,0,690,60,20,84,17,63,34,0,11,149,61,13,99,31,3,30
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Mookhoek,0599::SB150,3042 GD,1529,697,2,6,0,0,1,625,79,0,0,0,0,0,705,28,93,31,17,70,67,5,16,53,40,46,52,23,1,155
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool  De Mozaïek,0599::SB153,3027 PV,3318,1098,4,9,0,2,0,945,168,0,0,2,0,0,1113,101,39,119,21,116,42,5,36,195,71,27,211,42,3,70
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Nieuw Oldenoord,0599::SB154,3069 RA,1855,690,0,4,0,0,0,648,46,0,0,0,0,0,694,89,93,21,32,60,51,9,38,46,37,74,3,2,1,134
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Voetbalvereniging Sparta,0599::SB155,3056 PD,1395,603,1,1,1,0,1,523,82,0,0,1,0,0,606,140,28,86,25,53,11,5,19,59,26,26,6,4,5,110
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB158,3069 HA,1386,750,1,4,0,0,0,681,74,0,0,0,0,0,755,117,63,56,31,76,25,4,23,95,45,53,8,3,2,149
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Serviceflat Bertrand Russell,0599::SB159,3069 CA,2496,1321,3,4,0,2,0,1209,121,0,0,2,0,0,1330,154,104,113,69,131,73,13,51,165,86,98,4,4,2,254
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Humanitas Brinktoren,0599::SB160,3151 GB,2120,1211,7,4,0,0,1,1095,126,0,0,0,0,0,1222,251,119,56,124,86,50,13,25,80,61,83,3,0,1,259
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sportfondsenbad Noord,0599::SB162,3038 CZ,1833,680,1,2,0,0,0,645,38,0,0,0,0,0,683,107,24,125,23,52,29,0,26,161,49,7,4,5,4,64
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Brandaris,0599::SB165,3024 TA,2637,550,1,3,0,0,0,510,44,0,0,0,0,0,554,51,20,70,11,55,32,0,23,134,47,19,33,4,1,50
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB167,3028 CH,39,464,2,6,0,0,0,421,51,0,0,0,0,0,472,32,53,44,12,45,27,1,20,63,23,18,49,7,3,67
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Oranjekerk,0599::SB169,3051 LS,2551,1074,3,4,0,2,1,987,95,0,0,2,0,0,1083,117,77,173,31,110,59,9,45,203,75,29,10,4,3,129
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Tarcisius,0599::SB170,3051 HE,909,677,1,3,0,0,0,606,75,0,0,0,0,0,681,140,20,152,25,48,24,3,23,109,37,12,1,5,4,74
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau LCC De Hoekstee,0599::SB171,3151 CJ,1196,1235,2,6,0,3,0,1108,138,0,0,3,0,0,1246,224,112,59,74,87,65,9,25,69,56,70,2,0,0,383
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Kleine Wereld,0599::SB174,3061 EW,417,473,0,9,0,0,0,421,61,0,0,0,0,0,482,109,19,64,18,40,21,3,7,66,28,13,30,10,2,43
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Het Spectrum,0599::SB179,3059 PN,1701,816,0,0,0,0,1,693,122,0,0,0,0,0,816,220,49,83,43,54,21,6,48,48,21,20,18,0,1,184
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dansschool Meyer et Fils,0599::SB183,3021 CS,2154,741,3,0,0,0,0,670,75,1,0,0,0,1,745,97,27,117,21,79,29,4,20,172,55,9,50,12,5,44
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB185,3059 RD,2108,935,7,4,0,1,0,779,168,0,0,1,0,0,947,269,57,106,43,78,20,13,41,63,29,15,18,7,1,175
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau In de Lugt,0599::SB191,3043 CJ,2037,1020,1,3,0,2,2,916,108,0,0,2,0,0,1026,124,109,127,42,83,49,4,47,133,58,41,7,4,6,186
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Kleine Prins,0599::SB192,3066 JG,1805,621,3,5,0,0,0,560,69,0,0,0,0,0,629,70,51,60,23,53,34,2,16,85,29,43,19,2,0,134
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Joliottoren,0599::SB193,3069 JJ,1301,696,1,5,0,1,0,641,62,0,0,1,0,0,703,73,111,38,36,83,47,12,25,50,36,49,10,2,2,122
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Leeuwenhoek,0599::SB194,3014 AW,1853,615,3,9,0,1,0,545,81,0,1,0,0,0,626,57,34,65,18,71,36,1,8,117,39,17,83,22,1,46
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Laurens Antonius Binnenweg,0599::SB196,3014 GC,493,586,2,1,0,0,0,532,57,0,0,0,0,0,589,69,29,87,12,68,33,2,12,123,46,15,26,1,2,61
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeentelocatie Hillegersberg-Schiebroek,0599::SB197,3054 RP,1265,761,1,6,0,2,1,693,76,0,0,2,0,0,770,136,73,73,39,60,42,2,7,85,41,24,16,5,3,155
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dienstencentrum Crooswijk,0599::SB198,3031 ZH,2834,787,1,6,0,0,1,725,68,0,0,0,0,0,794,79,100,80,33,73,43,4,16,83,36,38,45,18,2,137
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stadhuis,0599::SB200,3011 AD,4,498,2,0,0,0,1,458,41,0,0,0,0,0,500,73,20,112,15,47,13,2,10,93,31,4,10,7,2,59
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk Wester Volkshuis,0599::SB202,3027 ER,2331,732,3,3,0,2,0,610,130,0,0,2,0,0,740,34,31,49,9,79,26,1,18,120,33,9,247,51,0,25
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Blijvenburg,0599::SB203,3042 KE,1097,389,2,8,0,0,0,352,47,0,0,0,0,0,399,54,42,37,24,28,26,4,10,39,25,13,24,7,0,56
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Leeszaal Rotterdam West,0599::SB206,3014 TZ,2377,925,2,7,0,0,0,841,93,0,0,0,0,0,934,112,15,127,20,108,30,0,22,230,96,10,72,20,7,56
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk Mozaïek,0599::SB207,3035 CG,1379,613,2,1,0,0,0,552,64,0,0,0,0,0,616,59,49,68,8,42,30,2,16,111,42,18,103,14,3,48
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Hildegaertschool,0599::SB214,3055 TE,1270,978,1,0,0,0,0,835,146,2,0,2,0,0,981,395,39,149,57,52,14,11,14,63,37,28,1,0,2,116
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Buurvrouw (v.h. LCC Castagnet),0599::SB215,3053 LG,1177,622,1,4,0,0,0,550,77,0,0,0,0,0,627,92,23,99,31,49,26,6,29,140,36,19,3,4,4,61
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Maaspodium,0599::SB218,3024 EH,615,617,3,1,0,0,0,575,46,0,0,0,0,0,621,104,12,140,20,50,21,1,15,138,50,0,9,9,0,48
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Apostolisch Genootschap,0599::SB219,3065 SC,2050,1102,0,1,0,0,0,940,163,0,0,0,0,0,1103,320,30,182,50,66,31,9,32,108,36,37,5,3,1,192
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Timmerhuis,0599::SB220,3011 AH,1736,833,2,0,0,1,0,767,67,0,1,0,0,0,834,160,31,142,28,88,35,0,21,141,50,12,33,8,0,84
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sportfondsenbad Noord,0599::SB223,3038 CZ,1455,689,1,1,1,0,0,644,48,0,0,1,0,0,692,109,23,128,21,55,18,2,9,171,59,7,7,4,4,72
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Centraal Station,0599::SB241,3013 AJ,315,1691,6,5,0,1,1,1553,147,0,0,0,0,0,1701,249,37,341,55,137,52,4,45,401,142,15,46,22,4,141
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Erasmus Universiteit Rotterdam,0599::SB242,3062 PA,54,806,3,3,0,1,1,775,35,0,1,0,0,0,811,259,2,216,35,34,11,3,25,121,32,8,4,4,3,49
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Mobiel Stembureau 1,0599::SB244,,0,44,1,0,0,0,0,45,0,0,0,0,0,0,45,5,7,0,11,3,2,2,5,0,1,1,2,0,0,5
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Mobiel Stembureau 2,0599::SB245,,0,292,0,0,0,0,0,281,11,0,0,0,0,0,292,21,52,9,35,24,14,8,11,18,19,28,2,0,1,50
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Centraal Station,0599::SB246,3013 AJ,357,588,5,2,0,2,1,565,31,0,0,2,0,0,597,55,21,78,16,48,32,2,16,136,39,11,37,17,1,79
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Maastunnel,0599::SB247,3087 CA,1199,604,0,3,0,0,0,553,54,0,0,0,0,0,607,38,55,44,15,56,45,3,29,122,49,19,44,4,2,79
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Hogeschool Rotterdam,0599::SB248,3015 CA,2227,934,4,4,0,0,1,860,82,1,0,1,0,0,943,124,12,187,21,91,38,3,27,237,56,13,43,15,2,65
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Zadkine,0599::SB249,3032 CC,1082,320,2,1,0,0,0,284,39,0,0,0,0,0,323,40,12,37,9,31,17,0,4,57,20,9,48,14,1,21
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Mobiel Stembureau 3,0599::SB250,,0,122,0,2,0,0,0,120,4,0,0,0,0,0,124,18,12,4,29,14,0,0,2,8,7,8,0,0,0,20
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Portacabin achterzijde Centraal Station,0599::SB253,3033 EA,1605,1303,5,13,0,6,1,1250,64,0,6,0,0,0,1315,167,29,286,37,111,33,4,44,364,119,13,18,7,1,70
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Magneet,0599::SB301,3077 LA,2737,1399,5,4,0,2,0,1232,178,0,0,2,0,0,1410,167,140,63,66,111,71,25,66,99,72,81,26,9,8,395
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Meester Baarsschool,0599::SB303,3078 GS,1449,560,3,2,0,11,1,512,63,0,0,11,0,0,576,40,70,24,25,54,46,14,25,51,28,36,17,1,4,125
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB304,3193 VA,2170,625,3,2,0,1,0,578,53,0,0,1,0,0,631,62,97,30,20,72,46,1,14,26,23,54,32,0,3,145
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal,0599::SB305,3079 RK,643,514,1,2,0,0,0,465,52,0,0,0,0,0,517,40,54,31,26,50,33,5,18,47,14,38,26,3,0,129
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk 't Steiger,0599::SB306,3072 WK,1933,879,1,9,0,2,0,796,95,0,0,2,0,0,891,84,86,99,30,68,48,4,23,141,53,29,35,12,2,165
